"Time [ms]","Moving1.Torque [NewtonMeter]"
75.9100000000033,123.275702219494
75.9200000000033,123.281342264771
75.9300000000033,123.306720817369
75.9400000000033,123.381063247634
75.9500000000033,123.464302776783
75.9600000000032,123.564691868586
75.9700000000032,123.681253116402
75.9800000000032,123.793655030448
75.9900000000032,123.880019052046
76.0000000000032,123.993811237514
76.0100000000032,124.107767976191
76.0200000000032,124.215908620017
76.0300000000032,124.320744759324
76.0400000000032,124.417062461127
76.0500000000032,124.529075241525
76.0600000000032,124.638980050931
76.0700000000032,124.722107909358
76.0800000000032,124.758619793288
76.0900000000032,124.738362107448
76.1000000000032,124.701423040362
76.1100000000032,124.627663539723
76.1200000000032,124.52441011189
76.1300000000032,124.405868974104
76.1400000000032,124.283655255622
76.1500000000032,124.181528976373
76.1600000000032,124.058954265456
76.1700000000032,123.919667069931
76.1800000000032,123.762755456083
76.1900000000032,123.580620265918
76.2000000000032,123.504937406351
76.2100000000032,123.385806414688
76.2200000000031,123.238732322475
76.2300000000031,123.091545360288
76.2400000000031,122.965864850841
76.2500000000031,122.829055224455
76.2600000000031,122.720902283449
76.2700000000031,122.615586759642
76.2800000000031,122.485179960378
76.2900000000031,122.318641024113
76.3000000000031,122.207907814899
76.3100000000031,122.089102721356
76.3200000000031,121.959608685187
76.3300000000031,121.817211778191
76.3400000000031,121.669916342889
76.3500000000031,121.592077755898
76.3600000000031,121.520455905842
76.3700000000031,121.4613225833
76.3800000000031,121.412270527753
76.3900000000031,121.354364084978
76.4000000000031,121.199924033079
76.4100000000031,121.032214389155
76.4200000000031,120.881847765553
76.4300000000031,120.765278998119
76.4400000000031,120.677943207285
76.4500000000031,120.609694330139
76.4600000000031,120.568025756392
76.470000000003,120.546464876427
76.480000000003,120.521956756922
76.490000000003,120.47356773167
76.500000000003,120.412439454055
76.510000000003,120.334037271596
76.520000000003,120.254466953501
76.530000000003,120.18791290033
76.540000000003,120.137769704938
76.550000000003,120.093190105034
76.560000000003,120.065388945356
76.570000000003,120.044954309241
76.580000000003,120.015418381878
76.590000000003,119.954768451404
76.600000000003,119.867195345468
76.610000000003,119.793391916425
76.620000000003,119.746256511205
76.630000000003,119.726401962476
76.640000000003,119.735389334139
76.650000000003,119.784109409403
76.660000000003,119.835551118318
76.670000000003,119.881919493628
76.680000000003,119.92213819114
76.690000000003,119.977187326889
76.700000000003,120.066612058578
76.710000000003,120.157740038069
76.720000000003,120.260938408559
76.7300000000029,120.385667267462
76.7400000000029,120.520549785597
76.7500000000029,120.655894633908
76.7600000000029,120.803376357647
76.7700000000029,120.945002524928
76.7800000000029,121.061609556076
76.7900000000029,121.208067103682
76.8000000000029,121.410614635328
76.8100000000029,121.589639828154
76.8200000000029,121.76292220735
76.8300000000029,121.942609599706
76.8400000000029,122.105271319549
76.8500000000029,122.254798711246
76.8600000000029,122.428902798019
76.8700000000029,122.614240347646
76.8800000000029,122.790167998135
76.8900000000029,122.933415758994
76.9000000000029,123.060883608786
76.9100000000029,123.192075831364
76.9200000000029,123.328313024612
76.9300000000029,123.464727248514
76.9400000000029,123.613962633788
76.9500000000029,123.75985341895
76.9600000000029,123.880212213399
76.9700000000029,123.97616737466
76.9800000000029,124.045551925651
76.9900000000028,124.223247861873
77.0000000000028,124.443517951763
77.0100000000028,124.610941418305
77.0200000000028,124.738144267931
77.0300000000028,124.833567526786
77.0400000000028,124.89847073907
77.0500000000028,124.933183002143
77.0600000000028,124.946838580014
77.0700000000028,124.941161528314
77.0800000000028,124.911076908179
77.0900000000028,124.855088408376
77.1000000000028,124.762282228062
77.1100000000028,124.642256044581
77.1200000000028,124.507354574052
77.1300000000028,124.366133343134
77.1400000000028,124.235819788998
77.1500000000028,124.123813342485
77.1600000000028,124.009410549733
77.1700000000028,123.861974480564
77.1800000000028,123.657117066897
77.1900000000028,123.426226265176
77.2000000000028,123.186838907651
77.2100000000028,122.954252711453
77.2200000000028,122.751293568596
77.2300000000028,122.5925475554
77.2400000000028,122.472865068558
77.2500000000027,122.357868983659
77.2600000000027,122.249395750618
77.2700000000027,122.153419992087
77.2800000000027,122.072400367021
77.2900000000027,122.064304615168
77.3000000000027,122.08056451335
77.3100000000027,122.106842683345
77.3200000000027,122.1408653069
77.3300000000027,122.184222139451
77.3400000000027,122.243946611459
77.3500000000027,122.333965163835
77.3600000000027,122.428181998773
77.3700000000027,122.491865425579
77.3800000000027,122.497893156024
77.3900000000027,122.462338291654
77.4000000000027,122.402468354293
77.4100000000027,122.330309669126
77.4200000000027,122.259522190392
77.4300000000027,122.193117855307
77.4400000000027,122.122532063334
77.4500000000027,122.046480882936
77.4600000000027,121.972494291123
77.4700000000027,121.907805045928
77.4800000000027,121.856276488414
77.4900000000027,121.832988426564
77.5000000000027,121.842257090622
77.5100000000026,121.885202035831
77.5200000000026,121.957017039427
77.5300000000026,122.040168598246
77.5400000000026,122.11312671034
77.5500000000026,122.202998116593
77.5600000000026,122.308997602448
77.5700000000026,122.421873331777
77.5800000000026,122.536978898941
77.5900000000026,122.791254457666
77.6000000000026,123.007547847689
77.6100000000026,123.19343346534
77.6200000000026,123.36867788923
77.6300000000026,123.556784407288
77.6400000000026,123.76073006183
77.6500000000026,123.969140508597
77.6600000000026,124.169301213567
77.6700000000026,124.355059814532
77.6800000000026,124.521038704275
77.6900000000026,124.653494083967
77.7000000000026,124.760830398957
77.7100000000026,124.834791116661
77.7200000000026,124.872275129559
77.7300000000026,124.873031841965
77.7400000000026,124.821736890746
77.7500000000026,124.711153064528
77.7600000000025,124.51796685222
77.7700000000025,124.238412309391
77.7800000000025,123.97825711834
77.7900000000025,123.989397530903
77.8000000000025,123.943877104251
77.8100000000025,123.844694492346
77.8200000000025,123.703362565294
77.8300000000025,123.545435962165
77.8400000000025,123.401638108595
77.8500000000025,123.290576840638
77.8600000000025,123.218448179319
77.8700000000025,123.179746809342
77.8800000000025,123.151421065296
77.8900000000025,123.110042705375
77.9000000000025,123.097091708054
77.9100000000025,123.116799161019
77.9200000000025,123.160736212547
77.9300000000025,123.214692832692
77.9400000000025,123.263075023747
77.9500000000025,123.275944139709
77.9600000000025,123.232642068382
77.9700000000025,123.124480760167
77.9800000000025,123.011658883093
77.9900000000025,122.940381632018
78.0000000000025,122.819282276472
78.0100000000025,122.654843192063
78.0200000000024,122.455626015985
78.0300000000024,122.241712148027
78.0400000000024,122.016751367536
78.0500000000024,121.791317240839
78.0600000000024,121.586122044919
78.0700000000024,121.405987287011
78.0800000000024,121.225227519175
78.0900000000024,121.043954819124
78.1000000000024,120.8974148677
78.1100000000024,120.785313804036
78.1200000000024,120.694985832931
78.1300000000024,120.630144277142
78.1400000000024,120.588097471392
78.1500000000024,120.525084765503
78.1600000000024,120.421095149303
78.1700000000024,120.271245266878
78.1800000000024,120.247030914833
78.1900000000024,120.324778936197
78.2000000000024,120.359407673307
78.2100000000024,120.358679972773
78.2200000000024,120.344546172437
78.2300000000024,120.315643448159
78.2400000000024,120.284839925254
78.2500000000024,120.289564749628
78.2600000000024,120.329665301671
78.2700000000024,120.389569727979
78.2800000000023,120.380821130943
78.2900000000023,120.34753475625
78.3000000000023,120.340707214668
78.3100000000023,120.353613485587
78.3200000000023,120.367021420201
78.3300000000023,120.36488180014
78.3400000000023,120.331798693176
78.3500000000023,120.259725454554
78.3600000000023,120.156617286937
78.3700000000023,120.036680801841
78.3800000000023,120.110937574031
78.3900000000023,120.263260859618
78.4000000000023,120.406017428896
78.4100000000023,120.547582802749
78.4200000000023,120.70794149437
78.4300000000023,120.874418458552
78.4400000000023,121.082975581571
78.4500000000023,121.329886917701
78.4600000000023,121.596003010512
78.4700000000023,121.87489657099
78.4800000000023,122.156589211374
78.4900000000023,122.444940876269
78.5000000000023,122.742079435009
78.5100000000023,123.050878134983
78.5200000000023,123.370869139367
78.5300000000023,123.676148166292
78.5400000000022,123.954723987032
78.5500000000022,124.171641230325
78.5600000000022,124.301375374799
78.5700000000022,124.337759110164
78.5800000000022,124.469688321137
78.5900000000022,124.557247193285
78.6000000000022,124.568527992711
78.6100000000022,124.512002480718
78.6200000000022,124.40773660464
78.6300000000022,124.29244498312
78.6400000000022,124.149918082122
78.6500000000022,124.022520577872
78.6600000000022,123.912574290853
78.6700000000022,123.807920446167
78.6800000000022,123.667129548376
78.6900000000022,123.531234234254
78.7000000000022,123.408300026729
78.7100000000022,123.298913021925
78.7200000000022,123.193320472557
78.7300000000022,123.133657090482
78.7400000000022,123.062107257246
78.7500000000022,122.985999959913
78.7600000000022,122.924845995235
78.7700000000022,122.893524505077
78.7800000000022,122.903036386649
78.7900000000022,122.931317123392
78.8000000000021,122.975753917721
78.8100000000021,123.037444642598
78.8200000000021,123.119085342902
78.8300000000021,123.182205253178
78.8400000000021,123.255124889447
78.8500000000021,123.330194910706
78.8600000000021,123.394951126324
78.8700000000021,123.44304148537
78.8800000000021,123.466653538315
78.8900000000021,123.473724030594
78.9000000000021,123.470324658757
78.9100000000021,123.464288329906
78.9200000000021,123.453974550809
78.9300000000021,123.439692461219
78.9400000000021,123.427730288597
78.9500000000021,123.40119012482
78.9600000000021,123.343367648672
78.9700000000021,123.266582399969
78.9800000000021,123.266934490114
78.9900000000021,123.254603626323
79.0000000000021,123.23255237945
79.0100000000021,123.203291104089
79.0200000000021,123.166522566323
79.0300000000021,123.103721916847
79.0400000000021,123.037933689204
79.050000000002,122.977020378186
79.060000000002,122.920563983963
79.070000000002,122.875889527039
79.080000000002,122.852509493838
79.090000000002,122.830887652319
79.100000000002,122.826923021372
79.110000000002,122.850404695586
79.120000000002,122.900098467455
79.130000000002,122.966691681055
79.140000000002,123.023304670614
79.150000000002,123.060168959741
79.160000000002,123.068491751749
79.170000000002,123.085206245482
79.180000000002,123.170038948941
79.190000000002,123.242659339914
79.200000000002,123.296360789574
79.210000000002,123.327822907326
79.220000000002,123.343245664131
79.230000000002,123.356030360999
79.240000000002,123.384405741965
79.250000000002,123.428676424041
79.260000000002,123.481438300704
79.270000000002,123.524506647143
79.280000000002,123.55184758371
79.290000000002,123.595759594152
79.300000000002,123.678354438279
79.3100000000019,123.813515114163
79.3200000000019,123.964810902903
79.3300000000019,124.082866383143
79.3400000000019,124.159944020975
79.3500000000019,124.188429230177
79.3600000000019,124.173360997657
79.3700000000019,124.23637920881
79.3800000000019,124.384979638661
79.3900000000019,124.493322833114
79.4000000000019,124.544485624226
79.4100000000019,124.519212539424
79.4200000000019,124.42321853636
79.4300000000019,124.310253290853
79.4400000000019,124.228533652121
79.4500000000019,124.168422774614
79.4600000000019,124.104935940291
79.4700000000019,124.022977920264
79.4800000000019,123.912957918646
79.4900000000019,123.789870607968
79.5000000000019,123.671118774102
79.5100000000019,123.562291200419
79.5200000000019,123.443545707074
79.5300000000019,123.325231392812
79.5400000000019,123.196275722676
79.5500000000019,123.03535781796
79.5600000000019,122.826010598905
79.5700000000018,122.664060440915
79.5800000000018,122.511819981308
79.5900000000018,122.332824789068
79.6000000000018,122.152466211362
79.6100000000018,121.995698021364
79.6200000000018,121.890806224422
79.6300000000018,121.801000311217
79.6400000000018,121.719467300919
79.6500000000018,121.639348153142
79.6600000000018,121.551928806416
79.6700000000018,121.450751442041
79.6800000000018,121.352155139678
79.6900000000018,121.263715151086
79.7000000000018,121.184582039067
79.7100000000018,121.109781592657
79.7200000000018,121.016178474733
79.7300000000018,120.913139435347
79.7400000000018,120.806182145974
79.7500000000018,120.695419438788
79.7600000000018,120.575816330117
79.7700000000018,120.556043530766
79.7800000000018,120.521561250585
79.7900000000018,120.462051958496
79.8000000000018,120.395615734284
79.8100000000018,120.333903998931
79.8200000000018,120.295397428886
79.8300000000017,120.268627334214
79.8400000000017,120.248524609229
79.8500000000017,120.214613532953
79.8600000000017,120.143617290883
79.8700000000017,120.073097604795
79.8800000000017,119.992132517524
79.8900000000017,119.908596375235
79.9000000000017,119.835013668413
79.9100000000017,119.777708358943
79.9200000000017,119.715490941555
79.9300000000017,119.649890016423
79.9400000000017,119.589328567362
79.9500000000017,119.538368165949
79.9600000000017,119.49276940439
79.9700000000017,119.514401099597
79.9800000000017,119.533912541583
79.9900000000017,119.56084968202
80.0000000000017,119.594334009938
80.0100000000017,119.629081074484
80.0200000000017,119.694978400153
80.0300000000017,119.783011718036
80.0400000000017,119.894902802047
80.0500000000017,120.017230756325
80.0600000000017,120.132972693026
80.0700000000017,120.288100594873
80.0800000000017,120.419691370762
80.0900000000016,120.55735803715
80.1000000000016,120.736016712685
80.1100000000016,120.975133421768
80.1200000000016,121.198308335545
80.1300000000016,121.458775041348
80.1400000000016,121.722464929128
80.1500000000016,121.954035252118
80.1600000000016,122.139102654037
80.1700000000016,122.357506681904
80.1800000000016,122.551020949014
80.1900000000016,122.728060950009
80.2000000000016,122.888974010762
80.2100000000016,123.030037949124
80.2200000000016,123.163522236611
80.2300000000016,123.26738465512
80.2400000000016,123.336711413091
80.2500000000016,123.368533926484
80.2600000000016,123.369918667002
80.2700000000016,123.365955734946
80.2800000000016,123.319422875026
80.2900000000016,123.250429961687
80.3000000000016,123.184220730939
80.3100000000016,123.149333284328
80.3200000000016,123.153394559792
80.3300000000016,123.164530935519
80.3400000000015,123.179976429287
80.3500000000015,123.190752809653
80.3600000000015,123.211287504869
80.3700000000015,123.258452955979
80.3800000000015,123.27403195137
80.3900000000015,123.280178934339
80.4000000000015,123.293314162535
80.4100000000015,123.31618066413
80.4200000000015,123.359024987444
80.4300000000015,123.421642396406
80.4400000000015,123.469764640763
80.4500000000015,123.474940013404
80.4600000000015,123.469603363402
80.4700000000015,123.507287802649
80.4800000000015,123.51951931932
80.4900000000015,123.505321261017
80.5000000000015,123.468633254775
80.5100000000015,123.422450263473
80.5200000000015,123.358464530391
80.5300000000015,123.272902716684
80.5400000000015,123.184461804743
80.5500000000015,123.099755253126
80.5600000000015,123.018346623061
80.5700000000015,122.917781530514
80.5800000000015,122.807555800673
80.5900000000015,122.709701956521
80.6000000000014,122.633798875203
80.6100000000014,122.566769247893
80.6200000000014,122.513231153968
80.6300000000014,122.492812697232
80.6400000000014,122.489339469491
80.6500000000014,122.476560976725
80.6600000000014,122.448106281766
80.6700000000014,122.41437640063
80.6800000000014,122.379048433477
80.6900000000014,122.355848984563
80.7000000000014,122.353439663272
80.7100000000014,122.381328398763
80.7200000000014,122.435814089246
80.7300000000014,122.493442265369
80.7400000000014,122.533650051006
80.7500000000014,122.53817532997
80.7600000000014,122.538170105264
80.7700000000014,122.555865471468
80.7800000000014,122.579909541899
80.7900000000014,122.61212764573
80.8000000000014,122.64209367434
80.8100000000014,122.655479280446
80.8200000000014,122.653513747037
80.8300000000014,122.655581938685
80.8400000000014,122.67372384718
80.8500000000014,122.703344838396
80.8600000000013,122.727812005317
80.8700000000013,122.740798463504
80.8800000000013,122.767430915252
80.8900000000013,122.83366289141
80.9000000000013,122.945798028287
80.9100000000013,123.041850648753
80.9200000000013,123.118902324507
80.9300000000013,123.170713367025
80.9400000000013,123.186527133463
80.9500000000013,123.161364166752
80.9600000000013,123.328331898287
80.9700000000013,123.522194567369
80.9800000000013,123.675611016472
80.9900000000013,123.805259182585
81.0000000000013,123.931902933271
81.0100000000013,124.041518476568
81.0200000000013,124.180444710004
81.0300000000013,124.334595422465
81.0400000000013,124.473001618527
81.0500000000013,124.570986418677
81.0600000000013,124.644733056889
81.0700000000013,124.699019471695
81.0800000000013,124.725506567548
81.0900000000013,124.711817871786
81.1000000000013,124.644023880958
81.1100000000013,124.575915653219
81.1200000000012,124.45734496319
81.1300000000012,124.302195472402
81.1400000000012,124.125346754329
