"Time [ms]","InducedVoltage(PhaseA) [V]"
19.9899999999994,83.5535883394828
19.9999999999994,85.0512281914961
20.0099999999994,86.2243402489499
20.0199999999994,87.3531911836284
20.0299999999994,88.4978361098271
20.0399999999994,89.759296644959
20.0499999999994,92.4126499578098
20.0599999999994,93.4568981512895
20.0699999999994,94.5005817906019
20.0799999999994,95.6228521486718
20.0899999999994,96.8876165160171
20.0999999999994,98.4744010350313
20.1099999999994,99.7982956508853
20.1199999999994,101.309033745706
20.1299999999994,102.89409710465
20.1399999999993,104.335893642638
20.1499999999993,105.612011061781
20.1599999999993,107.013324648744
20.1699999999993,108.282727719286
20.1799999999993,109.447836482282
20.1899999999993,110.525557203153
20.1999999999993,111.552797120598
20.2099999999993,112.798928487476
20.2199999999993,113.998252325331
20.2299999999993,115.067594598012
20.2399999999993,116.112047694161
20.2499999999993,117.545373182421
20.2599999999993,118.631851564124
20.2699999999993,119.668819425292
20.2799999999993,120.640196265714
20.2899999999993,121.525685888144
20.2999999999993,122.280859337748
20.3099999999993,123.307604831846
20.3199999999993,124.442695582802
20.3299999999993,125.586861957755
20.3399999999993,126.627124793049
20.3499999999993,127.483108509654
20.3599999999993,128.467026881088
20.3699999999993,129.538455314404
20.3799999999993,130.699598669301
20.3899999999993,131.953870787554
20.3999999999993,133.17382052988
20.4099999999993,134.250521230661
20.4199999999993,135.301819000219
20.4299999999993,136.346096220316
20.4399999999993,137.479731784604
20.4499999999993,138.524716896876
20.4599999999993,139.384886876437
20.4699999999993,140.340941436318
20.4799999999993,141.434933988244
20.4899999999993,142.82650305818
20.4999999999993,144.345372984797
20.5099999999993,145.515635864157
20.5199999999993,146.660742764881
20.5299999999993,147.799011947317
20.5399999999993,148.942501836258
20.5499999999993,150.048960672264
20.5599999999993,151.121979862992
20.5699999999993,152.253141729436
20.5799999999993,153.479696561548
20.5899999999993,154.586568485426
20.5999999999993,155.826498949616
20.6099999999993,157.140808294864
20.6199999999993,158.352176270765
20.6299999999993,159.435362787921
20.6399999999993,160.437210412134
20.6499999999993,161.310769801942
20.6599999999993,162.062611684285
20.6699999999993,162.834686219393
20.6799999999993,163.61347568824
20.6899999999993,164.466333041877
20.6999999999993,165.332510919455
20.7099999999993,166.242418204623
20.7199999999993,167.174027463718
20.7299999999993,168.05711785105
20.7399999999993,168.888338941603
20.7499999999993,169.66336723882
20.7599999999993,170.427615535973
20.7699999999993,171.189786050505
20.7799999999993,172.000222481858
20.7899999999993,172.711357317096
20.7999999999993,173.604530462609
20.8099999999993,174.595245230832
20.8199999999993,175.511996368388
20.8299999999993,176.310506360086
20.8399999999993,176.452571222402
20.8499999999993,177.0529211126
20.8599999999993,178.077732985382
20.8699999999993,179.148586441732
20.8799999999993,180.107821705246
20.8899999999993,180.747584806951
20.8999999999993,181.274035970633
20.9099999999993,181.998165563874
20.9199999999993,182.881356037652
20.9299999999993,183.764160058002
20.9399999999993,184.625087124407
20.9499999999993,185.409799865782
20.9599999999993,186.132134822442
20.9699999999993,186.781175847582
20.9799999999993,187.335209588439
20.9899999999993,187.907212449608
20.9999999999993,188.619018911097
21.0099999999993,189.39354611361
21.0199999999993,190.158302766773
21.0299999999993,190.847444537653
21.0399999999993,190.347418280014
21.0499999999993,190.646877055677
21.0599999999993,191.204018667035
21.0699999999993,191.75281217718
21.0799999999993,192.228371779239
21.0899999999993,192.618737374901
21.0999999999993,192.86090988372
21.1099999999993,193.127372429971
21.1199999999993,193.417998345767
21.1299999999993,193.742803114413
21.1399999999993,194.100397762645
21.1499999999993,194.370922108196
21.1599999999993,194.59717475583
21.1699999999993,194.758063288281
21.1799999999993,194.850561947718
21.1899999999993,194.912729311675
21.1999999999993,195.203877713167
21.2099999999993,195.520084456775
21.2199999999993,195.776655630418
21.2299999999993,195.946345771827
21.2399999999993,195.889662282214
21.2499999999993,196.165007019117
21.2599999999993,196.437320216362
21.2699999999993,196.682349964089
21.2799999999993,196.78718018234
21.2899999999993,196.548575631549
21.2999999999993,196.594280731413
21.3099999999993,196.706699246257
21.3199999999993,196.833228937549
21.3299999999993,196.970023425436
21.3399999999993,197.202788541338
21.3499999999993,197.202981545983
21.3599999999993,197.207428226617
21.3699999999993,197.251232176746
21.3799999999993,197.354438666154
21.3899999999993,197.545069622162
21.3999999999993,197.267391542426
21.4099999999993,196.968206755015
21.4199999999993,196.725148873915
21.4299999999993,196.693548155084
21.4399999999993,197.272167263123
21.4499999999993,197.00232168097
21.4599999999993,196.638490481999
21.4699999999993,196.247514355696
21.4799999999993,196.041987713982
21.4899999999993,196.305411017997
21.4999999999993,196.120095957828
21.5099999999993,195.789233353087
21.5199999999993,195.394582886038
21.5299999999993,195.023180451182
21.5399999999993,194.745174300412
21.5499999999993,194.349269179637
21.5599999999993,193.976244491607
21.5699999999993,193.65497401113
21.5799999999993,193.340162448298
21.5899999999993,192.864916916352
21.5999999999993,192.348610346022
21.6099999999993,191.82899213996
21.6199999999993,191.299600122169
21.6299999999993,190.904705247131
21.6399999999993,190.677648725861
21.6499999999993,189.87317251264
21.6599999999993,189.113099026222
21.6699999999993,188.462502024104
21.6799999999993,187.908789172088
21.6899999999993,187.588508921034
21.6999999999993,187.165126121887
21.7099999999993,186.680948649124
21.7199999999993,186.152299018172
21.7299999999993,185.720325929975
21.7399999999993,185.391164224388
21.7499999999993,184.990096958795
21.7599999999993,184.583867497647
21.7699999999993,184.19358644938
21.7799999999993,183.855102315707
21.7899999999993,183.436450434085
21.7999999999993,183.060817765503
21.8099999999993,182.725071241104
21.8199999999993,182.458231600754
21.8299999999993,182.341206025443
21.8399999999993,182.115856882274
21.8499999999993,181.690375517037
21.8599999999993,181.240453449098
21.8699999999993,180.827753288137
21.8799999999993,180.563893536236
21.8899999999993,180.365574054644
21.8999999999993,179.971573648367
21.9099999999993,179.494893505716
21.9199999999993,179.011694222995
21.9299999999993,178.617047629949
21.9399999999993,178.272925956552
21.9499999999993,177.825578511612
21.9599999999993,177.292568559341
21.9699999999993,176.708636602453
21.9799999999993,176.130097498299
21.9899999999993,175.618007646344
21.9999999999993,175.187608759846
22.0099999999993,174.820292060385
22.0199999999993,174.451944277743
22.0299999999993,173.503844533651
22.0399999999993,172.775461577689
22.0499999999993,172.343962736474
22.0599999999993,171.845568016503
22.0699999999993,171.248179814222
22.0799999999993,170.598561152263
22.0899999999993,169.819188891311
22.0999999999993,168.895655413581
22.1099999999993,167.914369886317
22.1199999999993,166.930139527988
22.1299999999993,166.215278803526
22.1399999999993,165.422431985017
22.1499999999993,164.57407498572
22.1599999999993,163.746718389196
22.1699999999993,162.946029651907
22.1799999999993,162.172436004224
22.1899999999993,161.246940423189
22.1999999999993,160.302254440191
22.2099999999993,159.444678791262
22.2199999999993,158.701657059333
22.2299999999993,157.584972791709
22.2399999999993,156.527828518307
22.2499999999993,155.624689016337
22.2599999999993,154.82204276723
22.2699999999993,154.12875039075
22.2799999999993,153.698039241229
22.2899999999993,153.046981580213
22.2999999999993,152.178807853437
22.3099999999993,151.20734094648
22.3199999999993,150.240028189463
22.3299999999993,149.413105076801
22.3399999999993,148.617769309514
22.3499999999993,147.775497844924
22.3599999999993,146.883042136098
22.3699999999993,145.977804602992
22.3799999999993,145.123782729814
22.3899999999993,144.249355696366
22.3999999999993,143.336416307374
22.4099999999993,142.410406327437
22.4199999999993,141.537144214163
22.4299999999993,140.592696905076
22.4399999999993,139.770056749966
22.4499999999993,138.848260289681
22.4599999999993,137.851281255805
22.4699999999993,136.846516604838
22.4799999999993,136.02470116266
22.4899999999993,135.14758128689
22.4999999999993,134.130734791549
22.5099999999993,133.065425765785
22.5199999999993,131.992151880966
22.5299999999993,131.09388290391
22.5399999999993,130.057041273499
22.5499999999993,128.996021494837
22.5599999999993,127.941841999205
22.5699999999993,126.894008109896
22.5799999999993,125.614008962671
22.5899999999993,124.435855313029
22.5999999999992,123.324548630946
22.6099999999992,122.39378993899
22.6199999999992,121.636417735146
22.6299999999992,120.846828310453
22.6399999999992,119.929189963616
22.6499999999992,119.00610130629
22.6599999999992,118.097627485533
22.6699999999992,117.253432669095
22.6799999999992,116.541781727858
22.6899999999992,115.78493128577
22.6999999999992,114.911797694522
22.7099999999992,113.982280282232
22.7199999999992,113.11007910168
22.7299999999992,112.500832644691
22.7399999999992,111.831410168758
22.7499999999992,111.123973524105
22.7599999999992,110.353619262588
22.7699999999992,109.526308340777
22.7799999999992,108.817151361754
22.7899999999992,108.276022583953
22.7999999999992,107.772225720595
22.8099999999992,107.26944571138
22.8199999999992,106.409935999405
22.8299999999992,104.883647978879
22.8399999999992,104.319467602426
22.8499999999992,103.807525587205
22.8599999999992,103.266596021043
22.8699999999992,102.588958348143
22.8799999999992,101.732244905572
22.8899999999992,100.863088688055
22.8999999999992,99.9762370906598
22.9099999999992,99.1072114724184
22.9199999999992,98.2509005983262
22.9299999999992,97.3792832793335
22.9399999999992,96.5004861920304
22.9499999999992,95.6418987061391
22.9599999999992,94.8163412736069
22.9699999999992,94.0277424214625
22.9799999999992,93.2340982147728
22.9899999999992,92.3577843295414
22.9999999999992,91.4113922085929
23.0099999999992,90.4477203690857
23.0199999999992,89.9321445885948
23.0299999999992,89.6134418262862
23.0399999999992,88.6689187129752
23.0499999999992,87.7734598609403
23.0599999999992,86.9191480524195
23.0699999999992,86.1898026093349
23.0799999999992,85.5824094459112
23.0899999999992,84.9738566404051
23.0999999999992,84.3170742686389
23.1099999999992,83.5815114147126
23.1199999999992,82.7042299482272
23.1299999999992,81.8552537915768
23.1399999999992,81.1488807939908
23.1499999999992,80.5454994148386
23.1599999999992,80.0214712207314
23.1699999999992,79.5884113741346
23.1799999999992,78.9584279453331
23.1899999999992,78.1416791357375
23.1999999999992,77.3147596813822
23.2099999999992,76.5457190598368
23.2199999999992,76.5102562624048
23.2299999999992,76.1253119169247
23.2399999999992,75.174108272319
23.2499999999992,74.2155737989164
23.2599999999992,73.3881961649058
23.2699999999992,72.8766293532662
23.2799999999992,72.3390230396914
23.2899999999992,71.701173085767
23.2999999999992,71.1518468153149
23.3099999999992,70.5519576941094
23.3199999999992,69.9700096531947
23.3299999999992,69.3091483754932
23.3399999999992,68.6445018078768
23.3499999999992,68.0508958884302
23.3599999999992,67.3989391612423
23.3699999999992,66.5627882662834
23.3799999999992,65.5755997813701
23.3899999999992,64.5431849017108
23.3999999999992,63.5073648193984
23.4099999999992,62.4991968501798
23.4199999999992,62.0960373686141
23.4299999999992,61.1438535300324
23.4399999999992,60.0162375692548
23.4499999999992,58.9998160782257
23.4599999999992,58.0544285372409
23.4699999999992,57.1906902023023
23.4799999999992,56.2346036568961
23.4899999999992,55.2681030396573
23.4999999999992,54.282105683584
23.5099999999992,53.2745179118832
23.5199999999992,52.3625843556919
23.5299999999992,51.3806504570946
23.5399999999992,50.436213217675
23.5499999999992,49.5620347583825
23.5599999999992,48.7141235395283
23.5699999999992,47.9695794699697
23.5799999999992,46.9976061093502
23.5899999999992,46.007101065304
23.5999999999992,45.0651488823783
23.6099999999992,44.1696267431069
23.6199999999992,43.8311677844083
23.6299999999992,42.7877951900413
23.6399999999992,41.7050502872274
23.6499999999992,40.7208949199267
23.6599999999992,39.8837414301634
23.6699999999992,39.4158486767437
23.6799999999992,38.7287337904552
23.6899999999992,37.9874256536072
23.6999999999992,37.1960529316484
23.7099999999992,36.3716342139719
23.7199999999992,35.4608251512678
23.7299999999992,34.6692012813232
23.7399999999992,33.9490736162018
23.7499999999992,33.2900217221099
23.7599999999992,32.649322837236
23.7699999999992,31.8737594304508
23.7799999999992,31.1156102226817
23.7899999999992,30.3538313184859
23.7999999999992,29.6568412482046
23.8099999999992,29.0013716537418
23.8199999999992,28.2627980500161
23.8299999999992,27.5380459187458
23.8399999999992,26.9111968211666
23.8499999999992,26.3614111426724
23.8599999999992,25.8867458888923
23.8699999999992,25.4943857649015
23.8799999999992,24.8293245714404
23.8899999999992,24.1119297189563
23.8999999999992,23.3910799595671
23.9099999999992,22.7109679788395
23.9199999999992,22.1941017857774
23.9299999999992,21.4768863534109
23.9399999999992,20.7532618889061
23.9499999999992,20.0137771141751
23.9599999999992,19.2765209361456
23.9699999999992,18.6453896572458
23.9799999999992,18.0661394176329
23.9899999999992,17.5539940003799
23.9999999999992,17.0009589071263
24.0099999999992,16.3086789938538
24.0199999999992,15.2667561027053
24.0299999999992,14.4407690982062
24.0399999999992,13.7135793275844
24.0499999999992,13.069261441756
24.0599999999992,12.4512840526891
24.0699999999992,11.7595180882446
24.0799999999992,11.0865715187813
24.0899999999992,10.4818208126189
24.0999999999992,9.82299522042096
24.1099999999992,9.08878207247499
24.1199999999992,8.30797142921669
24.1299999999992,7.55297704916891
24.1399999999992,6.859048921809
24.1499999999992,6.24161170111881
24.1599999999992,5.66041789412663
24.1699999999992,4.90219837261385
24.1799999999992,4.06367960461562
24.1899999999992,3.25534126149884
24.1999999999992,2.50257749856986
24.2099999999992,1.87195296303955
24.2199999999992,1.12350104231607
24.2299999999992,0.169591518728307
24.2399999999992,-0.711776196699043
24.2499999999992,-1.50453147960694
24.2599999999992,-2.14800979329577
24.2699999999992,-2.83375346680215
24.2799999999992,-3.70898349784654
24.2899999999992,-4.56484447374783
24.2999999999992,-5.41660812690692
24.3099999999992,-6.22371338828143
24.3199999999992,-7.07655495589821
24.3299999999992,-7.97014843835764
24.3399999999992,-8.79273087981414
24.3499999999992,-9.54526322295979
24.3599999999992,-10.3049156558788
24.3699999999992,-11.1577087925474
24.3799999999992,-12.0281909546549
24.3899999999992,-12.8937039329813
24.3999999999992,-13.7471885284568
24.4099999999992,-14.8348708925383
24.4199999999992,-16.0504813163598
24.4299999999992,-17.0207924838295
24.4399999999992,-17.9622296354265
24.4499999999992,-18.9144307223943
24.4599999999992,-19.7931870624612
24.4699999999992,-20.7607073767768
24.4799999999992,-21.8094194202045
24.4899999999992,-22.890174876633
24.4999999999992,-23.979314417627
24.5099999999992,-24.9399425082897
24.5199999999992,-25.9815730668522
24.5299999999992,-27.1278052121404
24.5399999999992,-28.2170887053401
24.5499999999992,-29.2595902954773
24.5599999999992,-30.209759200428
24.5699999999992,-31.1408675245151
24.5799999999992,-32.1123281511626
24.5899999999992,-33.1316545233717
24.5999999999992,-34.2200272217597
24.6099999999992,-35.3575998853384
24.6199999999992,-36.4567720556153
24.6299999999992,-37.6458878908414
24.6399999999992,-38.9263890748004
24.6499999999992,-40.2965452927506
24.6599999999992,-41.7290411690752
24.6699999999992,-43.0832743873677
24.6799999999992,-44.4038846104777
24.6899999999992,-45.7114211684984
24.6999999999992,-46.9813090757387
24.7099999999992,-48.104438406299
24.7199999999992,-49.2713095674779
24.7299999999992,-50.4004014902637
24.7399999999992,-51.5220783497305
24.7499999999992,-52.6219431168318
24.7599999999992,-53.7577369886522
24.7699999999992,-54.9604647075042
24.7799999999992,-56.1535205726049
24.7899999999992,-57.343846267105
24.7999999999992,-58.5067016557417
24.8099999999992,-59.7444486965581
24.8199999999992,-60.8154784359161
24.8299999999992,-61.9056555186959
24.8399999999992,-63.0848740214684
24.8499999999992,-64.3194233723221
24.8599999999992,-65.5765989724166
24.8699999999992,-66.8175456860487
24.8799999999992,-68.0988452109843
24.8899999999992,-69.4106917470627
24.8999999999992,-70.7205864828586
24.9099999999992,-71.8223110387883
24.9199999999992,-73.0456182351902
24.9299999999992,-74.3007172546828
24.9399999999992,-75.5713354909093
24.9499999999992,-76.8661900420131
24.9599999999992,-78.2605487105459
24.9699999999992,-79.5850201858211
24.9799999999992,-80.9041979432018
24.9899999999992,-82.2066442919767
24.9999999999992,-83.5170828586057
25.0099999999992,-85.2909821624392
25.0199999999992,-86.5237881140679
25.0299999999992,-87.7873516607425
25.0399999999992,-89.0487116160354
25.0499999999991,-90.3135972437713
25.0599999999991,-91.6383506715218
25.0699999999991,-92.9564417245565
25.0799999999991,-94.2457856752704
25.0899999999991,-95.4901946480902
25.0999999999991,-96.7699683465911
25.1099999999991,-98.2229418833108
25.1199999999991,-99.6699586691047
25.1299999999991,-101.082722654472
25.1399999999991,-102.401897001217
25.1499999999991,-103.750872914465
25.1599999999991,-105.112777947081
25.1699999999991,-106.355759504478
25.1799999999991,-107.479805562716
25.1899999999991,-108.502828606297
25.1999999999991,-109.536374492353
25.2099999999991,-111.085965707322
25.2199999999991,-112.157835627621
25.2299999999991,-113.209708526232
25.2399999999991,-114.258446360133
25.2499999999991,-115.263087277259
25.2599999999991,-116.17730414159
25.2699999999991,-117.311765900027
25.2799999999991,-118.489193891141
25.2899999999991,-119.622879713094
25.2999999999991,-120.67829024866
25.3099999999991,-121.66254826457
25.3199999999991,-122.670716722403
25.3299999999991,-123.715276481101
25.3399999999991,-124.808044117972
25.3499999999991,-125.907988624996
25.3599999999991,-126.98558493803
25.3699999999991,-128.101809514686
25.3799999999991,-129.225766037094
25.3899999999991,-130.353302425232
25.3999999999991,-131.468697568407
25.4099999999991,-132.51998090085
25.4199999999991,-133.610990625249
25.4299999999991,-134.739250654806
25.4399999999991,-135.890561140048
25.4499999999991,-137.088289132309
25.4599999999991,-138.274966538998
25.4699999999991,-139.500542101512
25.4799999999991,-140.81717728899
25.4899999999991,-142.153029408651
25.4999999999991,-143.404015497517
25.5099999999991,-144.631106126786
25.5199999999991,-146.021157954809
25.5299999999991,-147.438278573173
25.5399999999991,-148.784474707997
25.5499999999991,-149.922839600788
25.5599999999991,-151.149050088548
25.5699999999991,-152.574318937568
25.5799999999991,-154.011042079619
25.5899999999991,-155.366544416166
25.5999999999991,-156.506509430404
25.6099999999991,-157.647748983775
25.6199999999991,-158.977675053146
25.6299999999991,-160.259438443977
25.6399999999991,-161.450911863106
25.6499999999991,-162.589586876644
25.6599999999991,-163.747789167945
25.6699999999991,-165.139310582499
25.6799999999991,-166.594246391027
25.6899999999991,-168.007576838641
25.6999999999991,-169.15467589495
25.7099999999991,-170.157854166189
25.7199999999991,-171.287851701168
25.7299999999991,-172.478598958614
25.7399999999991,-173.71821059991
25.7499999999991,-174.843196293459
25.7599999999991,-175.857586098543
25.7699999999991,-176.798960011895
25.7799999999991,-177.684036139336
25.7899999999991,-178.561280751988
25.7999999999991,-179.88437669029
25.8099999999991,-180.971435089924
25.8199999999991,-181.815769999241
25.8299999999991,-182.666325467812
25.8399999999991,-183.547600348788
25.8499999999991,-184.550705909403
25.8599999999991,-185.506029357488
25.8699999999991,-186.450819664907
25.8799999999991,-187.386446824231
25.8899999999991,-188.28607306961
25.8999999999991,-189.154408334051
25.9099999999991,-190.027959294263
25.9199999999991,-190.881106841838
25.9299999999991,-191.709155829076
25.9399999999991,-192.519343389504
25.9499999999991,-193.24519033781
25.9599999999991,-194.091887501951
25.9699999999991,-194.996566072447
25.9799999999991,-195.884842202904
25.9899999999991,-196.710969181797
25.9999999999991,-197.716921468577
26.0099999999991,-198.455023328276
26.0199999999991,-199.117414599985
26.0299999999991,-199.740935075857
26.0399999999991,-200.344020850751
26.0499999999991,-200.871540411487
26.0599999999991,-201.431169839758
26.0699999999991,-202.060212483228
26.0799999999991,-202.702323357963
26.0899999999991,-203.291073564595
26.0999999999991,-203.671221334495
26.1099999999991,-204.122544605788
26.1199999999991,-204.623847646895
26.1299999999991,-205.138068282858
26.1399999999991,-205.607303731015
26.1499999999991,-205.969109493302
26.1599999999991,-206.20920092542
26.1699999999991,-206.44464391745
26.1799999999991,-206.749550601959
26.1899999999991,-207.133674537828
26.1999999999991,-208.060837729153
26.2099999999991,-208.192815682209
26.2199999999991,-208.312644425301
26.2299999999991,-208.480890204382
26.2399999999991,-208.725212940156
26.2499999999991,-209.334685841216
26.2599999999991,-209.523542560556
26.2699999999991,-209.696272537926
26.2799999999991,-209.865546895933
26.2899999999991,-210.023823710317
26.2999999999991,-210.208795548437
26.3099999999991,-210.371333154259
26.3199999999991,-210.556893728573
26.3299999999991,-210.753001968935
26.3399999999991,-210.906922462599
26.3499999999991,-210.951583670476
26.3599999999991,-211.119535427548
26.3699999999991,-211.318174308754
26.3799999999991,-211.526117966542
26.3899999999991,-211.768449692278
26.3999999999991,-212.031467654048
26.4099999999991,-212.122473547091
26.4199999999991,-212.181426621113
26.4299999999991,-212.212010707624
26.4399999999991,-212.119469733631
26.4499999999991,-211.853570670165
26.4599999999991,-211.508843286684
26.4699999999991,-211.135958043878
26.4799999999991,-210.729700754546
26.4899999999991,-210.354423119751
26.4999999999991,-210.049914416084
26.5099999999991,-209.752202685366
26.5199999999991,-209.483556998048
26.5299999999991,-209.2388455034
26.5399999999991,-209.024163866348
26.5499999999991,-208.846467537163
26.5599999999991,-208.632480266065
26.5699999999991,-208.428993029548
26.5799999999991,-208.265973341401
26.5899999999991,-207.914882575567
26.5999999999991,-207.221429572426
26.6099999999991,-207.080097447361
26.6199999999991,-206.890826276734
26.6299999999991,-206.653763291145
26.6399999999991,-206.338525196695
26.6499999999991,-205.919900258925
26.6599999999991,-205.361982156135
26.6699999999991,-204.830682864293
26.6799999999991,-204.328916087138
26.6899999999991,-203.866235951865
26.6999999999991,-203.424295943174
26.7099999999991,-202.982646621028
26.7199999999991,-202.467288363579
26.7299999999991,-201.893392206615
26.7399999999991,-201.251458303708
26.7499999999991,-200.577778874084
26.7599999999991,-199.944730555442
26.7699999999991,-199.321875734925
26.7799999999991,-198.6394527647
26.7899999999991,-197.748311772221
26.7999999999991,-196.724209754265
26.8099999999991,-195.935140145415
26.8199999999991,-195.139739185637
26.8299999999991,-194.348674056902
26.8399999999991,-193.553591925774
26.8499999999991,-192.784222915486
26.8599999999991,-192.031810528294
26.8699999999991,-191.066659962824
26.8799999999991,-189.947834308511
26.8899999999991,-188.934830075974
26.8999999999991,-188.060584070841
26.9099999999991,-187.210978431748
26.9199999999991,-186.467441324477
26.9299999999991,-185.787916397238
26.9399999999991,-185.20822746171
26.9499999999991,-184.472365789354
26.9599999999991,-183.646054098478
26.9699999999991,-182.897464756218
26.9799999999991,-182.286888735428
26.9899999999991,-181.956381753699
26.9999999999991,-181.399884378042
27.0099999999991,-180.638184399667
27.0199999999991,-179.893500836392
27.0299999999991,-179.215839229668
27.0399999999991,-178.807489056045
27.0499999999991,-178.362301437444
27.0599999999991,-177.643335616019
27.0699999999991,-176.817903006271
27.0799999999991,-175.995337176671
27.0899999999991,-175.295277891001
27.0999999999991,-174.571482404075
27.1099999999991,-173.746736429445
27.1199999999991,-172.897261495791
27.1299999999991,-172.020611542775
27.1399999999991,-171.091763507868
27.1499999999991,-170.137927238433
27.1599999999991,-169.185966939886
27.1699999999991,-168.266507782511
27.1799999999991,-167.403976209327
27.1899999999991,-166.443773244065
27.1999999999991,-165.465826494729
27.2099999999991,-164.472280232952
27.2199999999991,-163.461117335151
27.2299999999991,-162.47137773461
27.2399999999991,-161.505116230617
27.2499999999991,-160.511259268109
27.2599999999991,-159.39003529121
27.2699999999991,-158.181533395807
27.2799999999991,-156.975502361972
27.2899999999991,-155.858365583694
27.2999999999991,-154.827460845114
27.3099999999991,-153.714825479431
27.3199999999991,-152.459477742103
27.3299999999991,-151.148556296582
27.3399999999991,-149.944866172633
27.3499999999991,-148.801650801456
27.3599999999991,-147.735697872814
27.3699999999991,-146.770214939831
27.3799999999991,-145.832453413694
27.3899999999991,-143.748484616371
27.3999999999991,-142.761498716457
27.4099999999991,-141.677082302855
27.4199999999991,-140.449893675823
27.4299999999991,-139.102930449655
27.4399999999991,-137.836739715158
27.4499999999991,-136.529276148351
27.4599999999991,-135.246995030408
27.4699999999991,-134.059165815645
27.4799999999991,-132.961920909411
27.4899999999991,-131.912350907598
27.4999999999991,-130.874595143393
27.509999999999,-129.75729411179
27.519999999999,-128.593978851077
27.529999999999,-127.402930027024
27.539999999999,-126.228678778131
27.549999999999,-124.930128155265
27.559999999999,-123.668817411021
27.569999999999,-122.519979553887
27.579999999999,-121.50184616655
27.589999999999,-120.405562399323
27.599999999999,-119.26141227564
27.609999999999,-118.07999354044
27.619999999999,-116.891599339936
27.629999999999,-115.784310003816
27.639999999999,-114.967251801526
27.649999999999,-113.990413786708
27.659999999999,-112.875000332127
27.669999999999,-111.704945339972
27.679999999999,-110.576145180538
27.689999999999,-109.57513653313
27.699999999999,-108.583078140609
27.709999999999,-107.537145070852
27.719999999999,-106.41258507483
27.729999999999,-105.249575653929
27.739999999999,-104.043455001679
27.749999999999,-102.92191018437
27.759999999999,-101.870396371506
27.769999999999,-100.922301677633
27.779999999999,-100.158964990874
27.789999999999,-99.5514267022768
27.799999999999,-98.6195158522857
27.809999999999,-97.6618598957007
27.819999999999,-96.6945066428831
27.829999999999,-95.7094579453172
27.839999999999,-94.7208977859049
27.849999999999,-93.8042687101959
27.859999999999,-92.8318553093055
27.869999999999,-91.8766307795721
27.879999999999,-90.9240435757769
27.889999999999,-90.0054368080244
27.899999999999,-89.1254213823328
27.909999999999,-88.2204827881566
27.919999999999,-87.2882405602793
27.929999999999,-86.3992087730331
27.939999999999,-85.4882142267282
27.949999999999,-84.4505573222048
27.959999999999,-83.4575583711972
27.969999999999,-82.5355748214629
27.979999999999,-81.6227245385354
27.989999999999,-80.6897297565029
27.999999999999,-79.7665647286838
28.009999999999,-78.8449711723066
28.019999999999,-77.9500713997017
28.029999999999,-77.1985320578011
28.039999999999,-76.4744467303097
28.049999999999,-75.6077470800698
28.059999999999,-74.696070482147
28.069999999999,-73.7724811763124
28.079999999999,-72.7586647578354
28.089999999999,-71.8809680637644
28.099999999999,-71.2440557821076
28.109999999999,-70.6814603435524
28.119999999999,-70.168944248114
28.129999999999,-69.5481790573049
28.139999999999,-68.9849651604235
28.149999999999,-68.5303819902699
28.159999999999,-68.0255765416055
28.169999999999,-67.3883677560744
28.179999999999,-66.5589228106972
28.189999999999,-65.7359092637283
28.199999999999,-64.9288844525198
28.209999999999,-64.1059036832037
28.219999999999,-63.2717001554789
28.229999999999,-62.2677893063112
28.239999999999,-61.3438781393111
28.249999999999,-60.5689441886326
28.259999999999,-59.7844442509932
28.269999999999,-58.9725678473457
28.279999999999,-58.1107626740712
28.289999999999,-57.2446170040375
28.299999999999,-56.4736929615506
28.309999999999,-55.7713291043649
28.319999999999,-55.1289290779633
28.329999999999,-54.6209467296499
28.339999999999,-53.842400746501
28.349999999999,-52.8213081350981
28.359999999999,-51.7994645813036
28.369999999999,-50.8814070343644
28.379999999999,-51.1771114017401
28.389999999999,-50.7737325581348
28.399999999999,-49.9031954932838
28.409999999999,-49.1059402656369
28.419999999999,-48.4879720400178
28.429999999999,-48.2918642165042
28.439999999999,-48.0446178587335
28.449999999999,-47.6747564566615
28.459999999999,-47.2502405595709
28.469999999999,-46.7665004568907
28.479999999999,-46.2873060887048
28.489999999999,-45.7599653825746
28.499999999999,-45.1885729577217
28.509999999999,-44.5890750649158
28.519999999999,-44.0064287745512
28.529999999999,-43.6331171174309
28.539999999999,-43.5099134839578
28.549999999999,-43.2808761340553
28.559999999999,-42.837280172936
28.569999999999,-42.2039570660004
28.579999999999,-42.0521732048706
28.589999999999,-41.3876422965753
28.599999999999,-40.568107960498
28.609999999999,-39.700874193338
28.619999999999,-38.823681170097
28.629999999999,-37.8383218695544
28.639999999999,-37.1317441845376
28.649999999999,-36.4896951592641
28.659999999999,-35.8195172259268
28.669999999999,-35.0789546571473
28.679999999999,-34.2068453096145
28.689999999999,-33.3973486497607
28.699999999999,-32.6403571497658
28.709999999999,-31.9351175585514
28.719999999999,-31.2658811337019
28.729999999999,-30.5026431403288
28.739999999999,-29.7125225697137
28.749999999999,-28.9311315754659
28.759999999999,-28.1848611607349
28.769999999999,-27.4845811719715
28.779999999999,-26.5858501663774
28.789999999999,-25.6513668531633
28.799999999999,-24.8216130349255
28.809999999999,-24.119613386353
28.819999999999,-23.5179316620537
28.829999999999,-23.1165063103556
28.839999999999,-22.3949899985976
28.849999999999,-21.6538879343808
28.859999999999,-20.8998225367629
