"Time [ms]","InducedVoltage(M1PhA) [V]","InducedVoltage(M1PhB) [V]","InducedVoltage(M1PhC) [V]"
7.24999999999998,-99.9784785755864,73.1056448297199,28.7190170050011
7.29999999999998,-100.972600853827,70.7802686443867,31.8479095575197
7.34999999999998,-101.842923567441,68.3329600847041,35.0077797984832
7.39999999999998,-102.416497596336,65.8851604987459,38.0293543951543
7.44999999999998,-102.940895976535,63.3094144447949,41.0448238105732
7.49999999999998,-103.31353997041,60.6834743195411,43.9867049500681
7.54999999999998,-103.51444437837,57.9009608283532,46.8945723566255
7.59999999999998,-103.688380403496,55.2369334883357,49.6820031963241
7.64999999999998,-103.697646050134,52.475984740869,52.5138177923867
7.69999999999998,-103.716268653124,49.7118655315959,55.2819027493273
7.74999999999998,-103.635096433223,46.8421622710163,57.9907522768797
7.79999999999998,-103.367846722384,44.0094395738111,60.6920653849258
7.84999999999998,-102.861829136125,41.0436492689537,63.2866143404343
7.89999999999998,-102.316304405844,38.0038817779588,65.8560283379811
7.94999999999998,-101.755546558027,34.8945566002085,68.4122236110951
7.99999999999998,-101.012632310254,31.8475514034106,70.8438019364413
8.04999999999998,-100.084999810093,28.7351344184628,73.1974481255745
8.09999999999998,-99.2143199374922,25.567586821168,75.5304369048096
8.14999999999998,-98.4173153558339,22.3376270528147,77.8044318779233
8.19999999999998,-97.3299875033931,19.0756520297169,79.9354151408163
8.24999999999998,-96.285484429378,15.7796075384775,82.0735082309126
8.29999999999998,-95.1728644526376,12.4555266437593,84.0724202104553
8.34999999999998,-94.0009030516065,8.97426893056164,85.9425122564283
8.39999999999998,-92.6624319792779,5.70104411556638,87.6087091161615
8.44999999999998,-91.1916923522851,2.30519142248253,89.1507594302865
8.49999999999998,-89.613012704591,-1.11290637622941,90.6241696413193
8.54999999999998,-88.0687925847473,-4.55001555558276,92.1182152929187
8.59999999999998,-86.4750596325925,-7.88955408966063,93.5624775139859
8.64999999999998,-84.6787576974134,-11.2657698346269,94.8440237625131
8.69999999999998,-82.7704998707801,-14.6431418195031,95.9995216393555
8.74999999999997,-80.7195590146939,-17.9944081946593,97.0546207484732
8.79999999999997,-78.533882113849,-21.2189101777405,98.0477563670677
8.84999999999997,-76.2449537019111,-24.4274982596299,98.9387799857029
8.89999999999997,-73.9331433752785,-27.6573670138197,99.7540437941313
8.94999999999997,-71.5644274651131,-30.8615598660317,100.721966462959
8.99999999999997,-69.2128282566468,-33.9209520879707,101.595956079898
9.04999999999997,-66.7547487017123,-36.9649817191253,102.231928252965
9.09999999999997,-64.1601835812866,-40.024818517978,102.742945203968
9.14999999999997,-61.5116771839674,-43.0299486481245,103.122686653854
9.19999999999997,-58.8406505531258,-45.9113821355866,103.527386881649
9.24999999999997,-56.1960322044885,-48.7541353227516,103.748214201172
9.29999999999997,-53.401259286926,-51.586058581955,103.728587059795
9.34999999999997,-50.6431115619882,-54.3298772504819,103.726037805575
9.39999999999997,-47.8355092082838,-57.0543843554078,103.681893159031
9.44999999999997,-44.9872832769432,-59.7454892655636,103.434809621744
9.49999999999997,-42.0056054059381,-62.4353585196596,103.022371880882
9.54999999999997,-39.019607037219,-65.0024077355316,102.579958507461
9.59999999999997,-35.9713248862964,-67.5655491866531,102.018129661269
9.64999999999997,-32.9367682277504,-70.0175403472661,101.337139266604
9.69999999999997,-29.7786203744999,-72.3752724243679,100.412559268819
9.74999999999997,-26.6057669778741,-74.6961894509163,99.4669998646126
9.79999999999997,-23.41193340826,-76.9982375451958,98.6413767123029
9.84999999999997,-20.2344341712218,-79.2486652114482,97.739849470973
9.89999999999997,-16.8872318454011,-81.4026494061346,96.7071118656115
9.94999999999997,-13.5135292523736,-83.4103904598363,95.6254871963418
9.99999999999997,-10.1885514980526,-85.2826696287504,94.441321380927
10.05,-6.88257726978336,-87.0110081765529,93.1023303297299
10.1,-3.41031106621981,-88.5820100777462,91.632102038901
10.15,0.0318953472816519,-90.1044631731709,90.1381401468398
10.2,3.3651983527333,-91.6636558860298,88.6333302118075
10.25,6.71909316903085,-93.1562142887846,87.0821438186042
10.3,10.180474024204,-94.3842634581538,85.3446603102057
10.35,13.5505602518865,-95.5501425143028,83.4495726123052
10.4,16.8210274917657,-96.6586721712211,81.3699817749422
10.45,20.1073422895837,-97.6739758831845,79.2302830971683
10.5,23.3922137831827,-98.6725769113905,77.040881924435
10.55,26.619081125413,-99.5162285925279,74.7717875131271
10.6,29.76950813801,-100.406704319609,72.4152549783336
10.65,32.8558646054211,-101.276096635508,70.0534771859751
10.7,35.9592597668112,-101.941348652668,67.5601245734717
10.75,39.0338875741109,-102.512459183896,65.010229372997
10.8,42.0096091772593,-103.019309814117,62.4320936991446
10.85,44.9550271996435,-103.492862248046,59.8005454398098
10.9,47.8221357072084,-103.667922209061,57.0845092805988
10.95,50.6381588070492,-103.725843750329,54.3628794628953
11,53.4176335443703,-103.710683000939,51.5470291846426
11.05,56.0749265702071,-103.591960173248,48.8195806360242
11.1,58.8440987544847,-103.445132756427,45.8973765723741
11.15,61.5582854365188,-103.208983661221,43.0062824747229
11.2,64.2281209753226,-102.77569961658,40.0226074275772
11.25,66.7021866008127,-102.223927672301,37.0556798467675
11.3,69.1643909396675,-101.533074327923,33.9374765920891
11.35,71.5724005028845,-100.69112877363,30.8290419926072
11.4,73.9189710825866,-99.672441613584,27.6382126333724
11.45,76.2399736195757,-98.8872296191189,24.5056382219094
11.5,78.5503798594905,-98.0808626141204,21.2446199866806
11.55,80.7047148213016,-97.0890050224094,17.9876421028746
11.6,82.7547614367169,-95.9854388989968,14.6292011267768
11.65,84.6247850857568,-94.7976711572301,11.3815061883599
11.7,86.3951021151532,-93.462336004306,7.88836525182413
11.75,88.0836940297644,-92.0812621126552,4.52883255695313
11.8,89.6580800054106,-90.6603417698987,1.04753688044523
11.85,91.2420294332364,-89.1706502993569,-2.18739413219482
11.9,92.6163410804712,-87.6146164619362,-5.65577355142566
11.95,93.9483487444123,-85.929336943604,-9.03546833986024
12,95.1460629739012,-84.0051339301667,-12.4706646381667
12.05,96.2697372873821,-82.0140416577633,-15.6880363912698
12.1,97.3943001481199,-79.9225378030691,-19.1029769717815
12.15,98.4241860584502,-77.7821861016983,-22.3401462927719
12.2,99.2712055369899,-75.5691939747022,-25.5906321535082
12.25,100.052811894654,-73.1500336859195,-28.7140816797954
12.3,100.95493500099,-70.8161074040067,-31.8575996154907
12.35,101.698567396948,-68.3205027118217,-34.9272976468307
12.4,102.368939122431,-65.8049644961039,-38.0874279774429
12.45,102.913234731934,-63.3026654886809,-41.0026296060995
12.5,103.394308484849,-60.6645948327361,-44.0419583557988
12.55,103.625837743281,-58.0013136787627,-46.8688995200617
12.6,103.749391472898,-55.1950793701622,-49.7629374328679
12.65,103.604118616683,-52.5209076949046,-52.4105408629372
12.7,103.622792836714,-49.6439778501301,-55.273482191221
12.75,103.576227391732,-46.8552173595288,-57.975589446711
12.8,103.363068189556,-43.9821469627388,-60.7419089428324
12.85,102.963452342853,-41.056601647812,-63.3054853907206
12.8999999999999,102.42593158652,-38.0183980264281,-65.9036454789086
12.9499999999999,101.729639116028,-34.9542492041283,-68.3378830859901
12.9999999999999,100.923245895374,-31.7950335378303,-70.8208694079096
13.0499999999999,100.031887745844,-28.7507165435202,-73.1639708305074
13.0999999999999,99.1939767500705,-25.5411799661537,-75.5630698653181
13.1499999999999,98.4363220651416,-22.3701261637244,-77.8308106770875
13.1999999999999,97.4312735033357,-19.0152414316908,-80.032544242612
13.2499999999999,96.354389134372,-15.8333381223358,-82.0340155626728
13.2999999999999,95.1348631905527,-12.4373722221027,-84.0033588677591
13.3499999999999,93.8809463878756,-9.06531897213125,-85.8612042566878
13.3999999999999,92.5679570430932,-5.60568630292579,-87.5939281113414
13.4499999999999,91.2290546451783,-2.30832981629292,-89.250684321705
13.4999999999999,89.6994553182179,1.12508817113888,-90.7096301177759
13.5499999999999,88.1758350613393,4.49828446879741,-92.1556836979176
13.5999999999999,86.451828672702,7.87699374416861,-93.4614355757563
13.6499999999999,84.6266352025046,11.2863728126089,-94.7548823212674
13.6999999999999,82.6975545325462,14.6674146623077,-95.9665991420781
13.7499999999999,80.6825180108975,17.9267007832173,-97.1007198211148
13.7999999999999,78.5461041378541,21.2586440822837,-98.1228558680311
13.8499999999999,76.3594716404412,24.4737305911413,-98.9992278830024
13.8999999999999,73.9646110209258,27.6411757903916,-99.76336701458
13.9499999999999,71.5680216310802,30.7674552259612,-100.601782101262
13.9999999999999,69.1216277514861,33.9626554319628,-101.523624641832
14.0499999999999,66.7051066557983,36.9826261548245,-102.208372340049
14.0999999999999,64.1723357384766,40.0479591161657,-102.81539871486
