"Time [ms]","InducedVoltage(M1PhA) [V]","InducedVoltage(M1PhB) [V]","InducedVoltage(M1PhC) [V]"
14.1499999999999,61.5909513055274,43.0072075057064,-103.255679377174
14.1999999999999,58.869627794545,45.9619325346311,-103.580121641813
14.2499999999999,56.1660900935951,48.7115869672522,-103.642120923825
14.2999999999999,53.3974210891958,51.5495727370691,-103.653532013637
14.3499999999999,50.6123164446354,54.3245203293347,-103.674379356217
14.3999999999999,47.8141493773604,57.0954500166948,-103.665842622296
14.4499999999999,44.9707884312339,59.7828580465526,-103.532529126727
14.4999999999999,42.0656262480951,62.4407620056955,-103.124337995461
14.5499999999999,39.0447631896196,64.975626634472,-102.574877615044
14.5999999999999,35.9533565399417,67.520627616145,-101.929199015529
14.6499999999999,32.866818539693,69.9820152867792,-101.254940233785
14.6999999999999,29.782164276328,72.3965704458745,-100.384675192817
14.7499999999999,26.6443330657234,74.7450115895956,-99.5210365780053
14.7999999999999,23.4224829397656,77.082049362191,-98.7562817732264
14.8499999999999,20.1918371143472,79.2293215506248,-97.7855676861106
14.8999999999999,16.9102065715304,81.3146240193338,-96.6657551112299
14.9499999999999,13.5408092412082,83.3403488412859,-95.5278715679456
14.9999999999999,10.1788296191746,85.2655468295579,-94.3742325362423
15.0499999999999,6.79610526470753,87.0922722597467,-93.1081502931913
15.0999999999999,3.45462791316753,88.6606697413905,-91.7197653842941
15.1499999999999,0.0442098631003862,90.1403417820698,-90.214011625048
15.1999999999999,-3.4318963402441,91.6098308880711,-88.6681509659734
15.2499999999999,-6.74606971041769,93.0252642320925,-87.0123082583679
15.2999999999999,-10.1130981477748,94.351932681,-85.2489035339676
15.3499999999999,-13.5050303017686,95.594724970003,-83.3959806407694
15.3999999999999,-16.8832986744383,96.7384520584845,-81.416659536436
15.4499999999999,-20.1560706167758,97.7650434376394,-79.3204744608938
15.4999999999999,-23.3561354939343,98.6582804951676,-77.0876960721029
15.5499999999999,-26.560629009158,99.4139551320486,-74.7339430899485
15.5999999999999,-29.7893624584628,100.323736063409,-72.361142629703
15.6499999999999,-32.8886059253097,101.284521064888,-70.0098551614828
15.6999999999999,-35.9582282707965,102.011618756759,-67.5798415624371
15.7499999999999,-39.0322815566957,102.604218218973,-65.0580760763941
15.7999999999999,-42.0533041528476,103.082456616254,-62.4668221309788
15.8499999999999,-44.8932213387981,103.400280583554,-59.7878849566469
15.8999999999999,-47.8088289699968,103.600885597535,-57.0866762074695
15.9499999999999,-50.6361984107445,103.658375795114,-54.3165339796964
15.9999999999999,-53.4364639996315,103.704965255561,-51.5495564562524
16.0499999999999,-56.1737478621149,103.702889638992,-48.772619046229
16.0999999999999,-58.8758620362717,103.593090834126,-45.9816060045815
16.1499999999999,-61.5265769558127,103.185235149124,-43.0239493813561
16.2,-64.1406032703384,102.684155780225,-40.0235673428817
16.25,-66.6887579133452,102.119831376601,-36.9879161565456
16.3,-69.1953388447022,101.502835490715,-33.9461445022837
16.35,-71.623536648682,100.727982545757,-30.8339575592453
16.4,-73.9576428819905,99.8087915933056,-27.6651999597799
16.45,-76.2742690946669,98.9667136430701,-24.4993674620408
16.5,-78.476594970141,98.0150988900322,-21.2777853995205
16.55,-80.628760674942,96.9802418805521,-17.9765543507426
16.6,-82.7399645214938,95.9326948932385,-14.6165245530272
16.65,-84.6964422344246,94.8027523646577,-11.2830719660384
16.7,-86.4701564323145,93.5509666481502,-8.0054711789268
16.75,-88.1211379298993,92.1671451592454,-4.49794060935704
16.8,-89.6078574621742,90.6683163156505,-1.11276683960826
16.85,-91.099501137824,89.0832014709642,2.2693244661659
16.9,-92.5996989615097,87.5602550976587,5.60731808724013
16.95,-93.9901923942454,85.8899176890099,9.0774844345548
17,-95.2158864748731,84.0510979739861,12.4550459504597
17.05,-96.3464889582513,82.0705047918102,15.7577801491005
17.1,-97.390427709293,80.002015134728,19.0217678700039
17.15,-98.3294157747062,77.7606487179056,22.3335889657766
17.2,-99.1643569705619,75.4655681037083,25.5744857721674
17.25,-100.060283769629,73.1170016954744,28.7609166356007
17.3,-101.035843777782,70.8523260292454,31.8228197243314
17.35,-101.798213386493,68.3572136359806,34.9736195052658
17.4,-102.392839773783,65.8574848956939,38.0354132261945
17.45,-102.863723461194,63.2554141979147,41.0586746786973
17.5,-103.314993375269,60.6862170884886,43.9438670735504
17.55,-103.572936011447,57.9300067294081,46.899636953916
17.6,-103.704467508411,55.1982551744684,49.7387007295252
17.65,-103.729766306269,52.515475866019,52.4932097681752
17.7,-103.744992124783,49.7181752152792,55.2716764271155
17.75,-103.58721417442,46.8575675796579,57.9646153952051
17.8,-103.262133278657,43.9670586386853,60.6567504030192
17.85,-102.847718866768,41.0522664225799,63.2876639033053
17.9,-102.391595647399,37.996560288302,65.942401104882
17.95,-101.789159173056,34.9338607081895,68.3897243568749
18,-101.028999961334,31.8530298682734,70.8286869523692
18.05,-100.073124023093,28.7109075934927,73.1817513160407
18.1,-99.1636377452719,25.5838515010526,75.4896916399092
18.15,-98.3334849042422,22.3214208280431,77.7840920761597
18.2,-97.3689578584579,19.0882412938287,80.002061184804
18.25,-96.3645459425996,15.7022777256638,82.1278257050284
18.3,-95.2078701032041,12.5339834650495,84.0568836284958
18.35,-93.9928013489619,9.02594752446195,85.9055020472432
18.4,-92.6154821049094,5.69453656903751,87.5664935746459
18.45,-91.1053283595134,2.20034331283037,89.0998778092386
18.5,-89.630732126787,-1.05617280360626,90.7268205591599
18.55,-88.1345760265337,-4.53936803592403,92.1654870334873
18.6,-86.4803078929624,-7.87770570537583,93.5778120584166
18.65,-84.6945411223554,-11.3090778528441,94.8039342823903
18.7,-82.7498233835222,-14.5894802779745,95.9669752139242
18.75,-80.6618373064885,-17.9609238538814,97.0095537451177
18.8,-78.5048407023481,-21.2220201300839,98.0498007681886
18.85,-76.2633058431225,-24.5109615673444,98.9985444069512
18.9,-73.9596209695098,-27.6543957173653,99.7999682433734
18.95,-71.6181810925479,-30.8167214341004,100.719516711896
19,-69.2082392294155,-33.901210402309,101.557428045897
19.05,-66.6935353413767,-36.9909968895837,102.182151447308
19.1,-64.128841032538,-40.0235573841201,102.672296725146
19.15,-61.5423063528236,-43.0189275811854,103.219316017389
19.2,-58.8742470684267,-45.9273918909081,103.586711506099
19.25,-56.1695344949797,-48.804138560774,103.735449493648
19.3,-53.4492139391768,-51.5227632231952,103.748928376824
19.35,-50.62541431407,-54.3163989859891,103.682406291201
19.4,-47.834361137693,-57.009622335783,103.561597647764
19.45,-44.9038887673131,-59.7974852804667,103.454283368123
19.5,-42.0606287252584,-62.4534590554582,103.098849183012
19.55,-39.0364876625815,-65.0310619684907,102.61452026462
19.6,-36.0050573190862,-67.5234661766741,102.038890752915
19.65,-32.8629630995009,-70.02069193739,101.313604690917
19.7000000000001,-29.7918305405243,-72.3211832882806,100.359984265365
19.7500000000001,-26.604872714312,-74.6771029885077,99.4180448517455
19.8000000000001,-23.4436923775805,-77.0488145664364,98.6712404108789
19.8500000000001,-20.1491164164075,-79.3318719532696,97.8047298231617
19.9000000000001,-16.9212535963298,-81.3716082128862,96.7507132588594
19.9500000000001,-13.5608448845254,-83.370129619228,95.6289884481495
20.0000000000001,-10.207758067492,-85.2311274929557,94.3956093301199
20.0500000000001,-6.73968103582001,-86.9495152876407,93.0280712177431
20.1000000000001,-3.46452570171019,-88.6570926770627,91.6461537694355
20.1500000000001,-0.02251800262143,-90.1858609135397,90.1890212236067
20.2000000000001,3.36378310069441,-91.6869510325424,88.6843281224423
20.2500000000001,6.80043181620571,-93.0788563564641,87.0975176348615
20.3000000000001,10.1380415665914,-94.3791742652933,85.338168317215
20.3500000000001,13.4877724691845,-95.5162952751902,83.3724903028843
20.4000000000001,16.8257192446242,-96.6296525438842,81.348893093186
20.4500000000001,20.1993353653007,-97.7553040261603,79.2909809658077
20.5000000000001,23.4001597403444,-98.720230015011,77.0534588432431
20.5500000000001,26.5853971230967,-99.5070422380957,74.7726669533782
20.6000000000001,29.7414422870546,-100.362494958414,72.4225957597854
20.6500000000001,32.8837503160984,-101.256749118052,70.0574749352562
20.7000000000001,35.9548419575062,-101.898715312162,67.512945864151
20.7500000000001,39.0220045602052,-102.549224492449,65.0176572846417
20.8000000000001,42.0258630775494,-103.082730017056,62.4634177983419
20.8500000000001,45.0151274533844,-103.52196287798,59.7713521560655
20.9000000000001,47.7976961342896,-103.673292006464,57.1228751940794
20.9500000000001,50.6011418025543,-103.678075705467,54.3689018982929
21.0000000000001,53.3770236791203,-103.605878073982,51.550250982807
21.0500000000001,56.170551099054,-103.598112505445,48.7364411749652
21.1000000000001,58.8746311486316,-103.548287918763,45.919251218936
21.1500000000001,61.5740953864841,-103.245560164585,43.0480451371806
21.2000000000001,64.1738465001929,-102.797193471439,40.0619904715505
21.2500000000001,66.70953502666,-102.193899857697,37.0016772813159
21.3000000000001,69.141548804724,-101.480271910909,33.9383312363029
21.3500000000001,71.5504858882859,-100.627665379583,30.8430943779864
21.4000000000001,73.9464693016384,-99.7106085355395,27.6741364498828
21.4500000000001,76.3235113169219,-98.9343056997498,24.4372363474055
21.5000000000001,78.5560921387138,-98.1248982296121,21.2793660124577
21.5500000000001,80.6693506926673,-97.0975741757082,18.0385364136215
21.6000000000001,82.6959241918998,-95.9315582114005,14.6608959985134
21.6500000000001,84.5615085519658,-94.7124568491109,11.2474715583966
21.7000000000001,86.4542630142975,-93.4391396725651,7.91577657525355
21.7500000000001,88.1823860966133,-92.1567641996074,4.59162502802202
21.8000000000001,89.6700105420009,-90.6808747420773,1.09655449283597
21.8500000000001,91.1597043304901,-89.1999144038577,-2.26089540033558
21.9000000000001,92.595025591512,-87.6238872290186,-5.6477816670325
21.9500000000001,93.9155135290059,-85.86236776149,-9.01244002636858
22.0000000000001,95.1373235935174,-83.9743562455506,-12.4465734279117
22.0500000000001,96.3069646726625,-82.0341742059255,-15.7309489209589
22.1000000000001,97.4398465276351,-79.9772660430806,-19.1208261426884
22.1500000000001,98.4430546831264,-77.8342586500216,-22.3238448138735
22.2000000000001,99.2182258606257,-75.5247810385329,-25.5547032761549
22.2500000000001,100.008389976718,-73.1533357601458,-28.7270825919289
22.3000000000001,100.915850728337,-70.747226007003,-31.8570957352288
22.3500000000001,101.740757951413,-68.3556427100154,-34.9342147920706
22.4000000000001,102.416221389474,-65.8298025214093,-38.0418067144894
22.4500000000001,102.968310412045,-63.2941561885447,-41.091276289581
22.5000000000001,103.376819296351,-60.6871041690055,-44.0117354447733
22.5500000000001,103.600848248217,-57.9920418615853,-46.8351168619813
22.6000000000001,103.62906104603,-55.2257521202026,-49.6938974204303
22.6500000000001,103.615922714126,-52.4251988211699,-52.5025130515855
22.7000000000001,103.663898920747,-49.6797180240727,-55.2661514915698
22.7500000000001,103.670737301802,-46.8892041160335,-58.0017052993043
22.8000000000001,103.384185974929,-43.9818740877757,-60.6995422284706
22.8500000000001,102.940315984939,-41.017497668227,-63.3241685988867
22.9000000000001,102.343643746171,-38.0217908359448,-65.8658706281262
22.9500000000001,101.678796223575,-34.9395052180596,-68.3311981411536
23.0000000000001,100.954691953549,-31.8343071722826,-70.8277499363347
23.0500000000001,100.087330230217,-28.7156060081689,-73.2258037597358
23.1000000000001,99.2341122609365,-25.5506942318201,-75.5699583448671
23.1500000000001,98.434699542387,-22.3580914350197,-77.7979944747634
23.2000000000002,97.3891537730631,-19.0849899549844,-79.9616375479639
23.2500000000002,96.2802682507412,-15.7431946982822,-82.0262080345738
23.3000000000002,95.1268610230746,-12.4401521602402,-84.0139726958228
23.3500000000002,93.9491204612022,-9.08029553752243,-85.9780457647907
23.4000000000002,92.6241594350449,-5.67006307247431,-87.6190502326735
23.4500000000002,91.2186824249397,-2.27019150219887,-89.1848118665237
23.5000000000002,89.7116343840376,1.17041242657712,-90.6845876690879
23.5500000000002,88.080021658429,4.39570313990223,-92.1121661944774
23.6000000000002,86.4106807218487,7.90991809324237,-93.4479431848245
23.6500000000002,84.6499835435066,11.3028066074711,-94.8158481736416
23.7000000000002,82.7296910700712,14.6835497314418,-96.0273370060145
23.7500000000002,80.7183277218507,17.9154156425571,-97.0945214299775
23.8000000000002,78.5677432423779,21.243689346026,-98.0983150843205
23.8500000000002,76.3010319934446,24.4647367270368,-98.9660988421141
23.9000000000002,73.8935556332665,27.6719255911556,-99.7152176966776
23.9500000000002,71.5786556968023,30.7843568145655,-100.636599617802
24.0000000000002,69.1731090546332,33.9381133957711,-101.567192795578
24.0500000000002,66.7230860720291,37.0113424507812,-102.254210926191
24.1000000000002,64.1521353027569,40.0625272968996,-102.819826100769
24.1500000000002,61.6182125231257,42.9715015335153,-103.224323915295
24.2000000000002,58.8451557627129,45.9157166559171,-103.484083324235
24.2500000000002,56.1361609452243,48.7522630610637,-103.647408714931
24.3000000000002,53.3674990414307,51.6056189865,-103.688864269612
24.3500000000002,50.6792717227061,54.3372988582908,-103.775163414248
24.4000000000002,47.831290416519,57.066123475103,-103.686437687339
24.4500000000002,44.986980418924,59.7748805877551,-103.501923214556
24.5000000000002,41.9897438199462,62.4256232497478,-103.048826891902
24.5500000000002,39.0824700437242,64.9707347016065,-102.540346637377
24.6000000000002,35.9392682015891,67.5403329007232,-101.957507186811
24.6500000000002,32.8966674434278,70.0247499055975,-101.287615401036
24.7000000000002,29.7674917020962,72.4174825086979,-100.475843924066
24.7500000000002,26.6339855639192,74.7118789329018,-99.4993729910575
24.8000000000002,23.4347127642426,77.0052277178504,-98.7109646300395
24.8500000000002,20.2105748127102,79.205738569792,-97.7047879874351
24.9000000000002,16.7914924924217,81.3614135188018,-96.6917232824799
24.9500000000002,13.6486649253609,83.3895816070523,-95.5735924240679
25.0000000000002,10.1607629795047,85.3164472030385,-94.417092717555
25.0500000000002,6.84589376820477,87.0323109590729,-93.1238868475931
25.1000000000002,3.29869341556044,88.6402787801024,-91.7401182344765
25.1500000000002,0.137033448688317,90.093801174371,-90.1525803514758
25.2000000000002,-3.42290198171613,91.6068079526577,-88.6215339781471
25.2500000000002,-6.73540757463453,93.0670394835956,-87.0187727128741
25.3000000000002,-10.1878384580872,94.4185037893463,-85.2940359966353
25.3500000000002,-13.4790828154918,95.6019702738435,-83.4400989511408
25.4000000000002,-16.8615239583164,96.7126038007618,-81.4429716168846
25.4500000000002,-20.115038999105,97.6913664834356,-79.2870754431529
25.5000000000002,-23.4438071973397,98.6297096344456,-77.0220546535502
25.5500000000002,-26.5510925758394,99.4452623224128,-74.7575218081545
25.6000000000002,-29.7635911673444,100.384804192556,-72.3861413644528
25.6500000000002,-32.8692976167344,101.304153397559,-70.0533823783311
25.7000000000002,-36.0259515939682,102.028222205845,-67.5349197019082
25.7500000000002,-38.9700302934393,102.552207385837,-65.0833316570215
25.8000000000002,-42.0107036464162,103.020756662672,-62.4489065872441
25.8500000000002,-44.9335649797694,103.380478429737,-59.7675037807321
25.9000000000002,-47.8582872535255,103.61969027004,-57.0433152265271
25.9500000000002,-50.6193345429706,103.765263369091,-54.3699844902268
26.0000000000002,-53.4100590131875,103.716388085014,-51.574423879473
26.0500000000002,-56.1531833573675,103.695573986545,-48.7912122701078
26.1000000000002,-58.8311431628757,103.476416558628,-45.9224120010526
26.1500000000002,-61.5461878944867,103.158430061328,-43.023123761457
26.2000000000002,-64.1580419172533,102.710428853748,-40.0113026503029
26.2500000000002,-66.7298005172956,102.185654755624,-37.0444715766655
26.3000000000002,-69.18702701601,101.552223347721,-33.9124765209425
26.3500000000002,-71.5974796479413,100.748010150753,-30.8459632516828
26.4000000000002,-73.9271910115857,99.7430269317992,-27.6904968000458
26.4500000000002,-76.2141598425078,98.8600589186887,-24.5208259362623
26.5000000000002,-78.5266246527774,98.0305634148425,-21.1778740206886
26.5500000000002,-80.6963473802555,97.0344139486004,-18.0234409152857
26.6000000000002,-82.7581066591396,95.9693791990238,-14.6689372436382
26.6500000000002,-84.658251607608,94.8075485081976,-11.3444682438341
