0.000000000000000e+000	-5.382553e-005
2.592880968727028e-012	-5.887295e-005
5.153884236111445e-012	-6.373544e-005
7.789378225269702e-012	-6.855495e-005
1.050273470355085e-011	-7.324720e-005
1.576209888503831e-011	-8.167861e-005
2.072540665412166e-011	-8.883831e-005
2.673508071127986e-011	-9.632476e-005
3.314108423663442e-011	-1.029526e-004
3.948668889746310e-011	-1.082453e-004
4.030998246078593e-011	-1.089508e-004
4.113327602410878e-011	-1.095782e-004
4.195656958743161e-011	-1.101275e-004
4.277986315075445e-011	-1.105988e-004
4.360315671407729e-011	-1.109920e-004
4.442645027740013e-011	-1.113070e-004
4.524974384072297e-011	-1.115440e-004
1.045249743840723e-009	4.481405e-001
2.045249743840723e-009	1.207313e+000
2.170249743840723e-009	1.330913e+000
2.295249743840723e-009	1.470731e+000
2.420249743840723e-009	1.625249e+000
2.545249743840723e-009	1.794390e+000
2.670249743840723e-009	1.977756e+000
2.795249743840722e-009	2.175162e+000
2.920249743840722e-009	2.386753e+000
3.045249743840722e-009	2.612872e+000
3.170249743840722e-009	2.853935e+000
3.295249743840722e-009	3.110373e+000
3.420249743840722e-009	3.382618e+000
3.545249743840722e-009	3.666936e+000
3.548873802475080e-009	3.675308e+000
3.556121919743797e-009	3.692087e+000
3.559960471033738e-009	3.700989e+000
3.562978593492171e-009	3.708002e+000
3.565766298156046e-009	3.714488e+000
3.566875219647795e-009	3.717070e+000
3.568165074477940e-009	3.720076e+000
3.568653443737817e-009	3.721214e+000
3.568905541985491e-009	3.721802e+000
3.569355325892807e-009	3.722850e+000
3.569462188617615e-009	3.723099e+000
3.569510959348983e-009	3.723213e+000
3.569581548037956e-009	3.723378e+000
3.569602027327186e-009	3.723425e+000
3.569620500298214e-009	3.723469e+000
3.569626258318226e-009	3.723482e+000
3.569628776209152e-009	3.723488e+000
3.569631891317644e-009	3.723495e+000
3.569632745450574e-009	3.723497e+000
3.569633546230600e-009	3.723499e+000
3.569633804555710e-009	3.723500e+000
4.569633804555710e-009	7.571927e+000
5.569633804555710e-009	1.238292e+001
6.569633804555710e-009	1.846831e+001
7.569633804555711e-009	2.577343e+001
8.569633804555711e-009	3.418199e+001
9.569633804555712e-009	4.352458e+001
1.056963380455571e-008	5.358871e+001
1.156963380455571e-008	6.412874e+001
1.256963380455571e-008	7.487242e+001
1.356963380455572e-008	8.552025e+001
1.456963380455572e-008	9.574473e+001
1.556963380455572e-008	1.052103e+002
1.656963380455572e-008	1.136113e+002
1.756963380455571e-008	1.206924e+002
1.856963380455571e-008	1.262406e+002
1.956963380455571e-008	1.300722e+002
2.056963380455571e-008	1.325149e+002
2.069463380455571e-008	1.327336e+002
2.081963380455571e-008	1.329073e+002
2.094463380455571e-008	1.330415e+002
2.106963380455571e-008	1.331347e+002
2.119463380455571e-008	1.331862e+002
2.131963380455571e-008	1.331957e+002
2.144463380455571e-008	1.331630e+002
2.156963380455571e-008	1.330881e+002
2.169463380455571e-008	1.329713e+002
2.181963380455571e-008	1.328130e+002
2.194463380455571e-008	1.326138e+002
2.206963380455571e-008	1.323743e+002
2.219463380455570e-008	1.320956e+002
2.231963380455570e-008	1.317785e+002
2.244463380455570e-008	1.314243e+002
2.256963380455570e-008	1.310344e+002
2.269463380455570e-008	1.306103e+002
2.281963380455570e-008	1.301537e+002
2.294463380455570e-008	1.296665e+002
2.306963380455570e-008	1.291507e+002
