0.000000000000000e+000	-4.102325e-002
2.592880968727028e-012	-3.963470e-002
5.153884236111445e-012	-3.835297e-002
7.789378225269702e-012	-3.719330e-002
1.050273470355085e-011	-3.619385e-002
1.576209888503831e-011	-3.453064e-002
2.072540665412166e-011	-3.311920e-002
2.673508071127986e-011	-3.153992e-002
3.314108423663442e-011	-2.993011e-002
3.948668889746310e-011	-2.838898e-002
4.030998246078593e-011	-2.829042e-002
4.113327602410878e-011	-2.814515e-002
4.195656958743161e-011	-2.795317e-002
4.277986315075445e-011	-2.771448e-002
4.360315671407729e-011	-2.742907e-002
4.442645027740013e-011	-2.709696e-002
4.524974384072297e-011	-2.671814e-002
1.045249743840723e-009	8.630066e-001
2.045249743840723e-009	1.748611e+000
2.170249743840723e-009	1.740623e+000
2.295249743840723e-009	1.565109e+000
2.420249743840723e-009	1.332603e+000
2.545249743840723e-009	1.138863e+000
2.670249743840723e-009	1.038345e+000
2.795249743840722e-009	1.021721e+000
2.920249743840722e-009	1.052208e+000
3.045249743840722e-009	1.103416e+000
3.170249743840722e-009	1.164131e+000
3.295249743840722e-009	1.230415e+000
3.420249743840722e-009	1.300819e+000
3.545249743840722e-009	1.373917e+000
3.548873802475080e-009	1.376030e+000
3.556121919743797e-009	1.380142e+000
3.559960471033738e-009	1.382225e+000
3.562978593492171e-009	1.383675e+000
3.565766298156046e-009	1.384933e+000
3.566875219647795e-009	1.385651e+000
3.568165074477940e-009	1.386856e+000
3.568653443737817e-009	1.387482e+000
3.568905541985491e-009	1.387947e+000
3.569355325892807e-009	1.389122e+000
3.569462188617615e-009	1.389717e+000
3.569510959348983e-009	1.390320e+000
3.569581548037956e-009	1.391365e+000
3.569602027327186e-009	1.391335e+000
3.569620500298214e-009	1.390862e+000
3.569626258318226e-009	1.390404e+000
3.569628776209152e-009	1.389870e+000
3.569631891317644e-009	1.389023e+000
3.569632745450574e-009	1.389053e+000
3.569633546230600e-009	1.389404e+000
3.569633804555710e-009	1.389603e+000
4.569633804555710e-009	2.154015e+000
5.569633804555710e-009	2.981796e+000
6.569633804555710e-009	3.870270e+000
7.569633804555711e-009	4.786484e+000
8.569633804555711e-009	5.703125e+000
9.569633804555712e-009	6.602097e+000
