-2.5000174e-006 0.0687474
-2.4998174e-006 0.0812469
-2.4996174e-006 0.0874966
-2.4994174e-006 0.0999962
-2.4992174e-006 0.106246
-2.4990174e-006 0.118745
-2.4988174e-006 0.131245
-2.4986174e-006 0.137495
-2.4984174e-006 0.149994
-2.4982174e-006 0.162494
-2.4980174e-006 0.174993
-2.4978174e-006 0.181243
-2.4976174e-006 0.193743
-2.4974174e-006 0.206242
-2.4972174e-006 0.218742
-2.4970174e-006 0.231241
-2.4968174e-006 0.237491
-2.4966174e-006 0.24999
-2.4964174e-006 0.25624
-2.4962174e-006 0.26874
-2.4960174e-006 0.274989
-2.4958174e-006 0.287489
-2.4956174e-006 0.293739
-2.4954174e-006 0.299988
-2.4952174e-006 0.306238
-2.4950174e-006 0.312488
-2.4948174e-006 0.318738
-2.4946174e-006 0.324988
-2.4944174e-006 0.324988
-2.4942174e-006 0.331237
-2.4940174e-006 0.331237
-2.4938174e-006 0.337487
-2.4936174e-006 0.337487
-2.4934174e-006 0.343737
-2.4932174e-006 0.343737
-2.4930174e-006 0.343737
-2.4928174e-006 0.349987
-2.4926174e-006 0.349987
-2.4924174e-006 0.349987
-2.4922174e-006 0.356236
-2.4920174e-006 0.356236
-2.4918174e-006 0.356236
-2.4916174e-006 0.356236
-2.4914174e-006 0.362486
-2.4912174e-006 0.362486
-2.4910174e-006 0.362486
-2.4908174e-006 0.368736
-2.4906174e-006 0.368736
-2.4904174e-006 0.374986
-2.4902174e-006 0.381235
-2.4900174e-006 0.387485
-2.4898174e-006 0.393735
-2.4896174e-006 0.399985
-2.4894174e-006 0.406234
-2.4892174e-006 0.412484
-2.4890174e-006 0.424984
-2.4888174e-006 0.431233
-2.4886174e-006 0.437483
-2.4884174e-006 0.449983
-2.4882174e-006 0.462482
-2.4880174e-006 0.468732
-2.4878174e-006 0.481232
-2.4876174e-006 0.493731
-2.4874174e-006 0.506231
-2.4872174e-006 0.51248
-2.4870174e-006 0.52498
-2.4868174e-006 0.537479
-2.4866174e-006 0.549979
-2.4864174e-006 0.562478
-2.4862174e-006 0.574978
-2.4860174e-006 0.587477
-2.4858174e-006 0.599977
-2.4856174e-006 0.612476
-2.4854174e-006 0.624976
-2.4852174e-006 0.637476
-2.4850174e-006 0.649975
-2.4848174e-006 0.656225
-2.4846174e-006 0.668724
-2.4844174e-006 0.681224
-2.4842174e-006 0.687474
-2.4840174e-006 0.699973
-2.4838174e-006 0.706223
-2.4836174e-006 0.712473
-2.4834174e-006 0.718722
-2.4832174e-006 0.724972
-2.4830174e-006 0.731222
-2.4828174e-006 0.731222
-2.4826174e-006 0.737472
-2.4824174e-006 0.737472
-2.4822174e-006 0.737472
-2.4820174e-006 0.743721
-2.4818174e-006 0.743721
-2.4816174e-006 0.743721
-2.4814174e-006 0.737472
-2.4812174e-006 0.737472
-2.4810174e-006 0.737472
-2.4808174e-006 0.731222
-2.4806174e-006 0.724972
-2.4804174e-006 0.718722
-2.4802174e-006 0.712473
-2.4800174e-006 0.706223
-2.4798174e-006 0.699973
-2.4796174e-006 0.693723
-2.4794174e-006 0.681224
-2.4792174e-006 0.668724
-2.4790174e-006 0.656225
-2.4788174e-006 0.649975
-2.4786174e-006 0.637476
-2.4784174e-006 0.624976
-2.4782174e-006 0.612476
-2.4780174e-006 0.599977
-2.4778174e-006 0.581228
-2.4776174e-006 0.568728
-2.4774174e-006 0.556229
-2.4772174e-006 0.543729
-2.4770174e-006 0.52498
-2.4768174e-006 0.51248
-2.4766174e-006 0.493731
-2.4764174e-006 0.481232
-2.4762174e-006 0.468732
-2.4760174e-006 0.449983
-2.4758174e-006 0.437483
-2.4756174e-006 0.418734
-2.4754174e-006 0.406234
-2.4752174e-006 0.387485
-2.4750174e-006 0.374986
-2.4748174e-006 0.356236
-2.4746174e-006 0.343737
-2.4744174e-006 0.331237
-2.4742174e-006 0.318738
-2.4740174e-006 0.306238
-2.4738174e-006 0.293739
-2.4736174e-006 0.281239
-2.4734174e-006 0.26874
-2.4732174e-006 0.25624
-2.4730174e-006 0.24999
-2.4728174e-006 0.237491
-2.4726174e-006 0.231241
-2.4724174e-006 0.218742
-2.4722174e-006 0.212492
-2.4720174e-006 0.206242
-2.4718174e-006 0.199992
-2.4716174e-006 0.187493
-2.4714174e-006 0.187493
-2.4712174e-006 0.181243
-2.4710174e-006 0.174993
-2.4708174e-006 0.168744
-2.4706174e-006 0.162494
-2.4704174e-006 0.162494
-2.4702174e-006 0.162494
-2.4700174e-006 0.156244
-2.4698174e-006 0.156244
-2.4696174e-006 0.156244
-2.4694174e-006 0.156244
-2.4692174e-006 0.156244
-2.4690174e-006 0.156244
-2.4688174e-006 0.156244
-2.4686174e-006 0.156244
-2.4684174e-006 0.156244
-2.4682174e-006 0.156244
-2.4680174e-006 0.156244
-2.4678174e-006 0.162494
-2.4676174e-006 0.162494
-2.4674174e-006 0.162494
-2.4672174e-006 0.168744
-2.4670174e-006 0.168744
-2.4668174e-006 0.174993
-2.4666174e-006 0.174993
-2.4664174e-006 0.181243
-2.4662174e-006 0.181243
-2.4660174e-006 0.187493
-2.4658174e-006 0.187493
-2.4656174e-006 0.193743
-2.4654174e-006 0.199992
-2.4652174e-006 0.199992
-2.4650174e-006 0.206242
-2.4648174e-006 0.212492
-2.4646174e-006 0.212492
-2.4644174e-006 0.218742
-2.4642174e-006 0.218742
-2.4640174e-006 0.224991
-2.4638174e-006 0.224991
-2.4636174e-006 0.231241
-2.4634174e-006 0.231241
-2.4632174e-006 0.237491
