"Time [ms]","InducedVoltage(PhaseA) [V] - b='0.7'","InducedVoltage(PhaseA) [V] - b='0.72'","InducedVoltage(PhaseA) [V] - b='0.74'","InducedVoltage(PhaseA) [V] - b='0.76'","InducedVoltage(PhaseA) [V] - b='0.78'","InducedVoltage(PhaseA) [V] - b='0.8'","InducedVoltage(PhaseA) [V] - b='0.82'","InducedVoltage(PhaseA) [V] - b='0.84'","InducedVoltage(PhaseA) [V] - b='0.86'","InducedVoltage(PhaseA) [V] - b='0.88'","InducedVoltage(PhaseA) [V] - b='0.9'","InducedVoltage(PhaseB) [V] - b='0.7'","InducedVoltage(PhaseB) [V] - b='0.72'","InducedVoltage(PhaseB) [V] - b='0.74'","InducedVoltage(PhaseB) [V] - b='0.76'","InducedVoltage(PhaseB) [V] - b='0.78'","InducedVoltage(PhaseB) [V] - b='0.8'","InducedVoltage(PhaseB) [V] - b='0.82'","InducedVoltage(PhaseB) [V] - b='0.84'","InducedVoltage(PhaseB) [V] - b='0.86'","InducedVoltage(PhaseB) [V] - b='0.88'","InducedVoltage(PhaseB) [V] - b='0.9'","InducedVoltage(PhaseC) [V] - b='0.7'","InducedVoltage(PhaseC) [V] - b='0.72'","InducedVoltage(PhaseC) [V] - b='0.74'","InducedVoltage(PhaseC) [V] - b='0.76'","InducedVoltage(PhaseC) [V] - b='0.78'","InducedVoltage(PhaseC) [V] - b='0.8'","InducedVoltage(PhaseC) [V] - b='0.82'","InducedVoltage(PhaseC) [V] - b='0.84'","InducedVoltage(PhaseC) [V] - b='0.86'","InducedVoltage(PhaseC) [V] - b='0.88'","InducedVoltage(PhaseC) [V] - b='0.9'"
27.789999999999,-213.30976259569,-213.338201428606,-213.374659243873,-212.878790683918,-212.894356355872,-212.993163896136,-213.032642662125,-213.222242955868,-213.236083877955,-213.172383701479,-213.134968210774,23.7376057767524,24.0766825029326,24.3774595604818,25.1682866308001,25.4355963679953,25.5923632278998,25.78984338793,25.80884901901,25.9718736837389,26.1910721283176,26.3308626988756,191.76114332034,191.565785196751,191.375476032962,191.717948073214,191.575639246422,191.353505067693,191.196457336837,190.905713621126,190.797905673482,190.783027893279,190.772762603894
27.799999999999,-212.686218586833,-213.004174128151,-213.007653613753,-212.559849143029,-212.494425112331,-212.344226073305,-212.376774786177,-212.552217156034,-212.584052131642,-212.508075862336,-212.52377233715,22.2945855070156,22.3450973875272,22.6803809818488,23.4303123458235,23.7719245090251,24.1828650660303,24.3881497411336,24.4223655663123,24.5683000018315,24.8014315201384,24.8884933192028,192.638637854406,192.158298155967,192.003911359767,192.304521857278,192.239984179099,192.269961844535,192.122428368252,191.848325145852,191.724665919843,191.723968488838,191.662263524245
27.809999999999,-212.333973560463,-212.35945282034,-212.334964307281,-212.037089672412,-212.193824779777,-211.949616570645,-211.669132957065,-211.805441587715,-211.849703929776,-211.696946700612,-211.875841638248,20.5713663943119,20.9185482541341,21.2831521937185,21.8812371280686,22.0098888629283,22.5069021092927,23.0291331549171,23.1035825160431,23.2378194267691,23.5491929305109,23.4736700583049,193.228840281862,193.044234312867,192.920502129199,193.072280422366,192.792982257345,192.913059085445,193.081607919868,192.849363576977,192.715315258635,192.794882838693,192.569760746231
27.819999999999,-211.817925322039,-211.690875819279,-210.973634000253,-211.366913995911,-211.400159479588,-211.549509497039,-211.411115848198,-211.255193124357,-211.095218449533,-211.028601435625,-211.169550341456,18.9974469140264,19.501430481289,20.5468534048125,20.4677237224726,20.7193138257955,20.8327301484457,21.2019197485425,21.5734197240802,21.9141580707793,22.1397899479392,22.1024490494881,193.96572578694,193.937108767897,194.494646867935,193.971478345634,193.816572915406,193.551988429899,193.574954837553,193.637324330431,193.711628162052,193.703738248674,193.518210405766
27.829999999999,-211.037800055885,-210.950789749975,-210.563738784436,-210.626820779497,-210.672897706407,-210.760638468396,-210.858000374198,-210.40814614888,-210.542391003135,-210.579782313491,-210.484265520486,17.682899689353,18.147554625092,18.8678384601015,19.1153967026514,19.3557721491433,19.5324820397691,19.6741442092141,20.3326301169815,20.3782520695195,20.4989229565022,20.7025436175068,194.950392743062,194.884636875156,195.119128813156,194.923523111745,194.758465849734,194.556494233147,194.354435934782,194.707437270814,194.486364825519,194.376867087243,194.429533426355
27.839999999999,-210.255545811114,-210.177090858471,-209.773831163676,-209.863023985624,-210.122699769763,-209.915000074168,-210.044863082864,-210.326799426663,-209.837502761714,-209.751845367573,-209.895629052767,16.3629906415996,16.8201331536721,17.556532491797,17.7799200261619,17.80529218805,18.2833288944195,18.3903023465326,18.3220055204047,18.9858845362934,19.2322485562224,19.1962817375824,195.920842151656,195.849437632364,196.101738609203,195.882974240455,195.506821997685,195.603584753776,195.368882979405,194.99793595712,195.396716096496,195.412922944968,195.227630553191
27.849999999999,-209.431194661039,-208.752429035652,-208.858518526622,-209.048582745661,-209.22070660872,-209.435546048276,-209.376275635767,-209.361491259605,-209.673672032173,-209.22491218357,-209.305241066432,15.0792275833866,16.1268534767167,16.3633638508354,16.4874147362493,16.6030602116562,16.6569531086291,16.9525557595362,17.184042769175,17.0568421741679,17.6610612011019,17.6846991590041,196.917846923145,197.437680589058,197.193249242911,196.876241545851,196.593743211401,196.264339358726,196.223096795095,196.150947439744,195.759308205878,196.136846397874,196.012217943256
27.859999999999,-207.811826561902,-207.411092530563,-207.481802298407,-207.465432507481,-207.555981069513,-207.715075921994,-207.769359485516,-207.789016549675,-207.795580501974,-207.844048209538,-208.204930262998,14.5475718142662,15.3210958560857,15.5944661381191,15.9254716636414,16.1249706357225,16.2310919143982,16.4235340961494,16.6207252783823,16.7972486173895,16.9147519842205,16.6602705596985,198.675871346446,198.922443397004,198.714204149519,198.608007999157,198.405152598483,198.14431907749,197.986698058997,197.882892849882,197.795714561316,197.681232407626,197.28043037226
27.869999999999,-207.084889174786,-206.575212938484,-206.618565342764,-206.708622778434,-206.842955450232,-206.995303894644,-206.993719293619,-206.985841504181,-207.026152123874,-207.148952342526,-207.251570691347,13.1468552595548,14.0288755937523,14.3320116866574,14.5586258787911,14.7159242103123,14.8293437334079,15.0789250058736,15.3050356221041,15.4487893354871,15.4902185464101,15.4945857709254,199.543864180499,199.899940789225,199.724280351801,199.513716857486,199.270480414213,199.018360748598,198.918924586364,198.845238171391,198.726505541477,198.539181045879,198.39559885875
27.879999999999,-205.598940512683,-205.902185806356,-205.867959640016,-205.969133813555,-206.119411196301,-206.335008159045,-206.272712650896,-206.244636077496,-206.305122058903,-206.37472286682,-206.532538736479,12.4828365916096,12.5669506409021,12.9488234861086,13.1662382575837,13.3081097074217,13.3604563713308,13.6707296051586,13.9183938953458,14.0430919785495,14.1376561509365,14.0884728326074,201.139274091519,200.700096508818,200.604533151114,200.386303050956,200.129721974829,199.815855499935,199.780302485222,199.729197509832,199.592457943987,199.459996001261,199.262676981574
27.889999999999,-205.138214213396,-205.069882057976,-205.1217211055,-205.197878981458,-205.37176517596,-205.628256361084,-205.540085147257,-205.495853847529,-205.579043892082,-205.657204261636,-205.785986794468,10.798644898885,11.2526200829577,11.5488447339607,11.7931320759268,11.9121116220422,11.9256315937288,12.2619160432103,12.5272282601063,12.6300577319605,12.716566936144,12.6977564324837,201.709703826072,201.643157224637,201.462874427649,201.272576849426,200.995018181446,200.6419253021,200.635424742931,200.602696177005,200.445233581878,200.305915242477,200.139116897186
27.899999999999,-204.411859180298,-204.365199517301,-204.385850168751,-204.45569275972,-204.64258758395,-204.88474851699,-204.835749772,-204.813815762123,-204.883128436967,-205.006474375463,-205.004106133963,9.36475071463549,9.79846484931435,10.1271359780608,10.379095894214,10.4860872790435,10.5155561145098,10.8134189870546,11.0578055927346,11.175620374726,11.217477372949,11.3294062690394,202.524206979923,202.439084744618,202.293524798167,202.112324922987,201.82465041774,201.488178258338,201.445294346791,201.392224249333,201.250524829524,201.067566773741,201.032338940083
27.909999999999,-203.488226639678,-203.507831355776,-203.513158481333,-203.622055267669,-203.762898949889,-203.97546045674,-203.956573542582,-203.963701998422,-204.021472456212,-204.093912404335,-204.150467345809,8.1233011510029,8.49237833038807,8.83750506547321,9.0510532429644,9.20605014932407,9.26721713587209,9.53527171960733,9.75142452178113,9.8815775604999,9.97422273565918,10.0291281734444,203.523000600092,203.37336274886,203.246205705102,203.02875513504,202.789979409793,202.485403026131,202.415619763316,202.33576811402,202.207503874083,202.07603998513,201.984760476498
27.919999999999,-202.767237285087,-202.712114969783,-202.689505499132,-202.772725541445,-202.913597434279,-203.123829814134,-203.113846155112,-203.121505824475,-203.134355530621,-203.281614604081,-203.318979261374,6.67441132702895,7.12026687377798,7.49435530111309,7.73532151532308,7.89143107755574,7.95720623347762,8.21619173302368,8.4333319370411,8.6074933880298,8.62677150532121,8.70116562172729,204.301762381245,204.231188057363,204.135025152766,203.946324060048,203.710567399004,203.410877918594,203.335303671959,203.257127026712,203.174400467787,202.971169954747,202.900780941614
27.929999999999,-202.168861031249,-202.169648851175,-202.216717268408,-202.327621068141,-202.433530047477,-202.533679228803,-202.636356383123,-202.772868470524,-202.814138143667,-202.929518890141,-202.812481060999,5.08760886890891,5.47899383465666,5.7855299518017,6.00047318443653,6.19242721499602,6.36913330509525,6.51749104854105,6.60633069213823,6.75403608252911,6.80571198280466,7.03510439720722,204.940836291387,204.817812930139,204.655676870255,204.442319872103,204.244972966874,204.058667495477,203.872394111482,203.666607437064,203.558035447468,203.387883057976,203.473614962241
27.939999999999,-201.513050983759,-201.561041861406,-201.656068580364,-201.796640407254,-201.881262428291,-201.982127551031,-202.162841670586,-202.190245511624,-202.282135776791,-202.475776932931,-202.32667168141,3.5497165203402,3.89560723270121,4.1561580663374,4.34251175642775,4.55702939552993,4.73298093938701,4.80480557684682,5.00432478242607,5.1041211838132,5.07793179747584,5.34027231793299,205.622187152177,205.455536875238,205.248970345595,205.008874301474,204.835783668691,204.65158929748,204.389448620815,204.293737668049,204.137801195808,203.890950549115,204.01024109154
27.949999999999,-200.793692486431,-200.844468100278,-200.989379745822,-201.090620843361,-201.253811868216,-201.300324145715,-201.425248660372,-201.58136918984,-201.592004303469,-201.841479798556,-201.710092063495,2.06901627705647,2.41374683997431,2.62596327605946,2.85309290627422,2.98908322921565,3.22120999977082,3.34990548871428,3.42220666535997,3.60481316891148,3.52402664251517,3.76932745296266,206.352110666336,206.186051177151,205.933075545198,205.735467354082,205.486259032939,205.358905027508,205.154454441644,204.933709306326,204.860652908143,204.559589890671,204.66203518347
27.959999999999,-199.988600120593,-200.09879074207,-200.205851362262,-200.336957289854,-200.446291747972,-200.559896587446,-200.655191995999,-200.751731755858,-200.849579971576,-201.0506201787,-200.975658777311,0.66800311935844,0.955205160457773,1.20709192583113,1.40437223619672,1.59638663121409,1.76269811257845,1.92213065317581,2.05484061819861,2.1504827236063,2.12023770688741,2.30994798841588,207.151745278997,206.930197680455,206.718296564751,206.494123516515,206.301390825941,206.109436883622,205.937361821895,205.778556864741,205.620287518071,205.369248402743,205.415936604839
27.969999999999,-198.256461631655,-198.202186927743,-198.347366799712,-198.440837398131,-198.570101463322,-198.669894069056,-198.726064750832,-198.77798909331,-198.861682405829,-198.907334485227,-198.999241294989,0.189997803390352,0.642479091200743,0.856559750239683,1.09469482467706,1.26792876226633,1.44882066927532,1.6478900853989,1.82600641978614,1.93614454861435,2.06087605490457,2.08325245493746,208.854680473328,208.800611597235,208.554348881165,208.370651855888,208.160214726763,207.983929910521,207.854053140002,207.742542923767,207.600174274108,207.506727938497,207.38743277311
27.979999999999,-197.288138567719,-197.354045879605,-197.404806722995,-197.508591907444,-197.64031015907,-197.704029009757,-197.775290439037,-197.82445418115,-197.917815936927,-197.991634013947,-198.061507457728,-1.06235932176846,-0.728098892083251,-0.417030868993251,-0.188460525302192,-0.0169797576443642,0.199914945209212,0.386131184776373,0.568093443098494,0.669456978608096,0.766881124636409,0.81237588969163,209.782109080461,209.612305724949,209.463819152889,209.273045053102,209.062781545061,208.923188309321,208.782603384411,208.676145954595,208.526093552727,208.406007043066,208.310030236231
27.989999999999,-196.54082835108,-196.57640512673,-196.663205759384,-196.735855341232,-196.798079931113,-196.99188539358,-197.028776316971,-197.090866317237,-197.152949778046,-197.310696172734,-197.339746147948,-2.54492128725636,-2.17875606932094,-1.90265459016348,-1.64213961921789,-1.40116662138423,-1.31205875558149,-1.09098896708959,-0.920880486560138,-0.786545267966732,-0.771988803166534,-0.684946374696071,210.473234352326,210.337034282002,210.155722970731,209.999363579186,209.860200075654,209.594374556413,209.490418170072,209.373238307223,209.256521657464,209.053901473186,208.99983758543
27.999999999999,-196.24917882827,-196.235985394527,-196.086471824272,-196.069877258007,-196.205090353241,-196.310160406407,-196.405343764613,-196.489910726774,-196.560209015897,-196.775975793373,-196.968336042899,-4.49882888297615,-4.08124514100217,-3.56382893207385,-3.21397897447007,-3.04391672332205,-2.86490484481816,-2.70037984120286,-2.55148967863716,-2.42417764004244,-2.46649318315639,-2.54569707846541,210.691999110166,210.608135641721,210.666764177767,210.601934810309,210.394020436713,210.219852778248,210.059604918283,209.922012599359,209.799063777069,209.539798967551,209.323885975304
28.009999999999,-195.617785141569,-195.641203658201,-195.789596907844,-195.556920945869,-195.666099537495,-195.711704104445,-195.913537264208,-196.029392563335,-196.267854812665,-196.595634328556,-196.41754160544,-6.11586915547635,-5.73370508811788,-5.51497731742789,-4.94441978824423,-4.74739620975329,-4.50880289478706,-4.44884214887975,-4.32992070208416,-4.37199488188544,-4.5271446051931,-4.23046936590121,211.236644695789,211.119627625389,210.883932566833,211.038776599692,210.859892194271,210.749125298382,210.483359354216,210.316377956057,210.027685566175,209.658029774115,209.813395854078
28.019999999999,-195.066690161974,-195.044028432309,-195.135624970547,-194.952866135298,-195.103278906511,-195.110555290376,-195.358088505793,-195.614065690358,-195.645200223182,-195.89853568881,-195.859381672009,-7.81854954988725,-7.38785088081895,-7.11145855202822,-6.58806337736073,-6.43139960443406,-6.15298385303054,-6.13773796877548,-6.160439020092,-5.99110712852791,-6.07035624813901,-5.91260410797156,211.688208920202,211.621266429834,211.445244992603,211.553960527927,211.336310011423,211.26736749027,210.957853858865,210.653725073542,210.573964619806,210.280229455959,210.298066685846
28.029999999999,-194.317928736398,-194.269542993072,-194.35162367204,-194.633613343326,-194.359492772961,-194.339067229354,-194.794654979311,-194.784184163654,-194.869773565221,-195.118158706487,-195.13579994255,-9.32934722078227,-8.87051333954281,-8.58318224160604,-8.52833921570206,-7.9404577639719,-7.63250014733097,-7.82727983090203,-7.57916631464739,-7.46390624675186,-7.53762225987886,-7.43551137676324,212.32075661918,212.283630679758,212.120606436691,211.767673976859,211.977109328287,211.93909775824,211.424182347616,211.388773611559,211.256578032373,210.9693654475,210.931343309767
28.039999999999,-193.385115682118,-193.314312353507,-193.380803665164,-193.509246217879,-193.426691642909,-193.57474508237,-193.833386217096,-193.881829273959,-193.972930446731,-194.205442658241,-194.225908784398,-10.6613941385392,-10.1776058462622,-9.87363252385465,-9.6617520136677,-9.26628833738397,-9.12738974138683,-9.12176777903007,-8.93185499012406,-8.82119484994504,-8.87862044907095,-8.77829545521402,213.120637888126,213.11001066788,212.965760120221,212.76947843307,212.790019162304,212.587020126229,212.27099959171,212.178720552036,212.042865122156,211.772973876834,211.734133573566
28.049999999999,-192.286955016283,-192.194390311146,-192.234156268478,-192.402067022801,-192.74551461097,-192.520207564956,-192.716232258985,-192.777787852513,-192.87376767142,-193.05666321808,-193.103509632897,-11.8321906978636,-11.3245310078169,-10.992940360488,-10.8188772545703,-10.8540860329187,-10.3339649783651,-10.2655859685274,-10.0877989499759,-9.98125548024587,-9.98898580313878,-9.91389378591778,214.069407722339,214.08449137286,213.970150116205,213.737395011809,213.334347640987,213.506801639271,213.257038325679,213.153692532034,213.014771672779,212.795765146048,212.732668455201
