"Time [ms]","Moving1.Torque [NewtonMeter] - b='0.7'","Moving1.Torque [NewtonMeter] - b='0.72'","Moving1.Torque [NewtonMeter] - b='0.74'","Moving1.Torque [NewtonMeter] - b='0.76'","Moving1.Torque [NewtonMeter] - b='0.78'","Moving1.Torque [NewtonMeter] - b='0.8'","Moving1.Torque [NewtonMeter] - b='0.82'","Moving1.Torque [NewtonMeter] - b='0.84'","Moving1.Torque [NewtonMeter] - b='0.86'","Moving1.Torque [NewtonMeter] - b='0.88'","Moving1.Torque [NewtonMeter] - b='0.9'"
0.12,5.04102635480975,4.63470018606357,4.18284888290874,3.57751700280695,2.99541269514318,2.41246400603833,1.85407958371464,1.45412159084332,1.09280391194709,1.10231998304447,0.787574945362477
0.13,5.52237308650504,5.07576773447831,4.57035169893935,3.94073770306498,3.3393776991052,2.73059043022825,2.12807730137343,1.69529234797621,1.30550188947018,1.32491436439758,0.969607990006582
0.14,6.04565024930912,5.54821696939625,4.99096261087507,4.33431068656804,3.69947135035999,3.06605136279956,2.4290311870705,1.96085083846533,1.5375461591474,1.51556007739038,1.15355243045406
0.15,6.59628032504635,6.03233690572572,5.44292913187498,4.75826111382583,4.07342996817522,3.42098479179874,2.75346403323486,2.26122347398101,1.80198907495624,1.69438873714011,1.3397116071417
0.16,7.14938802660528,6.53018534643388,5.91736141032171,5.19998729510155,4.4576799083124,3.78999918236478,3.08993803343025,2.5862935300523,2.09559908080815,1.89877048467731,1.54761838739259
0.17,7.65483432819817,6.99638402710442,6.37049179341876,5.62473343931921,4.83094517286784,4.14363049794325,3.42601075304414,2.90300134174655,2.38517760721278,2.14998154985193,1.78157682836959
0.18,8.13047864965662,7.42834438284603,6.78430980990377,6.02530208650104,5.19298776459043,4.47253845112722,3.75127661509298,3.20533429709728,2.66325475385746,2.40169130497827,2.01821209920161
0.19,8.60487381943926,7.8589401774133,7.17641003901309,6.41371156824243,5.55643768926742,4.80769798166704,4.07611291571148,3.50797359649112,2.94303491139122,2.65601246001139,2.26784803377755
0.2,9.07507862025029,8.3010201704723,7.56553221581754,6.80291413941425,5.92951569398657,5.15924505013657,4.41311991239715,3.82495530981076,3.23924128617468,2.92996675860884,2.54306764388858
0.21,9.53453665323829,8.75945183263612,7.97657677890787,7.20862624802868,6.31978181224528,5.54707497871462,4.78323086733513,4.17845103105032,3.57426985219195,3.24531423405477,2.86029245498505
0.22,9.99355592115362,9.23611711857963,8.43130658624824,7.64624393291024,6.74689290316978,5.97995192195003,5.20089805089272,4.58242006794538,3.96116683350909,3.60857697327195,3.2246402026212
0.23,10.6427904031919,9.80098121438782,8.96237704362282,8.16152970061676,7.19874512391379,6.38010382724182,5.6124120294756,4.97587991518959,4.32812817674852,3.91753776857617,3.54392185511823
0.24,11.2447318246742,10.3538153194223,9.51858915732965,8.67895479530382,7.66603778497775,6.82534296348673,6.06863987300721,5.41474641758414,4.74226868258536,4.31636402100973,3.91922461171613
