"Time [ms]","Moving1.Torque [NewtonMeter] - b='0.7'","Moving1.Torque [NewtonMeter] - b='0.72'","Moving1.Torque [NewtonMeter] - b='0.74'","Moving1.Torque [NewtonMeter] - b='0.76'","Moving1.Torque [NewtonMeter] - b='0.78'","Moving1.Torque [NewtonMeter] - b='0.8'","Moving1.Torque [NewtonMeter] - b='0.82'","Moving1.Torque [NewtonMeter] - b='0.84'","Moving1.Torque [NewtonMeter] - b='0.86'","Moving1.Torque [NewtonMeter] - b='0.88'","Moving1.Torque [NewtonMeter] - b='0.9'"
7.53999999999986,112.300507311988,116.059402853957,119.493494791975,122.62228082732,125.526419216508,128.080261644224,130.205709541372,132.415049310919,134.394862445315,136.3532792079,137.320453191889
7.54999999999986,111.865578267878,115.615817448572,119.025778664512,122.122470789571,124.992928148963,127.517465232836,129.62755663637,131.825518045974,133.795319629611,135.717054609993,136.704627489907
7.55999999999986,111.464042244238,115.184515192044,118.563626152182,121.622182705245,124.455131388504,126.968491672751,129.062520573166,131.236115781269,133.195661544942,135.043591152378,136.053323207542
7.56999999999986,111.050148413763,114.750539814845,118.100927487119,121.128948996717,123.922637642089,126.416862821417,128.496947371436,130.652101971653,132.602784181984,134.428109390987,135.434097242306
7.57999999999986,110.619202849625,114.313125345552,117.640911408811,120.647072162114,123.403493337396,125.875921156418,127.939436961597,130.074177860478,132.01866216164,133.877325758705,134.878908595315
7.58999999999986,110.219984046602,113.890417144589,117.194098461555,120.1370255128,122.8892168623,125.341029561369,127.391895074357,129.507712046761,131.445793799309,133.313640300368,134.310837763669
7.59999999999986,109.829475338571,113.464463685445,116.759489534441,119.656131972109,122.383928129152,124.81671198562,126.859981538621,128.956584334664,130.887361350726,132.733865428201,133.726064282777
7.60999999999986,109.437706306658,113.028797806832,116.313368002408,119.170635093705,121.874190098422,124.29273176327,126.338082851559,128.417207187289,130.339594158785,132.15283677508,133.133150039597
7.61999999999986,109.011345137712,112.570987980339,115.829264564729,118.68599164307,121.362644463423,123.760858785334,125.804300112046,127.874795273256,129.789834708672,131.57969159579,132.542062867353
7.62999999999986,108.580464940821,112.115746373778,115.355916538337,118.185276188389,120.83953814469,123.210697315419,125.256436482987,127.307943529091,129.217616135936,131.018445740032,131.96059841219
7.63999999999986,108.140442660212,111.66128161888,114.876853394815,117.674109440962,120.308416067891,122.647640647662,124.700647086173,126.738925352144,128.641948115421,130.434580859182,131.364026799229
7.64999999999986,107.695904161979,111.214016889575,114.383544875771,117.157003465698,119.771852384994,122.072380382972,124.134755987154,126.163409800074,128.061307531537,129.832333843733,130.763653767197
7.65999999999986,107.251928188401,110.750365559354,113.875577632857,116.645436691176,119.234794535144,121.488348939331,123.557154258193,125.580743011234,127.475177795278,129.197343017475,130.167707355514
7.66999999999986,106.811777367606,110.297954622545,113.343284438649,116.150808113462,118.700468768616,120.898217161672,122.966218430682,124.989123113402,126.881438244643,128.522917156057,129.575249897669
7.67999999999986,106.406402245187,109.85436512524,112.901568581971,115.697183507974,118.215175510569,120.389406886412,122.463853383987,124.488921614173,126.371358234211,127.986634045796,129.050593442727
7.68999999999985,106.00794189396,109.411285410603,112.543045740713,115.270743361205,117.774302252117,119.966620087543,122.064475215914,124.086721784512,125.956000964825,127.638175166786,128.613903011849
7.69999999999985,105.568280935269,108.960040610583,112.15284362999,114.844763412413,117.326416329634,119.530130093566,121.645740942975,123.676214183095,125.5357083432,127.268217111187,128.182646590303
7.70999999999985,105.130788331661,108.517587815878,111.746011155876,114.420741758956,116.881111468642,119.084123416148,121.216203387022,123.25284073966,125.113054434442,126.870747756395,127.761016416471
7.71999999999985,104.711101284298,108.096616014309,111.332850595599,113.995684370069,116.436706042526,118.644786580781,120.788517051497,122.822050128478,124.692399504433,126.445799223713,127.336362721663
7.72999999999985,104.312422920041,107.695677984535,110.922347103585,113.573355426732,115.999709085951,118.211742575254,120.363348673179,122.40320997067,124.278655742991,126.011597177935,126.917083105081
7.73999999999985,103.906515729584,107.271831129895,110.481252183733,113.13097012917,115.537903742675,117.73496855813,119.885665631105,121.938091998778,123.817554935944,125.506347397565,126.426656923196
7.74999999999985,103.525780080769,106.859550955364,110.043212122198,112.700943340574,115.091669251384,117.27437630721,119.430726323922,121.487321020587,123.373456536864,124.994757476303,125.948625046354
7.75999999999985,103.152315048134,106.457352958182,109.624699324992,112.29008703709,114.664881742379,116.837460844312,119.006662609871,121.069078161925,122.954531010442,124.528285482356,125.509253562775
7.76999999999985,102.766890261596,106.058134383013,109.22653245821,111.881543556519,114.25157914991,116.430874408827,118.611590359689,120.67926278518,122.565459796689,124.128437446969,125.114555224904
7.77999999999985,102.3609608848,105.655318225421,108.833720571167,111.47292645174,113.843614616936,116.041406244512,118.237974961183,120.314634823797,122.201846623841,123.788600332066,124.76420382826
7.78999999999985,101.971595198206,105.253721155038,108.436958989852,111.07519352326,113.436241803713,115.647646481334,117.855602085506,119.942066260286,121.834394109834,123.423768246162,124.40003557636
7.79999999999985,101.605202550122,104.854977427439,108.048867074734,110.691662009087,113.040452466821,115.257377928263,117.474335323194,119.571166815679,121.472744877557,123.032899440801,124.008882976203
7.80999999999985,101.224084473788,104.456859970208,107.668248675639,110.309379505678,112.657532933884,114.891072771214,117.115764319367,119.22249106355,121.133257356887,122.688584243303,123.660729542751
7.81999999999985,100.829460781165,104.066496312471,107.28315635868,109.920335321579,112.287950946787,114.541449702328,116.771977103922,118.888352962987,120.808559648598,122.37465367134,123.349272856879
7.82999999999985,100.432417521436,103.692944278563,106.881096597447,109.549855427868,111.923123933483,114.192117692843,116.427279614945,118.553283641157,120.482515067096,122.063116431894,123.05451685865
7.83999999999985,100.058976566227,103.338302429647,106.468487400266,109.186548774206,111.561490132435,113.835450491273,116.076677597763,118.213451468331,120.153259062983,121.744173475553,122.753776049044
7.84999999999985,99.6950224834457,102.977965997327,106.064674738907,108.847955008919,111.228489220421,113.492484940744,115.759668104896,117.912926238653,119.865047792886,121.458260444335,122.493289708393
7.85999999999985,99.3154707115895,102.578538804115,105.67718929892,108.487977762544,110.8901334886,113.168373023857,115.461226898197,117.630810384594,119.592727006921,121.206935492768,122.255647207235
7.86999999999985,98.9286075874755,102.161702772359,105.308584141447,108.107655120199,110.549140482697,112.871094578617,115.18342056642,117.367005668891,119.339985005028,120.99306255587,122.027140718737
7.87999999999985,98.5756558967688,101.735147139844,104.967632876665,107.724294989791,110.221476988648,112.579387034906,114.912284122497,117.107667225434,119.092846809432,120.799869349514,121.793316150451
7.88999999999985,98.2323169721757,101.331829402994,104.610675476604,107.354941141664,109.888997401443,112.295931887964,114.625365501281,116.834306951426,118.822517710644,120.594778885074,121.53895793836
7.89999999999985,97.8891471067775,100.975966018954,104.265661013011,107.045565472624,109.595415515456,112.022002657036,114.375452323172,116.584718918123,118.574464627449,120.342092622626,121.29163641204
7.90999999999985,97.5399187819318,100.644933497108,103.901432033216,106.770557213234,109.317629840441,111.735651430217,114.098718164922,116.315216226846,118.312492946204,120.003087295558,121.023066318962
7.91999999999985,97.1959396479831,100.329469581391,103.502008045519,106.470444203369,109.017178201061,111.415311242273,113.763976152458,116.011053098494,118.015597419786,119.651524581228,120.719685103885
7.92999999999985,96.8305890379628,100.006645677227,103.102133189141,106.145596766807,108.71406477974,111.076697808519,113.436043770679,115.699900331906,117.714174155897,119.320538632955,120.421719762028
7.93999999999984,96.4748920518538,99.6589374046387,102.726736091503,105.801339558685,108.406565080719,110.777965335508,113.145538284454,115.417904102486,117.445645310143,119.053567555673,120.15098617284
7.94999999999984,96.1126152134951,99.2900513001913,102.379990219467,105.437579245299,108.112765213391,110.521512949704,112.892968734617,115.172685271936,117.207537319387,118.844287264794,119.924559079826
7.95999999999984,95.7632667204199,98.9161922507037,102.058582407964,105.08317466979,107.822155378893,110.282942780551,112.668989247656,114.955138144389,117.001098365831,118.706785395847,119.749907451638
7.96999999999984,95.4228752596361,98.5670322767983,101.745348133672,104.742940181782,107.531844338077,110.043850305484,112.438586318531,114.727637454869,116.783209702601,118.584849685248,119.563776640001
7.97999999999984,95.0851800536599,98.2232414959415,101.430811546657,104.417839558249,107.241191912063,109.786691936516,112.187097469853,114.477956101794,116.540391934855,118.403058093756,119.345303502089
7.98999999999984,94.7430860904266,97.8883685856688,101.098107015824,104.101190926383,106.94331246666,109.508130217812,111.913618306407,114.204951327522,116.274845258787,118.136514881708,119.08411847652
7.99999999999984,94.3819293960072,97.5513195379934,100.75140610674,103.783842387259,106.633280408889,109.206957053797,111.618501394658,113.909153674492,115.985358283326,117.793298750432,118.775968063351
8.00999999999984,94.0167277046758,97.1936061894791,100.405466010684,103.452598198905,106.317924494876,108.906194695984,111.327808604077,113.62019343222,115.702063742222,117.521300248407,118.504120098955
8.01999999999984,93.6419735516195,96.8179543962336,100.055963373181,103.115274167038,105.997947722017,108.597266556322,111.035203601863,113.331646981628,115.41726547141,117.285874539529,118.250640769364
8.02999999999984,93.263652205852,96.4517299004709,99.6986745639534,102.779347244402,105.66930379776,108.271382039152,110.726672886794,113.023534992984,115.115506368675,116.981716609519,117.955156141418
8.03999999999984,92.8911831101774,96.1058858930502,99.3388025427152,102.436533200518,105.330423302899,107.936840300094,110.40463225938,112.698454485403,114.797638598816,116.622802173624,117.623978872089
8.04999999999984,92.5522804688825,95.7962527323188,98.9717649064778,102.075957330932,104.975723971267,107.593727326389,110.064290035628,112.351158944336,114.457021121437,116.235433975824,117.265122145451
8.05999999999984,92.2153050445066,95.4875930605513,98.5941680175213,101.698937382787,104.604599626336,107.238150786211,109.704089499427,111.982195011472,114.091229209053,115.842788326277,116.890241742701
8.06999999999984,91.9030968085298,95.1889905911645,98.2766430642129,101.343870834743,104.25030620282,106.893677597219,109.354133125775,111.620321653653,113.727729951758,115.455137573065,116.505345260292
8.07999999999984,91.5929349167967,94.8654572960835,97.9569186470895,101.025787947098,103.89532022211,106.548100265496,109.007452430358,111.264514454261,113.363705073776,115.058027343096,116.12239605127
8.08999999999984,91.2805659658623,94.5147838040453,97.6415813743913,100.706070162463,103.534581767599,106.195347869665,108.661775413047,110.912434185786,112.996217056865,114.644531450236,115.735855319824
8.09999999999984,90.9649790710991,94.1502994549908,97.318550102231,100.377808523747,103.153153445368,105.811814244428,108.291796304398,110.538599930102,112.604973315073,114.202711300808,115.327609977862
8.10999999999984,90.648736132162,93.7871595382527,96.9635738600045,100.020559607948,102.783462071032,105.376897782104,107.871691856966,110.117077335937,112.165380154701,113.727227971886,114.877117079346
8.11999999999984,90.3137045396875,93.4580517012074,96.6204925004557,99.679697005676,102.433756971574,105.048899268154,107.52780091211,109.776161919749,111.811014530172,113.32480144768,114.498805286872
8.12999999999984,89.9442779392812,93.1240512366595,96.2607959303799,99.3205955707818,102.080210912029,104.711620656063,107.189553051107,109.427345725491,111.467459648622,112.977347713709,114.153445001036
8.13999999999984,89.5541825764308,92.7666183016424,95.8730585830836,98.9283570219802,101.687211456127,104.313633986302,106.79769076466,109.024213602622,111.062501794177,112.601413506483,113.758884466192
8.14999999999984,89.1601383288967,92.3951369901141,95.4929042956324,98.5369585736384,101.281575960547,103.887830774205,106.382783188973,108.599676536163,110.630255961083,112.189669856151,113.331732396274
8.15999999999984,88.7812649847502,92.0165623545403,95.1367392725716,98.1643973563896,100.87794129467,103.458404144808,105.970801193127,108.178195904814,110.19322954505,111.738346314682,112.882712069716
8.16999999999984,88.4284348058131,91.6461695628044,94.8000533915014,97.8091684713863,100.483934692897,103.045496950385,105.567518095575,107.762451354127,109.758216761072,111.259533526761,112.421531381206
8.17999999999984,88.1098651948359,91.2908805801366,94.4626286672566,97.4560454040659,100.099180699965,102.656393440457,105.171135453957,107.348255698195,109.327527054599,110.763495700572,111.934922664619
8.18999999999983,87.7918405876327,90.9357547011416,94.0988561433517,97.0814000093891,99.7035276654227,102.259917857462,104.755811319287,106.912120868109,108.877580760763,110.259704892794,111.43093936403
8.19999999999983,87.461622346427,90.6038812685642,93.7245827136749,96.6944098859878,99.3015153686911,101.85570300961,104.325592085916,106.460333311544,108.412873044028,109.774339716556,110.934125110103
8.20999999999983,87.1066243819016,90.2503551444263,93.3376328301128,96.2961786050981,98.9023379989449,101.450137044818,103.891129994204,106.003212300679,107.938906889359,109.317137030741,110.45426941298
8.21999999999983,86.7176276508699,89.8709747049476,92.9645842714305,95.8890446303238,98.4943339912897,101.034070114791,103.446906458084,105.534191341668,107.450260293276,108.890267045743,109.999204831646
8.22999999999983,86.3819497133118,89.5195354944741,92.5886060244981,95.5015763852393,98.0762737402375,100.600072960312,102.991498485301,105.053963898455,106.947307684916,108.384015851408,109.480183675007
8.23999999999983,86.064014092056,89.1820092026802,92.2145892489777,95.1013257115973,97.6483157559654,100.144585388573,102.513250391581,104.560391456666,106.430631433261,107.842609001745,108.930541741227
8.24999999999983,85.7210440855791,88.8262451212309,91.8331577233992,94.6892556493862,97.2145114827497,99.6926559352015,102.036821381808,104.064405303399,105.920949141783,107.334978960621,108.42172909756
8.25999999999983,85.3565141480108,88.4508340553991,91.4377595756162,94.2796913374935,96.7916172302894,99.2541396091909,101.566081547718,103.565137163293,105.414879943268,106.864677049157,107.947188869924
8.26999999999983,84.9781950341991,88.0548614387381,91.0395597707227,93.8728176677803,96.3739147568954,98.8222159700166,101.096866691248,103.072422352224,104.912564854167,106.412352325231,107.479815704545
8.27999999999983,84.5945431364228,87.661991755954,90.6422712287612,93.4649170783473,95.95143141491,98.380305296795,100.620161503189,102.573509990912,104.395530939483,105.927316109589,106.967202807915
8.28999999999983,84.2182542425503,87.2835236246495,90.2542147179473,93.0533047543397,95.5241867833121,97.9286678012234,100.133815324208,102.074079656869,103.877766074708,105.422530562439,106.454012461181
8.29999999999983,83.8517192938743,86.9098001683086,89.8641772786916,92.6311241961117,95.0943743937161,97.46135457425,99.6470185986185,101.57236479102,103.369127258454,104.908705821084,105.926105173371
8.30999999999983,83.4951048286614,86.5337304633015,89.4706802459992,92.2045439000874,94.6486180493411,96.9899415747408,99.154778084686,101.064740496289,102.850688607493,104.384830523292,105.387290727901
8.31999999999983,83.1468929084104,86.1529458819866,89.0758137352767,91.7684766623081,94.1975822996429,96.5061883277362,98.6539684204936,100.546404731206,102.321671346117,103.858574777966,104.825563197611
8.32999999999983,82.8049787794631,85.771200462387,88.6717446752817,91.34165535878,93.732723462825,96.0087046731031,98.1418457785188,100.01415001965,101.777570247783,103.34423349375,104.242986000611
8.33999999999983,82.4602324962252,85.4188701727786,88.2963091938003,90.9300094996858,93.3124002902355,95.5671246344849,97.6593148527931,99.5060640064892,101.250701184278,102.80631416174,103.717495915276
8.34999999999983,82.1289712630737,85.0797067243408,87.9171006300087,90.5245635079262,92.8997854604816,95.1391361871365,97.1813333142483,99.0009725417604,100.727601388663,102.254853264339,103.187951789652
8.35999999999983,81.805314253549,84.7316864775705,87.5337431638283,90.1191309139051,92.4764382596873,94.6974645792305,96.6984088121749,98.491929962949,100.203881925553,101.713296748451,102.642767962154
8.36999999999983,81.4831525522599,84.3912650245502,87.1635895776534,89.7144935096648,92.0579997583178,94.2556825881056,96.2248326548772,97.9940549980946,99.6927584198061,101.185549704338,102.100912506294
8.37999999999983,81.1556087006416,84.0410127595839,86.7987057463479,89.3260947467393,91.6621289510474,93.8306686023048,95.7694554645576,97.5165785720912,99.2026822180642,100.691650314368,101.587281335837
8.38999999999983,80.821792920887,83.6823548249349,86.4354138658936,88.9297040101791,91.2764009687449,93.4170711242662,95.33615063868,97.060735635757,98.7257412653054,100.235450139323,101.108870809224
8.39999999999983,80.4888133872289,83.3123997845931,86.0627717602677,88.5372876390018,90.8878583555644,93.005621212107,94.8975488679246,96.6015209087066,98.2545916875714,99.8193326363371,100.663780498819
8.40999999999983,80.1600530248814,82.9605247013433,85.7016806464293,88.1670507042462,90.5002863962712,92.5978535596037,94.4615561806259,96.1425412838802,97.7906120088365,99.4075516045985,100.230061258322
8.41999999999983,79.8531938795125,82.644340893235,85.3638461643165,87.8103990296227,90.1173590608551,92.1945086901919,94.0323572757693,95.6958405164117,97.3333378181525,98.9760978796364,99.7810611708342
8.42999999999982,79.5772522671861,82.3607533051839,85.049706187635,87.4681886176479,89.7449088128679,91.7965775766291,93.5999532570277,95.2595109756593,96.8837883301878,98.5034167119293,99.3033272287095
8.43999999999982,79.3330030820879,82.1020753382087,84.749932053495,87.1377232620499,89.3824837114414,91.4115070665023,93.1906425232167,94.8404594889177,96.4510775227271,97.996375991987,98.8027039636282
8.44999999999982,79.0444358810425,81.8075886788945,84.4281698131257,86.7951955487444,89.0217611861488,91.0339974913083,92.7834205192675,94.4201863233724,96.0229595313873,97.5880642820462,98.3848047834064
8.45999999999982,78.7571474972801,81.5013471263807,84.1095385143277,86.466576250025,88.6692678543004,90.6483188273855,92.3875672384153,94.0118692339778,95.6083205289424,97.2091084822051,97.9820597501074
8.46999999999982,78.5065028586128,81.2319294331645,83.8208164903651,86.1646399898701,88.3390923241596,90.293974497832,92.014333271738,93.6300543113413,95.2155053914277,96.8052381684784,97.5585420420076
8.47999999999982,78.2849899104048,80.991056707832,83.5641655544858,85.8948579811943,88.0112997780407,89.9641069177293,91.6727382616759,93.2829396321884,94.8473325902039,96.3885232883955,97.1248222715763
8.48999999999982,78.0787687959633,80.7641456006504,83.3322388232355,85.6469071857698,87.7055666889005,89.6533768886748,91.3485496095615,92.9568126139452,94.4966364263413,95.9775103797413,96.7024817644281
8.49999999999982,77.8674652255468,80.5327046330619,83.1019785582943,85.393240974299,87.4015340706021,89.3383060314411,91.0245648346305,92.6233627422765,94.137177736124,95.5863726115506,96.299300678075
8.50999999999982,77.6156076576357,80.2757161384171,82.8423142066228,85.1261946760741,87.0914311751475,89.0076239254743,90.6941683387616,92.2865719320023,93.7802095270774,95.2103130399758,95.8980897639303
8.51999999999982,77.358105123795,80.0237161095875,82.5692261644665,84.8556504984485,86.7876143957349,88.6748602686728,90.3742866839486,91.9569438063022,93.4324576575506,94.842250651071,95.5235179739542
8.52999999999982,77.0901088286359,79.773031090252,82.2863149936352,84.5816155667744,86.4869767399658,88.3542551674761,90.0647164107505,91.6371164422219,93.0992068034918,94.4932871261654,95.1801935650503
8.53999999999982,76.8106620646098,79.5133679933352,82.0023894220915,84.3104195728695,86.2075691576464,88.0554242092851,89.774392081666,91.337609806981,92.7907708585115,94.179625243862,94.8708003022387
8.54999999999982,76.536976473331,79.2417830359207,81.7438448892687,84.060834321799,85.9550507888656,87.7907857039066,89.5143133830877,91.0712038573292,92.5187227162053,93.9154575641014,94.5994395496003
