"Time [ms]","Current(PhaseA) [A] - b='0.7'","Current(PhaseA) [A] - b='0.72'","Current(PhaseA) [A] - b='0.74'","Current(PhaseA) [A] - b='0.76'","Current(PhaseA) [A] - b='0.78'","Current(PhaseA) [A] - b='0.8'","Current(PhaseA) [A] - b='0.82'","Current(PhaseA) [A] - b='0.84'","Current(PhaseA) [A] - b='0.86'","Current(PhaseA) [A] - b='0.88'","Current(PhaseA) [A] - b='0.9'","Current(PhaseB) [A] - b='0.7'","Current(PhaseB) [A] - b='0.72'","Current(PhaseB) [A] - b='0.74'","Current(PhaseB) [A] - b='0.76'","Current(PhaseB) [A] - b='0.78'","Current(PhaseB) [A] - b='0.8'","Current(PhaseB) [A] - b='0.82'","Current(PhaseB) [A] - b='0.84'","Current(PhaseB) [A] - b='0.86'","Current(PhaseB) [A] - b='0.88'","Current(PhaseB) [A] - b='0.9'","Current(PhaseC) [A] - b='0.7'","Current(PhaseC) [A] - b='0.72'","Current(PhaseC) [A] - b='0.74'","Current(PhaseC) [A] - b='0.76'","Current(PhaseC) [A] - b='0.78'","Current(PhaseC) [A] - b='0.8'","Current(PhaseC) [A] - b='0.82'","Current(PhaseC) [A] - b='0.84'","Current(PhaseC) [A] - b='0.86'","Current(PhaseC) [A] - b='0.88'","Current(PhaseC) [A] - b='0.9'"
0.3,5.15316923308905,5.20307532671818,5.25300316915019,5.29986987345131,5.34187148951371,5.38239714110131,5.43236955555425,5.4792854479305,5.51357562580311,5.53412911432558,5.5517543959416,-4.38274822325279,-4.20219064497072,-4.03109165158992,-3.87826114404291,-3.73388100309218,-3.60721713379693,-3.49716133931667,-3.40939448267457,-3.32712638912611,-3.24153603718039,-3.20457747825694,-0.770421009836254,-1.00088468174746,-1.22191151756028,-1.4216087294084,-1.60799048642153,-1.77518000730438,-1.93520821623758,-2.06989096525594,-2.186449236677,-2.2925930771452,-2.34717691768467
0.31,5.32398812907882,5.37611448799563,5.42643149165234,5.47380535802,5.51644837873712,5.55649063102201,5.6081778017737,5.65562454661284,5.69018961943113,5.71151554526874,5.72870874934647,-4.51512704591879,-4.33025625847705,-4.15312940648257,-3.99483562209871,-3.84550712387772,-3.71396209163954,-3.60012969598581,-3.50857325631662,-3.42254927653884,-3.33413209959533,-3.29477683389768,-0.808861083160032,-1.04585822951858,-1.27330208516977,-1.47896973592129,-1.6709412548594,-1.84252853938248,-2.00804810578789,-2.14705129029621,-2.26764034289229,-2.37738344567341,-2.43393191544879
0.32,5.49313215093778,5.54488626033262,5.59871993516247,5.64634406265862,5.68961277789584,5.72921331733646,5.78233527888846,5.83023968531583,5.86521525285071,5.88734941281453,5.90420466876084,-4.64432736015762,-4.45504882925133,-4.27309974481401,-4.10923058936777,-3.95498505060718,-3.81861240799046,-3.7007710819853,-3.60537276091507,-3.51577307941355,-3.42423815727583,-3.38277809565575,-0.848804790780165,-1.08983743108129,-1.32562019034846,-1.53711347329085,-1.73462772728865,-1.91060090934601,-2.08156419690316,-2.22486692440076,-2.34944217343717,-2.4631112555387,-2.52142657310509
0.33,5.662555209863,5.71365693085152,5.7686486997943,5.81877837962675,5.86238943716966,5.90200886926842,5.95598754459519,6.0043911533645,6.03990690982357,6.06256815962104,6.07941641329493,-4.77172915271837,-4.57428915333537,-4.3903526852343,-4.22176939221002,-4.06246968590348,-3.92140280689119,-3.79925075500812,-3.70004211695424,-3.6070515584477,-3.51215288762666,-3.46893989634337,-0.890826057144634,-1.13936777751615,-1.37829601456,-1.59700898741673,-1.79991975126619,-1.98060606237722,-2.15673678958708,-2.30434903641026,-2.43285535137587,-2.55041527199438,-2.61047651695156
0.34,5.83742574841839,5.88823786834404,5.9441699843048,5.99534713167884,6.03853551846904,6.0794928895391,6.13317309430704,6.18250401020014,6.21859321853449,6.24078011526398,6.25811160808579,-4.8996076533553,-4.69543755163306,-4.50770171173816,-4.3339068095361,-4.16918630442996,-4.0238693281228,-3.89679492805666,-3.79405069333517,-3.6978295599466,-3.59927721630254,-3.55471270297098,-0.93781809506309,-1.19280031671097,-1.43646827256664,-1.66144032214273,-1.86934921403909,-2.05562356141631,-2.23637816625038,-2.38845331686497,-2.52076365858789,-2.64150289896144,-2.7033989051148
0.35,6.01153915216667,6.06241334824059,6.11839899409974,6.17005630484309,6.21404481192165,6.2569207671122,6.3095356357683,6.35969566451748,6.39637044658641,6.41814703585102,6.43637136373747,-5.02540390385257,-4.81537991789185,-4.62166729083227,-4.44429691424507,-4.27481167237339,-4.12538013656953,-3.99314866729238,-3.88673601685771,-3.78728479073788,-3.68507696255727,-3.6400451838885,-0.986135248314098,-1.24703343034874,-1.49673170326747,-1.72575939059803,-1.93923313954826,-2.13154063054268,-2.31638696847592,-2.47295964765977,-2.60908565584853,-2.73307007329375,-2.79632617984897
0.36,6.18458827095501,6.23556153091922,6.29158553796242,6.34381670035574,6.38849818379758,6.43329325401001,6.48458748270433,6.53537270568272,6.57258975969743,6.59420133486298,6.61295147932993,-5.14999163301735,-4.9343148745338,-4.73477640249292,-4.5540776178445,-4.37955843530384,-4.22596540088742,-4.08858874226743,-3.97845732070704,-3.87574811297534,-3.76980653515269,-3.72391190942901,-1.03459663793766,-1.30124665638542,-1.55680913546951,-1.78973908251124,-2.00893974849373,-2.20732785312259,-2.3959987404369,-2.55691538497568,-2.69684164672208,-2.8243947997103,-2.88903956990092
0.37,6.35608331852909,6.40663753133349,6.46323777793096,6.51593904127354,6.5603183614139,6.60741121734966,6.65813570507318,6.70935034451082,6.74750171006279,6.76866800644433,6.78779947468562,-5.27329601694965,-5.05104255621704,-4.84691332777775,-4.66290727107438,-4.48300312704956,-4.32538702335059,-4.18331471467536,-4.0694120637945,-3.96427306364341,-3.85374132336991,-3.8067471988845,-1.08278730157944,-1.35559497511646,-1.61632445015322,-1.85303177019916,-2.07731523436434,-2.28202419399907,-2.47482099039782,-2.63993828071632,-2.78322864641937,-2.91492668307442,-2.98105227580112
0.38,6.52598202376072,6.57625840044042,6.6334680499016,6.68535651310149,6.73084827697717,6.77861456731824,6.83057027159912,6.8823824674557,6.92065902692867,6.94191237388941,6.9612560985375,-5.39510073380302,-5.16658130320817,-4.95793229290748,-4.76731463598321,-4.58546700123959,-4.42330009297595,-4.27722284791675,-4.16018866573241,-4.05115593857657,-3.93698407340472,-3.88846164401115,-1.1308812899577,-1.40967709723224,-1.67553575699411,-1.91804187711828,-2.14538127573759,-2.35531447434229,-2.55334742368237,-2.7221938017233,-2.8695030883521,-3.0049283004847,-3.07279445452636
0.39,6.69734055376839,6.74722407146892,6.80376603831107,6.85656395990304,6.90305994048399,6.948127021851,7.00459651596343,7.05678712468757,7.0952143737985,7.1171792712246,7.13622166093789,-5.51641294570806,-5.2814776405238,-5.06609351089391,-4.87216429086016,-4.68774369044678,-4.51936149904751,-4.37095929992393,-4.25023800217438,-4.13740989881792,-4.02065134799983,-3.96965576884129,-1.18092760806033,-1.46574643094513,-1.73767252741716,-1.98439966904288,-2.21531625003721,-2.42876552280349,-2.6336372160395,-2.80654912251318,-2.95780447498058,-3.09652792322476,-3.1665658920966
0.4,6.86838143178328,6.91767898150854,6.97410758830522,7.02660406953669,7.07373010612562,7.11795483631233,7.17670293157519,7.23052193672431,7.2690978591078,7.29205468442093,7.31042701776816,-5.63586040166154,-5.39406220149515,-5.17294280996942,-4.97344049514832,-4.78511019534603,-4.61365118927643,-4.46232265240125,-4.33816955426933,-4.22147151027268,-4.10240643705739,-4.04859980498828,-1.23252103012175,-1.52361678001339,-1.8011647783358,-2.05316357438837,-2.28861991077959,-2.50430364703591,-2.71438027917395,-2.89235238245498,-3.04762634883512,-3.18964824736354,-3.26182721277989
0.41,7.03757369804352,7.08585309207542,7.14197615344511,7.19427765741808,7.24223296323086,7.28647064801003,7.34635694474156,7.40181286589218,7.44048092347616,7.46445554552331,7.48144857570524,-5.75201386148642,-5.50333019579977,-5.27637339105171,-5.07153968048422,-4.87973482483329,-4.70520338545811,-4.550455972086,-4.42275886084474,-4.30236204533949,-4.18101428019268,-4.12394064657856,-1.2855598365571,-1.58252289627565,-1.8656027623934,-2.12273797693386,-2.36249813839757,-2.58126726255192,-2.79590097265556,-2.97905400504744,-3.13811887813667,-3.28344126533063,-3.35750792912669
0.42,7.20565161472846,7.25277974524162,7.30834193061304,7.36031739352173,7.4078245462161,7.45453381875139,7.51394980259589,7.56818708774559,7.6099919502698,7.6346473045511,7.65101904048411,-5.86534097500563,-5.60977770910068,-5.37700529048964,-5.16675879071464,-4.9694634302367,-4.79183480142094,-4.63561111337069,-4.50356766940957,-4.38069113455626,-4.25677992333028,-4.1972003238277,-1.34031063972283,-1.64300203614094,-1.9313366401234,-2.19355860280708,-2.4383611159794,-2.66269901733045,-2.8783386892252,-3.06461941833602,-3.22930081571354,-3.37786738122082,-3.45381871665641
0.43,7.37364750900888,7.41954291569089,7.4743962604719,7.52576544239049,7.57273081054253,7.62410348484025,7.68040999854811,7.73488761992999,7.77585772346444,7.80140047441953,7.81964783987298,-5.97679165336365,-5.71463705307052,-5.47612441878934,-5.26033866924286,-5.05800592052583,-4.87634622187308,-4.71867045694161,-4.58298003299734,-4.45629368207107,-4.3301440471218,-4.26877903976533,-1.39685585564523,-1.70490586262037,-1.99827184168256,-2.26542677314763,-2.5147248900167,-2.74775726296717,-2.9617395416065,-3.15190758693266,-3.31956404139337,-3.47125642729773,-3.55086880010765
0.440000000000001,7.54348620926854,7.58825112890336,7.64207004428975,7.69291367439328,7.73887667687276,7.79582485078128,7.84615354539898,7.90298571154504,7.94451632217674,7.96898178845336,7.98729172594695,-6.08905191152076,-5.82074519642917,-5.57639013230311,-5.35532082312699,-5.14742772700718,-4.96234512693613,-4.79789273203616,-4.66347546412502,-4.53365260458735,-4.40414229269418,-4.34071080991191,-1.45443429774778,-1.76750593247419,-2.06567991198663,-2.33759285126629,-2.59144894986558,-2.83347972384515,-3.04826081336282,-3.23951024742002,-3.41086371758939,-3.56483949575917,-3.64658091603504
0.450000000000001,7.72040876626027,7.7647765532867,7.81790578762442,7.86855252616418,7.91406184724286,7.96409411463516,8.02087407569812,8.07950735143161,8.12244565174176,8.14873017390964,8.1645735350387,-6.20939409295369,-5.93563209371273,-5.68535554788775,-5.45941853067445,-5.24531452121503,-5.05359132934642,-4.88674045505197,-4.752187009902,-4.62105978638901,-4.48791895829191,-4.42194983848976,-1.51101467330658,-1.82914445957398,-2.13255023973667,-2.40913399548973,-2.66874732602783,-2.91050278528874,-3.13413362064615,-3.3273203415296,-3.50138586535276,-3.66081121561774,-3.74262369654894
0.460000000000001,7.89629889951104,7.94007705671457,7.99279582050817,8.04370347652727,8.0875081738427,8.134027084776,8.19508216108768,8.25412083130273,8.29738493898867,8.32305226158647,8.34045159941262,-6.3258281968297,-6.04615811465441,-5.78954846518299,-5.55971754847922,-5.33815149025198,-5.14213873665593,-4.97235067242831,-4.83376331603905,-4.70225540650476,-4.56499157286317,-4.4986906794663,-1.57047070268134,-1.89391894206017,-2.20324735532518,-2.48398592804806,-2.74935668359072,-2.99188834812007,-3.22273148865937,-3.42035751526368,-3.59512953248391,-3.7580606887233,-3.84176091994632
0.470000000000001,8.07146069110111,8.11348999495927,8.16599260285578,8.21631281538171,8.25887631169263,8.30597988457327,8.36689494610398,8.42526688771048,8.47007934109867,8.49625038274165,8.51400574065595,-6.43775847856438,-6.15147930465837,-5.89069389313091,-5.6551132644218,-5.42637355559307,-5.22998123937847,-5.0524998181772,-4.91037300465227,-4.7778101486158,-4.63869288874117,-4.57045339836807,-1.63370221253673,-1.9620106903009,-2.27529870972488,-2.56119955095992,-2.83250275609957,-3.0759986451948,-3.31439512792678,-3.51489388305821,-3.69226919248287,-3.85755749400048,-3.94355234228788
0.480000000000001,8.24516746787836,8.28524750630054,8.33714455440775,8.38671383234714,8.42885574352495,8.47745514695415,8.53874448548257,8.59387905632978,8.63931625346991,8.66640163031578,8.68441566996959,-6.54631594666903,-6.25306581239615,-5.98727024842408,-5.74625082040448,-5.51266933310741,-5.31480674764082,-5.13375900414655,-4.9832891566125,-4.84648246506235,-4.70826395085037,-4.63731199597812,-1.69885152120933,-2.03218169390439,-2.34987430598367,-2.64046301194266,-2.91618641041754,-3.16264839931333,-3.40498548133602,-3.61058989971728,-3.79283378840756,-3.95813767946542,-4.04710367399147
0.490000000000001,8.41734617536741,8.45608906619191,8.50643580615704,8.55519595286204,8.59683760516518,8.64963366079066,8.70561084584568,8.76060379215461,8.80644104779403,8.83421707728426,8.85246953103565,-6.65304949717265,-6.35432318130359,-6.08163264764882,-5.83513554601664,-5.59679500616084,-5.40212989747018,-5.21015903049269,-5.05422004885008,-4.91478954835952,-4.77450151963109,-4.7020428733706,-1.76429667819476,-2.10176588488832,-2.42480315850822,-2.7200604068454,-3.00004259900435,-3.24750376332048,-3.49545181535299,-3.70638374330453,-3.89165149943451,-4.05971555765317,-4.15042665766505
0.500000000000001,8.59098777100896,8.62867831814878,8.67787575751716,8.72585829866209,8.76893168925741,8.82169016516669,8.87527516952335,8.92942152626213,8.97574329847233,9.00416626151844,9.02167390939355,-6.76072030614706,-6.45631874532846,-6.17766433629606,-5.92571625557894,-5.68653517767493,-5.48615110637033,-5.28858999137832,-5.12697763217257,-4.98470915638839,-4.84258976672941,-4.76678397783372,-1.8302674648619,-2.17235957282033,-2.5002114212211,-2.80014204308315,-3.08239651158248,-3.33553905879636,-3.58668517814504,-3.80244389408957,-3.99103414208394,-4.16157649478903,-4.25488993155983
0.510000000000001,8.76574936236667,8.80248102177809,8.85051066720833,8.89824313450848,8.94123883775125,8.99110189485451,9.04600706636097,9.09946663043363,9.14605018653343,9.17517740198386,9.19204272285821,-6.86978957456648,-6.56006995399784,-6.27552176452789,-6.0190941953463,-5.77596404625112,-5.56825468955133,-5.36855252787556,-5.20175438274627,-5.0563972836696,-4.91230127907038,-4.83350809353411,-1.89595978780019,-2.24241106778024,-2.57498890268044,-2.87914893916218,-3.16527479150013,-3.42284720530318,-3.67745453848541,-3.89771224768735,-4.08965290286384,-4.26287612291348,-4.3585346293241
0.520000000000001,8.93926900503282,8.97508581845127,9.02179038824284,9.06895898202118,9.1119825034913,9.15853642394293,9.21527532356605,9.2688430278713,9.31479720910445,9.34462589797374,9.36102589407194,-6.97856651180007,-6.66343605854142,-6.37295320873428,-6.11160723248581,-5.86454959707995,-5.64914184519517,-5.44792556797992,-5.27789024181874,-5.12779634935135,-4.98146112779813,-4.89993758615322,-1.96070249323275,-2.31164975990985,-2.64883717950856,-2.95735174953538,-3.24743290641135,-3.50939457874776,-3.76734975558614,-3.99095278605255,-4.1870008597531,-4.36316477017561,-4.46108830791873
0.530000000000001,9.11140061850459,9.14584983660371,9.19150109309574,9.23754169828901,9.2798990170513,9.32394804044699,9.3825797961455,9.43580904045324,9.48148657615248,9.51210455720907,9.52808599648695,-7.08570882786904,-6.76501219366122,-6.4692495940923,-6.20218149349582,-5.95064316918364,-5.72827631128589,-5.52527963169425,-5.35142768799687,-5.19734385612354,-5.04865771794917,-4.96448866183761,-2.02569179063555,-2.38083764294249,-2.72225149900344,-3.03536020479319,-3.32925584786766,-3.5956717291611,-3.85730016445125,-4.08438135245637,-4.28414272002893,-4.4634468392599,-4.56359733464934
0.540000000000001,9.28246217748429,9.31533750635139,9.35963060341574,9.40441185493523,9.4466074513444,9.48835507576073,9.54817703106682,9.60080165050523,9.64631122235737,9.67790470553742,9.69346224741399,-7.1906528800441,-6.86397596153832,-6.56254073239392,-6.29004688742921,-6.03435348624473,-5.80562251115172,-5.59998186692501,-5.4223503347853,-5.26447126193893,-5.11334045914596,-5.02651365721607,-2.09180929744019,-2.45136154481307,-2.79708987102181,-3.11436496750602,-3.41225396509967,-3.68273256460901,-3.94819516414181,-4.17845131571993,-4.38183996041844,-4.56456424639146,-4.66694859019792
0.550000000000001,9.45408019680448,9.48550901329209,9.52811282302663,9.57180360382526,9.61298269203903,9.65360003743727,9.71357488606147,9.76552971927226,9.81103892599763,9.84324141745518,9.85861030301222,-7.29392167793349,-6.96172241945937,-6.65405153334686,-6.37666199531398,-6.11630432962711,-5.8819918473008,-5.67262334568292,-5.49096966125857,-5.32962606918542,-5.17612516713922,-5.08662221302177,-2.160158518871,-2.52378659383273,-2.87406128967977,-3.19514160851127,-3.49667836241192,-3.77160819013647,-4.04095154037854,-4.27456005801369,-4.48141285681221,-4.66711625031596,-4.77198808999045
0.560000000000001,9.63156820351159,9.66087517441113,9.70177854988111,9.74464969809131,9.78350180681601,9.82399344220796,9.88273453036878,9.93406948788743,9.97989838072444,10.0119746455075,10.0273991746664,-7.39961845925377,-7.06076731634144,-6.74692475080406,-6.46457667940235,-6.1991189814412,-5.96097974677155,-5.74596296320042,-5.55939461245666,-5.39510724907782,-5.23901861876729,-5.14731456518385,-2.23194974425783,-2.60010785806969,-2.95485379907706,-3.28007301868896,-3.58438282537481,-3.86301369543641,-4.13677156716836,-4.37467487543077,-4.58479113164662,-4.77295602674022,-4.88008460948258
0.570000000000001,9.81069120046579,9.83641440970196,9.87596365033616,9.91488740185149,9.95381257423836,9.99477221853788,10.0516296360953,10.1022784929743,10.1483108578844,10.1804551607465,10.1957932221993,-7.50750069171009,-7.15920104932929,-6.84004095691268,-6.55057611878904,-6.2813504392793,-6.03965406249945,-5.8187325112267,-5.6272846343047,-5.45994493775683,-5.30154935581016,-5.20742245583842,-2.3031905087557,-2.67721336037267,-3.03592269342348,-3.36431128306246,-3.67246213495906,-3.95511815603843,-4.23289712486856,-4.47499385866963,-4.68836592012756,-4.87890580493634,-4.98837076636092
0.580000000000001,9.98894126331606,10.0113110992053,10.049266966926,10.0851156841421,10.1232466060982,10.1646428355934,10.2195946650206,10.269521758797,10.3155578210256,10.3481853888044,10.3631478707737,-7.61411234550171,-7.25691274274633,-6.93213124415438,-6.63623458057102,-6.3628508412418,-6.1175969103699,-5.89095810108883,-5.69480558367267,-5.52419726379671,-5.36374201832535,-5.26693128863816,-2.37482891781436,-2.75439835645898,-3.11713572277161,-3.44888110357104,-3.76039576485637,-4.04704592522354,-4.32863656393173,-4.57471617512434,-4.79136055722891,-4.98444337047906,-5.09621658213555
0.590000000000001,10.1654204090138,10.1851331903772,10.2190177410549,10.2536453255845,10.2909737056911,10.3319278199506,10.3858502820835,10.4350813815038,10.4808728718397,10.5143306209247,10.5284686604056,-7.71894054587652,-7.3542775572127,-7.02189096120149,-6.72044018154902,-6.44278269732233,-6.19331528199194,-5.96194804596702,-5.76142447974425,-5.58724784433028,-5.42487655694699,-5.32532638652888,-2.44647986313725,-2.83085563316451,-3.19712677985337,-3.53320514403547,-3.8481910083688,-4.13861253795866,-4.42390223611643,-4.67365690175951,-4.89362502750945,-5.08945406397768,-5.20314227387672
0.600000000000001,10.3383868364618,10.3563492566225,10.3872945128143,10.4199048366903,10.4563663573925,10.4953502380974,10.5497426311741,10.5983396239484,10.6436703185975,10.6780202879052,10.6912991833261,-7.81962377312485,-7.44846684144604,-7.10935201935811,-6.80191916100654,-6.51979131102102,-6.26509781044776,-6.03021888432734,-5.82561768382527,-5.64761743774057,-5.48334681574448,-5.38089753853884,-2.51876306333696,-2.90788241517646,-3.2779424934562,-3.61798567568378,-3.93657504637152,-4.23025242764968,-4.51952374684678,-4.77272194012315,-4.99605288085698,-5.19467347216067,-5.3104016447873
0.610000000000001,10.5095149291516,10.5244183510835,10.5536821939175,10.5843322643026,10.6198797729475,10.6556939280951,10.7115770613537,10.7595273236413,10.8043668911104,10.8395743518632,10.8519701447202,-7.91571863017179,-7.53761987314625,-7.19183943880964,-6.87847941636395,-6.59179909797133,-6.33024215591801,-6.09316573942022,-5.88441283412093,-5.702566984025,-5.53650684337373,-5.43106577331115,-2.5937962989798,-2.98679847793723,-3.36184275510783,-3.70585284793862,-4.02808067497614,-4.32545177217704,-4.61841132193344,-4.8751144895204,-5.10179990708544,-5.30306750848948,-5.42090437140904
0.620000000000001,10.6793395570313,10.6908984753391,10.7184960158253,10.7476836191049,10.7821304439604,10.8145746970475,10.8717623441844,10.9190187125994,10.9634178369985,10.9991920714652,11.0108882888449,-8.00918331383518,-7.62279846683672,-7.27209602877508,-6.95258612107536,-6.66116378182321,-6.39211246770762,-6.15308106348223,-5.9401546214105,-5.75462804381449,-5.58655881832994,-5.47844245932524,-2.67015624319612,-3.06810000850241,-3.4463999870502,-3.79509749802958,-4.12096666213715,-4.42246222933991,-4.71868128070218,-4.97886409118891,-5.20878979318403,-5.41263325313524,-5.53244582951967
0.630000000000001,10.8491497914002,10.8576413683957,10.8827189608103,10.9106064255226,10.9441132434906,10.9743580646016,11.0312697002392,11.0777620735444,11.1217651715765,11.1576727736036,11.168915413099,-8.1021687581019,-7.70803639235958,-7.35040325700754,-7.02660859525707,-6.72997717313684,-6.45410031553779,-6.21214742332449,-5.99501104028995,-5.80602420245342,-5.63573508363842,-5.5253400503963,-2.7469810332983,-3.14960497603612,-3.53231570380274,-3.88399783026554,-4.21413607035375,-4.52025774906383,-4.81912227691468,-5.08275103325446,-5.31574096912307,-5.52193768996515,-5.64357536270273
0.640000000000001,11.0201746513081,11.0254468541822,11.0481010984935,11.0746829555126,11.1068265740925,11.137040663124,11.1912621048885,11.2369059381862,11.2805420224525,11.3160621877193,11.3271367275237,-8.19571459483502,-7.79375394312161,-7.42960789057403,-7.10091366999388,-6.79922701972057,-6.51778622118264,-6.27155437560942,-6.05022703569151,-5.85797027772783,-5.68542304196575,-5.57296537491367,-2.82446005647304,-3.23169291106063,-3.61849320791944,-3.97376928551871,-4.30759955437191,-4.61925444194133,-4.91970772927906,-5.18667890249471,-5.42257174472463,-5.63063914575354,-5.75417135261003
0.650000000000001,11.1930192059375,11.1948748085445,11.2150645916949,11.2395123109022,11.2707438929175,11.303302481431,11.3524431904095,11.3968633695858,11.4402758036171,11.4748885395139,11.4862043518943,-8.29012192203548,-7.88027548891735,-7.50975844583166,-7.17450746785573,-6.86918052287241,-6.58332661508118,-6.33179256159745,-6.10666672980858,-5.91123749217454,-5.73631163929363,-5.62177856845358,-2.90289728390199,-3.31459931962716,-3.70530614586323,-4.06500484304647,-4.40156337004513,-4.71997586634986,-5.02065062881207,-5.2901966397772,-5.52903831144258,-5.73857690022025,-5.86442578344075
0.660000000000001,11.3676820560819,11.3656624512758,11.3833613395299,11.4058722283133,11.4353253379403,11.4699765875793,11.5148459369794,11.5580905241202,11.6012973894911,11.6347141998447,11.6465402990858,-8.38537600308008,-7.96737913713231,-7.59047198460818,-7.24936253774797,-6.93852590352871,-6.64901137158129,-6.39270161290003,-6.16383517269642,-5.96547107455245,-5.78807246966724,-5.67134025792539,-2.98230605300186,-3.39828331414345,-3.79288935492168,-4.1565096905653,-4.49679943441156,-4.82096521599804,-5.1221443240794,-5.39425535142382,-5.63582631493868,-5.84664173017748,-5.97520004116043
0.670000000000001,11.5432251268618,11.5360801722776,11.5512337852068,11.5712902687162,11.6000988066879,11.6290197181973,11.6773442868076,11.7194695057824,11.7625519404415,11.7971502898502,11.8080999057138,-8.47976642166986,-8.05242754808706,-7.66854438562989,-7.32137466075296,-7.00550079540181,-6.71088120138295,-6.45155042998075,-6.2187640885502,-6.01760346257167,-5.83651459890638,-5.71826940251085,-3.06345870519199,-3.48365262419053,-3.88268939957688,-4.24991560796327,-4.59459801128604,-4.91813851681431,-5.2257938568268,-5.50070541723223,-5.7449484778698,-5.9606356909438,-6.08983050320299
0.680000000000001,11.7194135913481,11.7068060485654,11.7194499841565,11.7370299260639,11.764806591005,11.79050075041,11.839997890632,11.8809581191862,11.9241513953626,11.9590145922958,11.9693485680493,-8.57161085163457,-8.13442152903264,-7.74370596955526,-7.39016944315089,-7.069597714513,-6.77138888067988,-6.50747507537749,-6.27034471285529,-6.06673726346786,-5.88251752131217,-5.76240157560313,-3.14780273971349,-3.57238451953276,-3.97574401460129,-4.34686048291299,-4.69520887649204,-5.01911186973008,-5.33252281525455,-5.61061340633094,-5.85741413189474,-6.07649707098365,-6.20694699244619
0.690000000000001,11.8939662735575,11.8781416386424,11.8882508206694,11.9034580014893,11.9299817722312,11.9551402006458,12.0029652431865,12.0426838534487,12.0861067034278,12.1205988188616,12.1309624374926,-8.66097445807389,-8.21476759856819,-7.81728591599517,-7.45749291567437,-7.13253089842163,-6.83302269040451,-6.56182442560387,-6.32000018155926,-6.11422370524697,-5.92717445661684,-5.80591027789195,-3.23299181548363,-3.66337404007425,-4.07096490467427,-4.44596508581495,-4.79745087380957,-5.12211751024131,-5.44114081758262,-5.72268367188944,-5.97188299818082,-6.19342436224477,-6.32505215960066
0.700000000000001,12.0702519901546,12.0500760192057,12.0575631566744,12.0705736061267,12.0957123182735,12.1216963169316,12.1658506552634,12.2048995836066,12.2485722951369,12.2837963598519,12.2922718306991,-8.75082491571558,-8.29503574823347,-7.8907894375762,-7.52506446329336,-7.19580703866625,-6.89568235669177,-6.615521822668,-6.3702357536502,-6.16253738651862,-5.97477949337176,-5.84909699787342,-3.31942707443906,-3.75504027097228,-4.16677371909823,-4.5455091428333,-4.89990527960725,-5.22601396023988,-5.55032883259543,-5.83466382995644,-6.0860349086183,-6.30901686648018,-6.44317483282568
0.710000000000001,12.2465376996704,12.2222779487051,12.2270094615241,12.2379168770023,12.261535319005,12.2880713564517,12.3285247573372,12.3665683571283,12.4099794294923,12.445431894662,12.4528274692929,-8.84112415833589,-8.37634122708019,-7.96530332328795,-7.59383952712569,-7.26001916522351,-6.95832965679377,-6.67005998474332,-6.42105599689501,-6.21077568679349,-6.02177834439489,-5.89286935918495,-3.40541354133451,-3.84593672162492,-4.26170613823613,-4.64407734987663,-5.00151615378151,-5.32974169965797,-5.65846477259385,-5.94551236023332,-6.19920374269885,-6.42365355026713,-6.55995811010795
0.720000000000001,12.4223478384546,12.394319131396,12.396331296142,12.4052698021491,12.4270218200941,12.4522679970499,12.4907613257556,12.5283191638674,12.5703369297906,12.6059113919643,12.6119935637994,-8.9290992653888,-8.45594433321853,-8.03815630389232,-7.6612554919337,-7.3223659381589,-7.01582349381572,-6.72271116303766,-6.47095644968568,-6.25645475821887,-6.06637120322918,-5.93413080312966,-3.49324857306577,-3.93837479817746,-4.35817499224965,-4.7440143102154,-5.10465588193525,-5.43644450323416,-5.76805016271789,-6.05736271418167,-6.31388217157171,-6.53954018873512,-6.67786276066973
0.730000000000001,12.5967698459195,12.5654538778316,12.5647830242924,12.5713587426808,12.5912361656101,12.6132301849881,12.6516225822635,12.687878380416,12.7287499877163,12.7643463540272,12.7692489260721,-9.01504193209182,-8.53440373197224,-8.11014073502197,-7.72709203281783,-7.38283103288276,-7.06903032356323,-6.77371714517663,-6.51824409474033,-6.30024366517942,-6.10892707674966,-5.97345082827914,-3.58172791382772,-4.03105014585936,-4.45464228927047,-4.844266709863,-5.20840513272735,-5.54419986142486,-5.87790543708685,-6.16963428567571,-6.42850632253687,-6.65541927727751,-6.79579809779297
0.740000000000001,12.7696161854948,12.735263869086,12.7316561463045,12.7357416263145,12.7537855085226,12.7715677749974,12.8106348160036,12.8454637266258,12.885013924603,12.9208081984008,12.9251241359391,-9.09968567515167,-8.61206091620358,-8.18107666109882,-7.79180889439542,-7.44183714408435,-7.11996755632229,-6.82345122596977,-6.56467949565945,-6.34293857573562,-6.15047186190365,-6.01252642974698,-3.66993051034311,-4.12320295288244,-4.55057948520572,-4.94393273191907,-5.31194836443827,-5.65160021867516,-5.98718359003379,-6.2807842309663,-6.54207534886739,-6.77033633649713,-6.9125977061921
