"Time [ms]","InducedVoltage(PhaseA) [V]","InducedVoltage(PhaseB) [V]","InducedVoltage(PhaseC) [V]"
0.810000000000001,159.297142479431,-238.220659466308,78.9314277733599
0.820000000000002,160.407431106957,-237.896962491429,77.500101627459
0.830000000000002,161.510455163805,-237.563684973629,76.0661987781075
0.840000000000002,162.606210814009,-237.221059660074,74.6299407710482
0.850000000000002,163.694681883014,-236.869235201583,73.1913880642754
0.860000000000002,164.776014987089,-236.508357850363,71.7505354322578
0.870000000000002,165.850530512557,-236.138563107337,70.3072778252101
0.880000000000002,166.918640026026,-235.759888147218,68.8613661598891
0.890000000000002,167.981377648757,-235.371624097252,67.412428604674
0.900000000000002,169.038263697358,-234.974786199902,65.9612313971214
0.910000000000002,170.089670584095,-234.569131102998,64.5074746338625
0.920000000000002,171.135667908667,-234.154403034985,63.0508524485929
0.930000000000002,172.17611583587,-233.730417400169,61.591130273847
0.940000000000002,173.210832892706,-233.297103448717,60.1281493153527
0.950000000000002,174.239629302536,-232.854497898359,58.6617533065881
0.960000000000002,175.26234157407,-232.402559502492,57.1919461716586
0.970000000000002,176.23808273505,-231.936533351875,55.7393454619415
0.980000000000002,177.237206975589,-231.466601926016,54.2716473066918
0.990000000000002,178.236427425879,-230.988804814872,52.7993674130145
1,179.228844876606,-230.502182100687,51.325734293689
1.01,180.213881550775,-230.006622325229,49.850823428732
1.02,181.190971797543,-229.502010260776,48.3746145177155
1.03,182.159690342909,-228.988267696865,46.8970596640306
1.04,183.119816870203,-228.465376811729,45.4180604044063
1.05,184.071417010456,-227.933845019272,43.9376137466918
1.06,185.014712009512,-227.39223144649,42.4548106801592
1.07,185.950161629309,-226.841577898297,40.9710556874665
1.08,186.878249785746,-226.282303144548,39.486404971717
1.09,187.7993411669,-225.714524755666,38.0006812558176
1.1,188.713645846522,-225.138224698425,36.513647013664
1.11,189.621245359181,-224.553391112077,35.0250540638142
