"Time [ms]","Moving1.Torque [NewtonMeter]"
0,-0.0940478141878286
0.01,0.0834458300174077
0.02,0.269858149543324
0.03,0.463768041360394
0.04,0.664499928934545
0.05,0.871526472827774
0.06,1.08455398323067
0.07,1.30369425567646
0.08,1.52945730453456
0.09,1.75532812644906
0.1,1.9856555755961
0.11,2.22064783805727
0.12,2.46125546047155
0.13,2.70946920948379
0.14,2.96824494985926
0.15,3.24096776856394
0.16,3.53097343414554
0.17,3.79451421391605
0.18,4.0675489377507
0.19,4.35174368239691
0.2,4.64717570840087
0.21,4.95297682671467
0.22,5.26658690858138
0.23,5.58348644613458
0.24,5.89796217546468
0.25,6.20499792916513
0.26,6.50641414048751
0.27,6.80251593254905
0.28,7.09707313712886
0.29,7.39688905155939
0.3,7.71048732041553
0.31,8.04662061000536
0.32,8.41264701369273
0.33,8.80718721084182
0.34,9.22048339081902
0.35,9.64558181117842
0.36,10.074741798296
0.37,10.5011085592083
0.38,10.9204815439658
0.39,11.33197086628
0.4,11.7379208260299
0.41,12.1192533333807
0.42,12.5020333826161
0.43,12.8942270964495
0.440000000000001,13.2996717586927
0.450000000000001,13.7200659904101
0.460000000000001,14.1560003898243
0.470000000000001,14.6077626409683
0.480000000000001,15.0756396203655
0.490000000000001,15.4784777538896
0.500000000000001,15.885812250795
0.510000000000001,16.3052859190747
0.520000000000001,16.7375059989814
0.530000000000001,17.1824662899578
0.540000000000001,17.639219061743
0.550000000000001,18.1059149240965
0.560000000000001,18.5802844074606
0.570000000000001,19.056010773056
0.580000000000001,19.5254052988626
0.590000000000001,19.9821873800813
0.600000000000001,20.4238991385035
0.610000000000001,20.8529347671076
0.620000000000001,21.2759669944657
0.630000000000001,21.7023168194002
0.640000000000001,22.1416982931484
0.650000000000001,22.7084090144791
0.660000000000001,23.2616196432491
0.670000000000001,23.7873012171331
0.680000000000001,24.2897536305385
0.690000000000001,24.7760675325843
0.700000000000001,25.2547583062045
0.710000000000001,25.7337627118834
0.720000000000001,26.2193563835044
0.730000000000001,26.7056699995515
0.740000000000001,27.2060245016287
0.750000000000001,27.718269632389
0.760000000000001,28.2368660092071
0.770000000000001,28.7557101040635
0.780000000000001,29.2693008309496
0.790000000000001,29.773537488812
0.800000000000001,30.2661691400589
0.810000000000001,30.7925645045847
0.820000000000002,31.3198056145754
0.830000000000002,31.842727022696
0.840000000000002,32.3626584129036
0.850000000000002,32.8811957071299
0.860000000000002,33.4005027932015
0.870000000000002,33.9237360975114
0.880000000000002,34.4554223785093
0.890000000000002,35.0024749104986
0.900000000000002,35.5573183839714
0.910000000000002,36.1198777164515
0.920000000000002,36.6894680756383
0.930000000000002,37.2637107728063
0.940000000000002,37.8391845569814
0.950000000000002,38.4126244960098
0.960000000000002,38.9811147090857
0.970000000000002,39.5659795902755
0.980000000000002,40.133915045403
0.990000000000002,40.6864562141417
1,41.2323246934856
1.01,41.7800409258241
1.02,42.3361228270849
1.03,42.903649895346
1.04,43.4821984043971
1.05,44.0765331111572
1.06,44.6856053054985
1.07,45.3015579219462
1.08,45.9182364819773
1.09,46.5314647478594
1.1,47.1389283271925
1.11,47.7396388753087
1.12,48.3333963406162
1.13,48.9837275018583
1.14,49.639690531927
1.15,50.2886726158519
1.16,50.9323264451706
1.17,51.5723048126954
1.18,52.2104196825025
1.19,52.849133975418
1.2,53.4917730528949
1.21,54.1454033599952
1.22,54.8083636717165
1.23,55.4818766679748
1.24,56.1657971648058
1.25,56.8571532024269
1.26,57.5506755970609
1.27,58.2399453462916
1.28,58.9187585276723
1.29,59.5952632138511
