"Time [ms]","Current(PhaseA) [A] - a='15mm'","Current(PhaseA) [A] - a='20mm'","Current(PhaseA) [A] - a='25mm'","Current(PhaseA) [A] - a='30mm'","Current(PhaseA) [A] - a='35mm'","Current(PhaseA) [A] - a='40mm'","Current(PhaseA) [A] - a='45mm'","Current(PhaseA) [A] - a='50mm'","Current(PhaseA) [A] - a='55mm'","Current(PhaseA) [A] - a='60mm'","Current(PhaseA) [A] - a='65mm'","Current(PhaseA) [A] - a='70mm'","Current(PhaseA) [A] - a='75mm'","Current(PhaseB) [A] - a='15mm'","Current(PhaseB) [A] - a='20mm'","Current(PhaseB) [A] - a='25mm'","Current(PhaseB) [A] - a='30mm'","Current(PhaseB) [A] - a='35mm'","Current(PhaseB) [A] - a='40mm'","Current(PhaseB) [A] - a='45mm'","Current(PhaseB) [A] - a='50mm'","Current(PhaseB) [A] - a='55mm'","Current(PhaseB) [A] - a='60mm'","Current(PhaseB) [A] - a='65mm'","Current(PhaseB) [A] - a='70mm'","Current(PhaseB) [A] - a='75mm'","Current(PhaseC) [A] - a='15mm'","Current(PhaseC) [A] - a='20mm'","Current(PhaseC) [A] - a='25mm'","Current(PhaseC) [A] - a='30mm'","Current(PhaseC) [A] - a='35mm'","Current(PhaseC) [A] - a='40mm'","Current(PhaseC) [A] - a='45mm'","Current(PhaseC) [A] - a='50mm'","Current(PhaseC) [A] - a='55mm'","Current(PhaseC) [A] - a='60mm'","Current(PhaseC) [A] - a='65mm'","Current(PhaseC) [A] - a='70mm'","Current(PhaseC) [A] - a='75mm'"
21.6299999999993,23.0964557757704,22.9789363938629,22.8468457382108,22.7023256732193,22.5207760865841,22.2971522199965,22.0394293605074,21.8823741724437,21.4846994181829,20.9772313295157,20.3892666859756,19.4454442667439,17.6966170483585,-18.8427644286683,-19.0840977779621,-19.3614786822712,-19.6968717016804,-20.0943743863369,-20.556316395206,-21.1469951885673,-21.5337813477709,-22.4216526249145,-23.6374880780417,-25.0502573013988,-27.4079771052516,-31.7218736727727,-4.25369134710211,-3.89483861590079,-3.48536705593962,-3.00545397153884,-2.42640170024715,-1.74083582479046,-0.892434171940099,-0.348592824672799,0.93695320673163,2.66025674852602,4.66099061542317,7.96253283850767,14.0252566244142
21.6399999999993,23.1746073382546,23.05984714108,22.9309839845198,22.7928371542536,22.6124279292827,22.394021329397,22.1423885229601,21.9902757865427,21.6023712292541,21.1034953993073,20.5285405767663,19.604453563374,17.8957031234425,-18.7459666976206,-18.9898962873291,-19.2704344206198,-19.6107221819499,-20.0111817277736,-20.478089453384,-21.074627178085,-21.4658694885841,-22.3625871216999,-23.5879755033082,-25.0133987891781,-27.3902775383436,-31.7390023493804,-4.42864064063394,-4.06995085375089,-3.66054956389999,-3.1821149723037,-2.60124620150909,-1.91593187601299,-1.0677613448751,-0.524406297958517,0.760215892445778,2.48448010400088,4.48485821241181,7.78582397496956,13.8432992259379
21.6499999999993,23.2540029895735,23.1395147783397,23.0139750094241,22.8798003152697,22.7027004795732,22.4897744572055,22.243965280656,22.0966201034376,21.7178936548673,21.2288327070037,20.6666125577567,19.7623683554634,18.0938540957162,-18.6507876536217,-18.8964356346366,-19.1803199483579,-19.5252806996085,-19.9288035793442,-20.4009109336658,-21.0028162205899,-21.3986763139864,-22.3041499196922,-23.5394449315108,-24.9783134798748,-27.3736348354251,-31.7573053589769,-4.60321533595173,-4.24307914370307,-3.83365506106626,-3.35451961566116,-2.77389690022899,-2.08886352353966,-1.24114906006606,-0.697943789451159,0.586256264824932,2.31061222450712,4.31170092211812,7.61126647996174,13.6634512632607
21.6599999999993,23.3384908423701,23.2200998105542,23.0949894227956,22.9657608903769,22.7917161101202,22.5843343097257,22.3444438579821,22.2018351197647,21.8325072288165,21.3531572225685,20.8045068299054,19.9197154481104,18.2917064014036,-18.557918681216,-18.8033535883842,-19.0902375474895,-19.4391116874451,-19.8460808904674,-20.3233285471232,-20.9307318403951,-21.3312709512013,-22.2458330621148,-23.4907678936872,-24.9440289726383,-27.3571735517432,-31.7757732037371,-4.78057216115416,-4.41674622217003,-4.00475187530608,-3.52664920293177,-2.94563521965279,-2.26100576260242,-1.41371201758699,-0.870564168563416,0.413325833298298,2.13761067111874,4.13952214273291,7.43745810363287,13.4840668023335
21.6699999999993,23.419752486562,23.3053228323313,23.1767929177924,23.0513748623472,22.8800787375347,22.6781595145097,22.4443580021478,22.3065132797848,21.9465575513522,21.476562726881,20.9391942437149,20.0767649593169,18.4875243487945,-18.4630695044836,-18.7126303297204,-18.9993789784833,-19.3519114883168,-19.7623418765322,-20.2445471155523,-20.8577278710019,-21.2629479683909,-22.1865129869021,-23.4416153605938,-24.9068520136396,-27.3397682334289,-31.7948249928093,-4.95668298207841,-4.59269250261088,-4.17741393930912,-3.69946337403038,-3.11773686100249,-2.43361239895745,-1.58663013114587,-1.0435653113939,0.239955435549945,1.96505263371273,3.96765776992464,7.26300327411198,13.3073006440149
21.6799999999993,23.4979140613041,23.3867196822142,23.2614862696296,23.1348748450193,22.9667055636065,22.770186054955,22.5425153675421,22.409122792827,22.0583761159402,21.5983245057279,21.0733291930255,20.2320241985513,18.682360499068,-18.3668110480008,-18.618502499288,-18.9084879892774,-19.2624458819535,-19.6765354059585,-20.1637249115913,-20.7827618716963,-21.1929871228412,-22.1255975176739,-23.3903904153721,-24.8681793648439,-27.3197805453569,-31.8100946984693,-5.13110301330333,-4.7682171829262,-4.35299828035217,-3.8724289630658,-3.29017015764798,-2.6064611433637,-1.75975349584584,-1.21613566998581,0.0672214017336614,1.79206590964421,3.79485017181842,7.08775634680566,13.1277341994012
21.6899999999993,23.5742652040784,23.4658520938003,23.3437414049135,23.2162694005297,23.0515220447358,22.8602113379136,22.6388362160425,22.5098902051383,22.168320319423,21.7181913125801,21.2054785311542,20.3854130402528,18.8739212978809,-18.2671638477775,-18.5212963582561,-18.8143844882395,-19.1699836270615,-19.587897890345,-20.0798521899264,-20.7049904227271,-21.1199742534157,-22.0612517511752,-23.3359937105678,-24.8255749429844,-27.2958050229136,-31.8228859454398,-5.30710135630084,-4.94455573554422,-4.52935691667401,-4.04628577346825,-3.46362415439075,-2.78035914798723,-1.93384579331538,-1.38991595172262,-0.107068568247744,1.61780239798776,3.6200964118302,6.91039198266081,12.9489646475588
21.6999999999993,23.6483527152799,23.5426729841353,23.4236751376332,23.2955912719901,23.1344376763911,22.9481802424309,22.733260884013,22.6086915334761,22.2762268838945,21.8382054405434,21.3357807264796,20.5370801698498,19.0642752024363,-18.1643666562915,-18.4208512821193,-18.7169598718659,-19.0743349883211,-19.4961039839375,-19.9925838026207,-20.6239564532242,-21.0434743438574,-21.993092672741,-23.2786465063798,-24.7784030194034,-27.2669410390507,-31.8292794187809,-5.48398605898835,-5.12182170201596,-4.70671526576732,-4.22125628366899,-3.63833369245358,-2.95559643981015,-2.10930443078878,-1.56521718961869,-0.283134211153541,1.44044106583639,3.44262229292383,6.72986086920087,12.7650042163447
21.7099999999993,23.7199160587943,23.6169836241666,23.5011590177363,23.3740567232404,23.2152675662015,23.0339951086529,22.8256771862601,22.705449486658,22.3821132727063,21.9567077972629,21.464408182248,20.6872839108298,19.2525942260357,-18.0586324428083,-18.3174056022309,-18.6165086435216,-18.9763444635271,-19.4012159606395,-19.9020187195063,-20.5395907884358,-20.9633576145875,-21.9209903156086,-23.2178985100436,-24.7264698514495,-27.2328362542106,-31.8310811058468,-5.66128361598594,-5.29957802193578,-4.88465037421473,-4.39771225971328,-3.81405160556205,-3.13197638914663,-2.28608639782426,-1.74209187207048,-0.461122957097682,1.26119071278068,3.26206166920151,6.54555234338077,12.5784868798112
21.7199999999993,23.8025705438682,23.702773374865,23.590172149341,23.4653021123937,23.3073452932212,23.1291597764578,22.9263021766569,22.8105401050054,22.4965688825375,22.0829608861143,21.6009424560573,20.8449700163364,19.4490002842427,-17.9669593560181,-18.2286521072296,-18.5312059560275,-18.8937432427703,-19.3211978594482,-19.8271217394285,-20.4696566884453,-20.8987763037521,-21.8658355643107,-23.1743856562578,-24.6955547806811,-27.2203411441232,-31.8553338814023,-5.83561118785014,-5.47412126763533,-5.05896619331354,-4.57155886962338,-3.98614743377301,-3.30203803702923,-2.45664548821165,-1.91176380125334,-0.630733318226767,1.09142477014354,3.0946123246238,6.37537112778675,12.4063335971596
21.7299999999993,23.8821779673639,23.7852995034157,23.6758022027075,23.5530211751595,23.4057982176785,23.2210914411602,23.0241010561277,22.9128138829643,22.6080665365515,22.2065340959493,21.7345362967465,20.9992367093687,19.643056078252,-17.8707425435662,-18.1352119773454,-18.4409729423533,-18.8063561550889,-19.2410888645716,-19.747121173239,-20.3951681356725,-20.8291852436266,-21.8052390714852,-23.1255868897729,-24.6584005325636,-27.2027614656136,-31.87355312936,-6.01143542379765,-5.65008752607035,-5.23482926035421,-4.7466650200706,-4.16470935310693,-3.47397026792121,-2.62893292045517,-2.08362863933767,-0.802827465066336,0.919052793823575,2.92386423581704,6.20352475624487,12.2304970511081
21.7399999999993,23.9589485002067,23.8647282530291,23.7581831031248,23.6374760822115,23.4962629246263,23.3116363212908,23.119342831381,23.0124529525997,22.7167027473639,22.3263376035652,21.8651681183838,21.1513757506342,19.8344189321649,-17.7700959173205,-18.0371268499395,-18.3458089468991,-18.7142650167941,-19.1541454477032,-19.6628172544022,-20.316184011531,-20.7546912595762,-21.7392116259863,-23.0708954990434,-24.6146919047122,-27.178833949891,-31.8848941330779,-6.18885258288626,-5.82760140308955,-5.41237415622567,-4.92321106541742,-4.34211747692307,-3.64881906688857,-2.80315881985004,-2.25776169302346,-0.977491121377582,0.744557895478241,2.74952378632838,6.02745819925681,12.0504752009131
21.7499999999993,24.0336088520085,23.9418882170701,23.8382775489605,23.7195992093787,23.5845425417843,23.4080539174976,23.2128583922962,23.1102127281469,22.8233085028389,22.4441127837228,21.9936904876491,21.3014845951816,20.0236059477725,-17.666746817999,-17.9361819200893,-18.24773886788,-18.6192955591306,-19.064509867246,-19.5791656009946,-20.2344137440786,-20.6772480782153,-21.6698881930722,-23.0126701305551,-24.5667436749244,-27.1505940446374,-31.8910899640968,-6.36686203400949,-6.00570629698079,-5.59053868108046,-5.10030365024808,-4.52003267453828,-3.82888831650292,-2.97844464821763,-2.43296464993159,-1.15342030976671,0.568557346832293,2.57305318727523,5.84910944945587,11.8674840163243
21.7599999999993,24.1068407569051,24.0172859325759,23.9166463417413,23.8000545537688,23.6710157413097,23.4991241824432,23.305357076223,23.2065443477213,22.9285261373741,22.5600769407419,22.1209512653048,21.4503441398339,20.2114991106512,-17.5628381499072,-17.8344939850805,-18.148948885552,-18.5236143504666,-18.9740106532917,-19.4928853585596,-20.1521562801659,-20.5990736604727,-21.5998050048457,-22.953587384763,-24.5175260773894,-27.1208235908351,-31.895063882274,-6.54400260699793,-6.18279194749534,-5.76769745618936,-5.27644020330222,-4.69700508801796,-4.00623882388357,-3.15320079605712,-2.60747068724853,-1.32872113252843,0.393510444021086,2.39657481208464,5.67047945100121,11.6835647716228
21.7699999999993,24.1790226347543,24.0916852444113,23.9940112516574,23.8796163188764,23.7565472398224,23.5894905583209,23.3981145326618,23.3018709417741,23.0327837029223,22.6753562325431,22.2510105601109,21.5982157654012,20.3985286849503,-17.4594627689772,-17.7333382110444,-18.0506290936986,-18.4285050901242,-18.8840128081478,-19.4070682621389,-20.070555720313,-20.5213491444943,-21.5301295414063,-22.8945050337369,-24.4709413750352,-27.0910011846333,-31.8982372172455,-6.71955986577704,-6.35834703336691,-5.94338215795883,-5.45111122875224,-4.87253443167461,-4.18242229618196,-3.32755881234876,-2.78052179727975,-1.50265416151597,0.219148801193814,2.21993081492431,5.49278541923216,11.4997085322952
21.7799999999993,24.2505189813995,24.1658358211422,24.0707352510022,23.9584697902902,23.8414605823957,23.6793802085991,23.4979502098161,23.3965023074339,23.1362877476712,22.790240045856,22.3793349171581,21.7452747341092,20.5854682860453,-17.3575099129761,-17.6337880681923,-17.9536854156856,-18.3346431266918,-18.7953379963123,-19.3223928152657,-19.9937026085743,-20.4449385345876,-21.4619887849704,-22.8365570042152,-24.4245370198706,-27.0630240271807,-31.9022991060417,-6.89300906842339,-6.53204775294993,-6.11704983531657,-5.6238266635984,-5.04612258608344,-4.35698739333343,-3.50424760124181,-2.95156377284632,-1.67429896270082,0.0463169583591956,2.04520210271248,5.31774929307151,11.3168308199964
21.7899999999993,24.3207070599702,24.2389090981858,24.1467058860634,24.0366890512371,23.9252083756167,23.7685911110711,23.5931783254613,23.4904108739853,23.2393709218939,22.9043802842318,22.5073360736678,21.8927688310919,20.7725113070131,-17.2573992706009,-17.5362340118459,-17.8591353122619,-18.2428999264194,-18.7082524165107,-19.2400270659554,-19.916669711936,-20.3705063365304,-21.3961200381502,-22.7803584042926,-24.3805178857739,-27.0376258777753,-31.90852932207,-7.06330778936931,-6.70267508633993,-6.28757057380149,-5.79378912481771,-5.21695595910603,-4.52856404511573,-3.6765086135253,-3.1199045374549,-1.8432508837437,-0.124021879939232,1.87318181210615,5.14485704668337,11.1360180150569
21.7999999999993,24.3897248702667,24.310931452538,24.2217580799848,24.1141807824985,24.0078136733178,23.8568442833419,23.6872108676345,23.5835229801459,23.3417695517909,23.0175305225031,22.6342304878588,22.0399210182014,20.9597628241713,-17.1583526048401,-17.4397838304415,-17.7658610873029,-18.1523345058374,-18.6219826028862,-19.1588393662203,-19.8403766522031,-20.2970953722079,-21.3314285350713,-22.7250074472225,-24.3383184278837,-27.0134258451883,-31.9168618599775,-7.23137226542657,-6.87114762209656,-6.45589699268189,-5.9618462766611,-5.38583107043157,-4.69800491712156,-3.84683421543134,-3.28642760793801,-2.01034101671957,-0.292523075280585,1.70408794002496,4.97350482698695,10.9570990358062
21.8099999999993,24.4575792043338,24.3817582919464,24.2959743796659,24.1905707854598,24.0891740789823,23.943770359271,23.779907892812,23.6827329832602,23.443065478467,23.129348646619,22.759997626474,22.1861338773859,21.1458044149017,-17.0593074795684,-17.3432382966508,-17.6726147043818,-18.061620262935,-18.5354544806155,-19.0773467120511,-19.7637503708159,-20.2271557905613,-21.2664372040968,-22.6692010153625,-24.2955158514625,-26.9887127533311,-31.9240973290253,-7.39827172476544,-7.03851999529565,-6.62335967528408,-6.12895052252474,-5.55371959836676,-4.86642364721986,-4.01615752199617,-3.45557719269891,-2.17662827437014,-0.460147631256515,1.53551822498851,4.80257887594523,10.7782929141237
21.8199999999993,24.5242339511859,24.4512937757976,24.3686373547615,24.2667567005799,24.1692303992392,24.0292135672253,23.8712097445086,23.77705564744,23.5412356539107,23.2392338013449,22.8844912504409,22.3311272804287,21.3307125801581,-16.9594353433657,-17.2457083770312,-17.5781325359437,-17.9703217737265,-18.4477958627978,-18.9944803625961,-19.6858581423432,-20.1541863471539,-21.1988576650444,-22.6126899233869,-24.2511139630873,-26.9619928068241,-31.9291851978142,-7.56479860782016,-7.20558539876637,-6.79050481881777,-6.29643492685334,-5.72143453644135,-5.03473320462921,-4.18535160216534,-3.62286930028617,-2.34237798886628,-0.626543877957968,1.36662271264639,4.63086552639542,10.5984726176561
21.8299999999993,24.5929823226168,24.5225507940207,24.4427900152921,24.3436577146197,24.2509972176682,24.1156339095837,23.9641417458731,23.8732709042507,23.6402816525549,23.350219207652,23.0092164866102,22.4752422918299,21.5149473270726,-16.8550836715053,-17.1436711121969,-17.4788065202787,-17.8742961559035,-18.3562125334715,-18.9069211491701,-19.6043924294084,-20.0771227770727,-21.1263946277779,-22.5511611281314,-24.2007039206393,-26.9280960417467,-31.9271679687738,-7.7378986511115,-7.37887968182381,-6.96398349501338,-6.46936155871619,-5.89478468419667,-5.20871276041361,-4.35974931646468,-3.79614812717806,-2.51388702477702,-0.799058079520535,1.19148743402911,4.45285374991677,10.4122206417012
21.8399999999993,24.6610626513214,24.5930498282074,24.5160910912104,24.4196913229065,24.3319632777877,24.2011680713592,24.0562455407482,23.9686405795564,23.7385000403876,23.4604238521461,23.1330886317869,22.6187331403446,21.6986686946618,-16.7504205292298,-17.0411820257034,-17.3788408362286,-17.777586988856,-18.2639751069452,-18.8183597517662,-19.521972206372,-19.9992181066246,-21.0537138714567,-22.4883598993609,-24.1487582642345,-26.8926666866263,-31.9233937619401,-7.91064212209161,-7.55186780250401,-7.13725025498188,-6.64210433405052,-6.06798817084251,-5.38280831959293,-4.5342733343762,-3.9694224729318,-2.68478616893088,-0.972063952785202,1.01566963244765,4.27393354628176,10.2247250672783
21.8499999999993,24.7286202678839,24.6630489550622,24.5888925646765,24.4969284191917,24.4123360591454,24.2862253333063,24.1477656565248,24.0632198855861,23.8362342734158,23.5700414550582,23.2564258299347,22.761986992648,21.8821622141631,-16.6467048038377,-16.9395685667678,-17.2797174991172,-17.6824014469427,-18.1722907293439,-18.7303299643741,-19.4398690399336,-19.9215993923584,-20.9810438314728,-22.4256712264905,-24.0970456295147,-26.8574644263963,-31.9195586902977,-8.0819154640462,-7.72348038829444,-7.30917506555932,-6.81452697224904,-6.24004532980144,-5.55589536893224,-4.70789661659114,-4.14162049322765,-2.85519044194295,-1.14437022856774,0.840619799579951,4.09547743374826,10.0373964761346
21.8599999999993,24.7951955487823,24.7322217536031,24.6609977173818,24.5729793209754,24.4917768380887,24.3706963808901,24.2384002306525,24.1564822278828,23.9405755766349,23.6788590526529,23.3792150508403,22.9049954159779,22.0662787586145,-16.5447139612964,-16.8397198219794,-17.1825305678708,-17.588652233495,-18.0819392679921,-18.6440119305666,-19.3588999861162,-19.8455924748254,-20.913425360527,-22.3640531296971,-24.0468412073277,-26.823765306578,-31.9184511463639,-8.25048158748587,-7.89250193162366,-7.47846714951107,-6.9843270874804,-6.4098375700966,-5.72668445032347,-4.87950024453633,-4.31088975305733,-3.02715021610782,-1.3148059229558,0.667626156487348,3.91876989060009,9.85217238774938
21.8699999999993,24.8597828637665,24.7996133443185,24.7315080652357,24.6474198179183,24.5697465216667,24.4537157392063,24.3266124918442,24.2478247494101,24.0399323084418,23.7860328579583,23.5006840174226,23.0488610212254,22.2481236584602,-16.4444018438998,-16.7416359522881,-17.0873690164669,-17.4966424978227,-17.9931147779546,-18.5595774773682,-19.2801558127754,-19.7707209183988,-20.8457038295838,-22.3036531875128,-23.9982858170514,-26.7926345061017,-31.9197593911141,-8.41538101986666,-8.05797739203041,-7.64413904876881,-7.15077732009561,-6.57663174371215,-5.89413826183809,-5.04645667906884,-4.4771038310113,-3.19422847885805,-1.48237967044551,0.497601799628722,3.74377348487629,9.67163573265389
21.8799999999993,24.9211715073433,24.863924628245,24.7990370896503,24.7186353167755,24.6445268657211,24.5332844755432,24.4120178856725,24.3361010892673,24.1362475177862,23.8901777802846,23.6193260673163,23.1900048979207,22.4276399883458,-16.3443559529797,-16.643842729178,-16.9926027912977,-17.4048022313278,-17.904347924093,-18.4762719420676,-19.2010518907104,-19.6958254166627,-20.7779243034181,-22.2429673208765,-23.9495111955788,-26.7611921544716,-31.9198658327349,-8.57681555436365,-8.22008189906702,-7.80643429835258,-7.31383308544764,-6.74017894162812,-6.05701253347555,-5.21096599496207,-4.6402756726046,-3.3583232143681,-1.64721045940808,0.330185128262418,3.57118725655087,9.49222584438914
21.8899999999993,24.9801622258941,24.9258012971289,24.8640827717941,24.7872998111079,24.716447491487,24.610410701249,24.495017987134,24.4223776461969,24.2299985791503,23.9918569638297,23.7356849631415,23.3289368089578,22.6048701625409,-16.2435335225486,-16.545195204974,-16.8968676173216,-17.3120227089939,-17.8156874598221,-18.3917458002889,-19.1211060386403,-19.6207796677929,-20.7089922884923,-22.1810075011333,-23.8994868329198,-26.7283259240884,-31.9179672895891,-8.73662870334543,-8.3806060921549,-7.96721515447252,-7.47527710211396,-6.90076003166493,-6.21866490096009,-5.3739119484937,-4.80159797840405,-3.52100629065792,-1.81084946269636,0.163801869778315,3.39938911513057,9.3130971270482
21.8999999999993,25.0376888380569,24.986058631009,24.9273381459026,24.8536181217941,24.7868643232556,24.6856005876226,24.5763504588546,24.5045605889664,24.3218234059803,24.0920575264785,23.8499807412136,23.4661073091796,22.7806239409666,-16.1411980289466,-16.4448359180154,-16.7991235315311,-17.2185353806242,-17.7253272939023,-18.3051390552593,-19.0395136109645,-19.5423144938704,-20.6377790422454,-22.1170785365306,-23.8467778200139,-26.6925771562881,-31.9131026764891,-8.89649080911032,-8.54122271299354,-8.1282146143715,-7.63508274116981,-7.06153702935324,-6.38046153236331,-5.53683684789016,-4.96224609509594,-3.68404436373482,-1.97497898994792,-0.00320292119964805,3.22646984710848,9.13247873552256
21.9099999999993,25.0948710958271,25.0444417734558,24.9882954728898,24.9186836006238,24.8559610510396,24.7591418909055,24.6562942493234,24.5862167652745,24.4120572939835,24.1910193010777,23.9626311427569,23.6017789055638,22.955039956935,-16.0370482351204,-16.3430324137664,-16.7000235351361,-17.1221957011701,-17.6326217203435,-18.2156271673014,-18.9553685774083,-19.4616452728706,-20.5634190224476,-22.0501339470154,-23.7898806830863,-26.6525895800511,-31.9037260441768,-9.05782286070664,-8.70140935968945,-8.28827193775375,-7.79648789945369,-7.22333933069612,-6.54351472360419,-5.70092567191506,-5.12457149240391,-3.84863827153587,-2.14088535406232,-0.172750459670596,3.05081067448739,8.94868608724181
21.9199999999993,25.1504554017526,25.101507373751,25.0481307344764,24.9824401783973,24.9237393477999,24.831653750616,24.7335884228871,24.6665549977953,24.5009311873479,24.2886247699212,24.073959728704,23.7361481505271,23.1282061792042,-15.9305013634538,-16.2386778212172,-16.5978181668885,-17.0233515622161,-17.5373840375529,-18.1234680755086,-18.867529350476,-19.3779105408854,-20.485673486146,-21.9799308491058,-23.7288130121634,-26.6076996025442,-31.889038384122,-9.21995403829878,-8.86282955253382,-8.45031256758787,-7.95908861618121,-7.38635531024703,-6.70818567510739,-5.86605907241114,-5.28864445690995,-4.01525770120186,-2.3086939208154,-0.345146716540636,2.87155145201714,8.76083220491777
21.9299999999993,25.2036662127178,25.1571433500241,25.106556670232,25.0448690011169,24.9901269942249,24.9026357186703,24.8091879326275,24.7456380423051,24.5886638570176,24.3863481962546,24.1841015880887,23.8694409226194,23.3003030997847,-15.8220233052342,-16.13277361585,-16.4940623310778,-16.9227828030286,-17.440174935971,-18.0291755738941,-18.7784666977267,-19.2915148294119,-20.405075464023,-21.9068744720028,-23.6638030514026,-26.5582358630049,-31.8693284719784,-9.38164290748356,-9.02436973417412,-8.61249433915423,-8.12208619808831,-7.54995205825395,-6.87346014477612,-6.0307212349008,-5.45412321289324,-4.18358839299453,-2.47947372425175,-0.520298536686141,2.68879494038549,8.56902537219369
21.9399999999993,25.269612901448,25.2265367665927,25.1779625930709,25.120109290486,25.0679194732001,24.9855787233108,24.8960575055753,24.8355878318463,24.6877860560857,24.4982003741505,24.3049926030261,24.0124644485093,23.4812526452991,-15.7282755218766,-16.0404819653372,-16.4043407685025,-16.8357176327515,-17.3552486380636,-17.9505327197859,-18.7021488517834,-19.2206404224326,-20.3424754720943,-21.8530980357467,-23.6198301948883,-26.5296965471625,-31.8702687181671,-9.54133737957136,-9.18605480125554,-8.77362182456836,-8.28439165773444,-7.71267083513656,-7.03504600352497,-6.19390865379189,-5.61494740941368,-4.34531058399141,-2.64510233840376,-0.68516240813787,2.51723209865326,8.38901607286796
21.9499999999993,25.3316194397297,25.2914591630669,25.2453308578823,25.1914480312711,25.1421818628384,25.0650111328066,24.9798225797041,24.9218898953675,24.7831189595944,24.6046007989497,24.4218736508763,24.1509517568422,23.6581121364491,-15.6294674871004,-15.943373698998,-16.3096131904768,-16.7438630423756,-17.266177740158,-17.8659214865751,-18.6208923540844,-19.1438593638772,-20.2730020771858,-21.7917176954145,-23.567706992225,-26.4943044101756,-31.8637804994957,-9.70215195262929,-9.3480854640689,-8.93571766740554,-8.44758498889551,-7.8760041226805,-7.1990896462315,-6.35893022561975,-5.77803053149035,-4.51011688240863,-2.81288310353521,-0.854166658651302,2.34335265333347,8.20566836304659
21.9599999999993,25.3933780703584,25.353340661671,25.3104092604884,25.2595110266521,25.2138207988303,25.1412321277202,25.0609828131087,25.0056522070995,24.8755790100707,24.7086010835138,24.5360588723222,24.2872350101294,23.8326878405461,-15.5282091844378,-15.8423444296528,-16.2108928424593,-16.6477746220602,-17.1732510021795,-17.7763402748158,-18.5354687966196,-19.0623515683136,-20.197955325108,-21.7249991081925,-23.5093563228767,-26.4523976686243,-31.8503228141473,-9.86516888592059,-9.51099623201814,-9.09951641802906,-8.61173640459187,-8.04056979665074,-7.36489185290439,-6.5255140164891,-5.94330063878589,-4.67762368496279,-2.98360197532129,-1.02670254944556,2.16516265849495,8.01763497360118
21.9699999999993,25.4518097657693,25.4129167080445,25.3725310527073,25.325172736067,25.2834691787014,25.2151209184907,25.1413725249458,25.0878630328137,24.9662096904346,24.8114367591732,24.6480668390519,24.4213872362865,24.0052005797468,-15.4239324963002,-15.7387135653136,-16.1088957230161,-16.5488999875673,-17.0779780390295,-17.6834439670973,-18.4479325824695,-18.9779259908029,-20.1193785407585,-21.6555592344006,-23.4460369466066,-26.4057430274534,-31.8324730549806,-10.0278772694692,-9.67420314273086,-9.26363532969117,-8.77627274849967,-8.20549113967187,-7.53167695139334,-6.69343994247638,-6.10993704201075,-4.84683114967617,-3.15587752477267,-1.20202989244525,1.98435579116692,7.82727247523382
21.9799999999993,25.5093881464152,25.4736400278755,25.4338568569654,25.3897534021308,25.3522319373313,25.2880384707649,25.2200447519234,25.1690797407294,25.0557421596077,24.9132430974583,24.7585461339237,24.5544622591164,24.1770700357207,-15.3193735802111,-15.6358360827971,-16.006579223396,-16.4500413536196,-16.9824269162699,-17.5899422721943,-18.3594131059857,-18.8926620423112,-20.0396984325516,-21.5847437370115,-23.3818143623072,-26.357497472613,-31.8124843927704,-10.1900145662041,-9.83780394507842,-9.42727763356937,-8.93971204851115,-8.36980502106143,-7.69809619857059,-6.86063164593779,-6.27641769841822,-5.01604372705607,-3.32849936044681,-1.37673177161654,1.80303521349657,7.63541435704979
21.9899999999993,25.5647301022516,25.531411911908,25.4932215735685,25.4521828376237,25.4187706312902,25.3590048801895,25.2965908830532,25.2480405448005,25.1431781309271,25.0128980282043,24.8671901587578,24.6856342419379,24.3457852676952,-15.215290101059,-15.533157990857,-15.9050371098796,-16.3515431978833,-16.8872054041474,-17.497043514728,-18.271013465492,-18.8073034311401,-19.9600237628292,-21.513489950822,-23.3168904158056,-26.3093101597587,-31.791908540104,-10.3494400011926,-9.99825392105094,-9.58818446368895,-9.10063963974041,-8.53156522714273,-7.86196136546148,-7.02557741756129,-6.44073711366041,-5.1831543680979,-3.49940807738225,-1.55029974295219,1.62367591782082,7.44612327240883
21.9999999999993,25.6178056394928,25.58714493227,25.5504805300888,25.5125761350128,25.4830898945785,25.4282100191221,25.3708304406129,25.3253780644055,25.2286538804754,25.110416012609,24.9755942371641,24.8149997819916,24.5129036402673,-15.1126365779169,-15.4321873509027,-15.8061834354399,-16.2547061685114,-16.7932225625515,-17.4060960771177,-18.1836163900097,-18.7231507957022,-19.881597764534,-21.442939752081,-23.2539210162808,-26.2619638432019,-31.7713812806988,-10.505169061576,-10.1549575813673,-9.74429709464894,-9.2578699665014,-8.689867332027,-8.02211394200441,-7.1872140506032,-6.60222726870338,-5.34705611594135,-3.66747626052797,-1.72167322088328,1.44696406121036,7.25847764043147
