"Time [ms]","InducedVoltage(PhaseA) [V] - a='0mm' b='0.79'","InducedVoltage(PhaseA) [V] - a='5mm' b='0.79'","InducedVoltage(PhaseA) [V] - a='10mm' b='0.79'","InducedVoltage(PhaseA) [V] - a='15mm' b='0.79'","InducedVoltage(PhaseA) [V] - a='20mm' b='0.79'","InducedVoltage(PhaseA) [V] - a='25mm' b='0.79'","InducedVoltage(PhaseA) [V] - a='30mm' b='0.79'","InducedVoltage(PhaseA) [V] - a='35mm' b='0.79'","InducedVoltage(PhaseA) [V] - a='40mm' b='0.79'","InducedVoltage(PhaseA) [V] - a='45mm' b='0.79'","InducedVoltage(PhaseA) [V] - a='50mm' b='0.79'","InducedVoltage(PhaseA) [V] - a='55mm' b='0.79'","InducedVoltage(PhaseA) [V] - a='60mm' b='0.79'","InducedVoltage(PhaseA) [V] - a='65mm' b='0.79'","InducedVoltage(PhaseA) [V] - a='70mm' b='0.79'","InducedVoltage(PhaseA) [V] - a='60mm' b='0.7'"
10.9799999999997,,,,,,,,,,,,,,,,119.095123813068
10.9899999999997,,,,,,,,,,,,,,,,119.749887838422
10.9999999999997,,,,,,,,,,,,,,,,120.343549890023
11,123.320239053181,122.904106308203,122.856241156072,122.837671043159,122.685712602756,122.493644250345,122.33952151465,122.182208040152,121.020474100981,121.407587149883,122.116708637499,120.963087975134,119.915947332119,118.473162945849,115.393999378542,
11.0099999999997,,,,,,,,,,,,,,,,121.046004813424
11.0199999999997,,,,,,,,,,,,,,,,121.874880125572
11.0299999999997,,,,,,,,,,,,,,,,123.327431622633
11.0399999999997,,,,,,,,,,,,,,,,124.529814748309
11.0499999999997,,,,,,,,,,,,,,,,125.766298720414
11.0599999999997,,,,,,,,,,,,,,,,126.928016919953
11.0699999999997,,,,,,,,,,,,,,,,127.926406863871
11.0799999999997,,,,,,,,,,,,,,,,128.713147382153
11.0899999999997,,,,,,,,,,,,,,,,129.492107033968
11.0999999999997,,,,,,,,,,,,,,,,130.392671614926
11.1,134.099549438282,132.795035931034,133.763795914161,132.794776055606,133.657157701662,133.645056683673,133.502124672644,133.433274009231,133.884451676592,132.66558391268,132.749911412609,132.008282876729,130.735837613331,128.889382711451,125.238580866729,
11.1099999999997,,,,,,,,,,,,,,,,131.422034051892
11.1199999999997,,,,,,,,,,,,,,,,132.596506575489
11.1299999999997,,,,,,,,,,,,,,,,133.816408093754
11.1399999999997,,,,,,,,,,,,,,,,134.781268881204
11.1499999999997,,,,,,,,,,,,,,,,135.747212190979
11.1599999999997,,,,,,,,,,,,,,,,136.582144147426
11.1699999999997,,,,,,,,,,,,,,,,137.102174145395
11.1799999999997,,,,,,,,,,,,,,,,137.526668633445
11.1899999999997,,,,,,,,,,,,,,,,139.276047455839
11.1999999999997,,,,,,,,,,,,,,,,141.053032971766
11.2,146.872378208377,147.735722763253,146.627933063676,147.829138943875,146.586636224909,146.410314053497,146.149555984866,145.91840346982,145.46298447878,144.919826774112,143.769553141984,143.635407857368,141.766832628673,139.492706322784,135.209533325867,
11.2099999999997,,,,,,,,,,,,,,,,141.713089829015
11.2199999999997,,,,,,,,,,,,,,,,142.33583331153
11.2299999999997,,,,,,,,,,,,,,,,142.973061704554
11.2399999999997,,,,,,,,,,,,,,,,143.701102880764
11.2499999999997,,,,,,,,,,,,,,,,144.577270422433
11.2599999999997,,,,,,,,,,,,,,,,145.228707565634
11.2699999999997,,,,,,,,,,,,,,,,146.088780635514
11.2799999999997,,,,,,,,,,,,,,,,147.054847972453
11.2899999999997,,,,,,,,,,,,,,,,147.949273921735
11.2999999999997,,,,,,,,,,,,,,,,148.985625967654
11.3,160.595736545345,160.50764152217,160.245376452516,159.222758996511,160.174430426773,159.809824255088,159.304571266885,158.780072101778,157.922435677849,156.962748849516,157.119053604627,154.627288865894,152.222984153983,149.052068356088,144.365154390879,
11.3099999999997,,,,,,,,,,,,,,,,149.78320444122
11.3199999999997,,,,,,,,,,,,,,,,150.410493893241
11.3299999999997,,,,,,,,,,,,,,,,151.145312564355
11.3399999999997,,,,,,,,,,,,,,,,152.026432818059
11.3499999999997,,,,,,,,,,,,,,,,153.136927474781
11.3599999999997,,,,,,,,,,,,,,,,154.368981433353
11.3699999999997,,,,,,,,,,,,,,,,155.188641247522
11.3799999999997,,,,,,,,,,,,,,,,156.440841976124
11.3899999999997,,,,,,,,,,,,,,,,156.483742494828
11.3999999999997,,,,,,,,,,,,,,,,156.520602573762
11.4,173.352348136329,172.976231046666,173.484034509267,175.168320010282,173.204953519896,172.516926896875,170.904970935362,170.055300380399,169.574289510603,168.18374461657,166.819754910134,164.669085319512,161.704821555366,158.773187516144,152.964238474647,
11.4099999999997,,,,,,,,,,,,,,,,158.561641470886
11.4199999999997,,,,,,,,,,,,,,,,160.316687240245
11.4299999999997,,,,,,,,,,,,,,,,160.959982386941
11.4399999999997,,,,,,,,,,,,,,,,161.441250532166
11.4499999999997,,,,,,,,,,,,,,,,161.810988703276
11.4599999999997,,,,,,,,,,,,,,,,162.273557844289
11.4699999999997,,,,,,,,,,,,,,,,163.286327273718
11.4799999999997,,,,,,,,,,,,,,,,163.760324545548
11.4899999999997,,,,,,,,,,,,,,,,164.398875983759
11.4999999999997,,,,,,,,,,,,,,,,165.18181232818
11.5,187.988273765208,187.332285520552,185.629522941287,185.989378183627,184.432716101126,184.100640832499,183.845182634423,182.677910413645,179.936822714718,178.626752172255,177.065894660582,174.570886996193,171.193505948971,167.730276432092,161.652406547429,
11.5099999999997,,,,,,,,,,,,,,,,165.994805815989
11.5199999999997,,,,,,,,,,,,,,,,167.051701353538
11.5299999999997,,,,,,,,,,,,,,,,167.670030876524
11.5399999999997,,,,,,,,,,,,,,,,168.145529013144
11.5499999999997,,,,,,,,,,,,,,,,168.766399921796
11.5599999999997,,,,,,,,,,,,,,,,169.691620740162
11.5699999999997,,,,,,,,,,,,,,,,170.915296423593
11.5799999999997,,,,,,,,,,,,,,,,172.132478045367
11.5899999999997,,,,,,,,,,,,,,,,172.701851295962
11.5999999999997,,,,,,,,,,,,,,,,172.849578858247
11.6,194.81270607437,194.239931805795,193.548491199906,193.996272903081,194.575979516738,192.938608270264,191.758420908742,189.961601102536,189.180162847774,186.869915679467,185.302539340524,182.688530517965,179.05340711063,175.04066635803,169.29075781381,
11.6099999999997,,,,,,,,,,,,,,,,172.635175253297
11.6199999999997,,,,,,,,,,,,,,,,172.250913650732
11.6299999999997,,,,,,,,,,,,,,,,176.383783585565
11.6399999999997,,,,,,,,,,,,,,,,178.919891158202
11.6499999999997,,,,,,,,,,,,,,,,179.162697124244
11.6599999999997,,,,,,,,,,,,,,,,179.268192791798
11.6699999999997,,,,,,,,,,,,,,,,179.131264494745
11.6799999999997,,,,,,,,,,,,,,,,179.11219865101
11.6899999999997,,,,,,,,,,,,,,,,179.751444005116
11.6999999999997,,,,,,,,,,,,,,,,180.059467542765
11.7,201.541798081538,200.90356405996,200.186369199691,200.653474327795,199.860657217146,199.095286919953,198.196616822136,196.892537791408,195.89632162462,194.597047696464,193.238483850402,190.256876267486,186.769578231766,182.919362254674,176.216221667242,
11.7099999999997,,,,,,,,,,,,,,,,180.723510829198
11.7199999999997,,,,,,,,,,,,,,,,181.538630526315
11.7299999999997,,,,,,,,,,,,,,,,182.239885741706
11.7399999999997,,,,,,,,,,,,,,,,183.451137656765
11.7499999999997,,,,,,,,,,,,,,,,183.940049555603
11.7599999999997,,,,,,,,,,,,,,,,184.179193256764
11.7699999999997,,,,,,,,,,,,,,,,184.544479544554
11.7799999999997,,,,,,,,,,,,,,,,185.21751453606
11.7899999999997,,,,,,,,,,,,,,,,186.449359320848
11.7999999999997,,,,,,,,,,,,,,,,187.601684064012
11.8,206.753728588926,206.304556083981,205.679987614045,206.104993646775,205.541616367701,204.588721666872,203.532884538071,202.443981441211,201.079432883926,199.257047313287,198.457775012228,195.909566590493,193.297927229131,188.806971765534,182.135735242384,
11.8099999999997,,,,,,,,,,,,,,,,187.757817559062
11.8199999999997,,,,,,,,,,,,,,,,187.533427645467
11.8299999999997,,,,,,,,,,,,,,,,187.04012662468
11.8399999999997,,,,,,,,,,,,,,,,186.451890478589
11.8499999999997,,,,,,,,,,,,,,,,191.20358505996
11.8599999999997,,,,,,,,,,,,,,,,192.731944097732
11.8699999999997,,,,,,,,,,,,,,,,192.341749964009
11.8799999999997,,,,,,,,,,,,,,,,191.684157041414
11.8899999999997,,,,,,,,,,,,,,,,191.367728963313
11.8999999999997,,,,,,,,,,,,,,,,191.626492400093
11.9,211.832230385388,211.23053102935,210.676811091788,211.032425156825,210.087105369534,209.720648542643,209.230936102992,207.945665139239,206.808062089611,205.03069150052,204.044398141103,201.679418201171,198.683566501714,194.33851544909,187.915853277705,
11.9099999999997,,,,,,,,,,,,,,,,192.658496220668
11.9199999999997,,,,,,,,,,,,,,,,192.871845148654
11.9299999999997,,,,,,,,,,,,,,,,193.24136646818
11.9399999999997,,,,,,,,,,,,,,,,193.681667363688
11.9499999999997,,,,,,,,,,,,,,,,194.052300840362
11.9599999999997,,,,,,,,,,,,,,,,194.86775402798
11.9699999999997,,,,,,,,,,,,,,,,195.041246923147
11.9799999999997,,,,,,,,,,,,,,,,195.077435669669
11.9899999999997,,,,,,,,,,,,,,,,195.334381174504
11.9999999999997,,,,,,,,,,,,,,,,196.931677661283
12,216.136237498981,215.852178443881,215.180135554457,215.518423015207,214.565645357342,213.712864080772,212.741387859153,212.121687529677,210.934987546224,209.823484249102,208.877374490959,206.265393585304,202.711057743069,198.746816654966,193.02548189582,
12.0099999999997,,,,,,,,,,,,,,,,198.511799565296
12.0199999999997,,,,,,,,,,,,,,,,199.500220520001
12.0299999999997,,,,,,,,,,,,,,,,199.224382250307
12.0399999999997,,,,,,,,,,,,,,,,198.802173304947
12.0499999999997,,,,,,,,,,,,,,,,198.182720289643
12.0599999999997,,,,,,,,,,,,,,,,197.531994670477
12.0699999999997,,,,,,,,,,,,,,,,200.735356869615
12.0799999999997,,,,,,,,,,,,,,,,201.605326660925
12.0899999999997,,,,,,,,,,,,,,,,201.570835543159
12.0999999999997,,,,,,,,,,,,,,,,201.247889910566
12.1,221.11108973584,220.895006370267,220.390984399092,220.567446790109,219.915963785579,218.953097855564,217.827276070749,216.923703310723,215.352405345695,213.902605252378,213.377624321645,210.728721764299,207.286669492796,203.739852816581,197.332158994667,
12.1099999999997,,,,,,,,,,,,,,,,200.91351103592
12.1199999999997,,,,,,,,,,,,,,,,201.291192419656
12.1299999999997,,,,,,,,,,,,,,,,202.29903178796
12.1399999999997,,,,,,,,,,,,,,,,202.681208377452
12.1499999999997,,,,,,,,,,,,,,,,202.958574152147
12.1599999999997,,,,,,,,,,,,,,,,203.28241978428
12.1699999999997,,,,,,,,,,,,,,,,203.429065566463
12.1799999999997,,,,,,,,,,,,,,,,203.735304160255
12.1899999999997,,,,,,,,,,,,,,,,203.900998921068
12.1999999999997,,,,,,,,,,,,,,,,204.000172291157
12.2,224.788767839297,224.874237093414,224.237942504151,224.559773759483,223.842008581984,223.133730522629,222.246487322974,221.23898125041,219.617082847699,217.584731682143,216.352357561001,214.078196329036,211.575632882274,207.13553159506,199.544854982353,
12.2099999999997,,,,,,,,,,,,,,,,204.194944661665
12.2199999999997,,,,,,,,,,,,,,,,204.637648628477
12.2299999999997,,,,,,,,,,,,,,,,205.104429999583
12.2399999999997,,,,,,,,,,,,,,,,205.31000917034
12.2499999999997,,,,,,,,,,,,,,,,205.556536125371
12.2599999999997,,,,,,,,,,,,,,,,205.462920007071
12.2699999999997,,,,,,,,,,,,,,,,205.325735327978
12.2799999999997,,,,,,,,,,,,,,,,205.157114294362
12.2899999999997,,,,,,,,,,,,,,,,205.744825323558
12.2999999999997,,,,,,,,,,,,,,,,206.487567319492
12.3,229.55224427203,229.185291791794,228.584091244252,229.067408386123,228.241210034995,227.380798784238,226.262127768275,224.937372646046,223.253392337973,221.291624626066,220.331472802426,218.06773766017,213.955716685481,209.649002774424,202.278932499729,
12.3099999999997,,,,,,,,,,,,,,,,206.991127043657
12.3199999999997,,,,,,,,,,,,,,,,207.133367114314
12.3299999999997,,,,,,,,,,,,,,,,206.895778272154
12.3399999999997,,,,,,,,,,,,,,,,206.818959945423
12.3499999999997,,,,,,,,,,,,,,,,206.882395191748
12.3599999999997,,,,,,,,,,,,,,,,206.636549782866
12.3699999999997,,,,,,,,,,,,,,,,206.550869128979
12.3799999999997,,,,,,,,,,,,,,,,206.480958163168
12.3899999999997,,,,,,,,,,,,,,,,206.631957074092
12.3999999999997,,,,,,,,,,,,,,,,207.104981102399
12.4,233.912810956688,233.182001785508,232.364027589894,232.766338134297,231.996360865621,230.680533405021,229.614751648341,228.507543027913,227.172903556232,225.402623286956,223.802798669547,220.664945080634,216.048024446275,211.461183917979,204.020732807872,
12.4099999999997,,,,,,,,,,,,,,,,206.972546699092
12.4199999999997,,,,,,,,,,,,,,,,206.742112479805
12.4299999999997,,,,,,,,,,,,,,,,206.677697866703
12.4399999999997,,,,,,,,,,,,,,,,207.028911748485
12.4499999999997,,,,,,,,,,,,,,,,207.790405595864
12.4599999999997,,,,,,,,,,,,,,,,208.103401514953
12.4699999999997,,,,,,,,,,,,,,,,207.881204652082
12.4799999999997,,,,,,,,,,,,,,,,207.38233326966
12.4899999999997,,,,,,,,,,,,,,,,206.791872632344
12.4999999999997,,,,,,,,,,,,,,,,206.245733552774
12.5,235.246693158145,234.594412908121,234.008102510991,234.626885250973,234.004843216048,233.267979467014,232.171556089572,230.763661873588,229.002269041027,226.739903640127,224.870274448665,221.532990460638,216.939961089598,211.894237743229,203.860237256771,
12.5099999999997,,,,,,,,,,,,,,,,207.701653487643
12.5199999999997,,,,,,,,,,,,,,,,208.09382066746
12.5299999999997,,,,,,,,,,,,,,,,208.090157735538
12.5399999999997,,,,,,,,,,,,,,,,207.695180682641
12.5499999999997,,,,,,,,,,,,,,,,207.116151277936
12.5599999999997,,,,,,,,,,,,,,,,207.363553643114
12.5699999999996,,,,,,,,,,,,,,,,207.652482370018
12.5799999999996,,,,,,,,,,,,,,,,207.215489530534
12.5899999999996,,,,,,,,,,,,,,,,206.89560384168
12.5999999999996,,,,,,,,,,,,,,,,206.699388385248
12.6,236.575795162551,235.841477314871,234.922481759033,235.307957081071,234.275807778889,233.079614460221,231.667502803122,229.956231432453,228.235720279599,226.267440493751,224.812261697961,221.683775204658,217.199305641945,212.141076000678,203.953627144707,
12.6099999999996,,,,,,,,,,,,,,,,206.558062776379
12.6199999999996,,,,,,,,,,,,,,,,207.104922811924
12.6299999999996,,,,,,,,,,,,,,,,206.958464228677
12.6399999999996,,,,,,,,,,,,,,,,206.593074180551
12.6499999999996,,,,,,,,,,,,,,,,206.176818609526
12.6599999999996,,,,,,,,,,,,,,,,205.889565978073
12.6699999999996,,,,,,,,,,,,,,,,205.136914950325
12.6799999999996,,,,,,,,,,,,,,,,204.898616743576
12.6899999999996,,,,,,,,,,,,,,,,205.639024915983
12.6999999999996,,,,,,,,,,,,,,,,206.01308455389
12.7,233.034176964033,232.510913896292,231.905749589728,232.363121981053,231.732205054506,230.944266834017,229.756884961878,228.183087028219,226.421549665252,224.27151590955,222.545685051162,219.406008767231,215.650114311437,210.786377809986,203.829066874657,
12.7099999999996,,,,,,,,,,,,,,,,205.84197180449
12.7199999999996,,,,,,,,,,,,,,,,205.988374296151
12.7299999999996,,,,,,,,,,,,,,,,205.389193896053
12.7399999999996,,,,,,,,,,,,,,,,205.904550803307
12.7499999999996,,,,,,,,,,,,,,,,206.232181355053
12.7599999999996,,,,,,,,,,,,,,,,206.399992998113
12.7699999999996,,,,,,,,,,,,,,,,206.130055981993
12.7799999999996,,,,,,,,,,,,,,,,205.345520756547
12.7899999999996,,,,,,,,,,,,,,,,204.276951565324
12.7999999999996,,,,,,,,,,,,,,,,203.496708497219
12.8,229.47701531032,229.157026121745,228.372826085074,228.774644326068,227.846193121464,226.792138235276,225.723229226973,224.696726612837,223.541961177463,221.65352498783,220.148948464831,217.018501531008,213.009579147761,209.692887165377,202.274949462973,
12.8099999999996,,,,,,,,,,,,,,,,203.114421517937
12.8199999999996,,,,,,,,,,,,,,,,202.988702446355
12.8299999999996,,,,,,,,,,,,,,,,202.97117972351
12.8399999999996,,,,,,,,,,,,,,,,202.70620292633
12.8499999999996,,,,,,,,,,,,,,,,201.675619421003
12.8599999999996,,,,,,,,,,,,,,,,201.174775838737
12.8699999999996,,,,,,,,,,,,,,,,200.677391327443
12.8799999999996,,,,,,,,,,,,,,,,200.465095749189
12.8899999999996,,,,,,,,,,,,,,,,200.58599962256
12.8999999999996,,,,,,,,,,,,,,,,200.699514132149
12.9,224.776891356372,224.347977720757,223.690412814616,224.081710010921,223.316876401208,222.440681237274,221.476892173779,220.128528750723,218.594244832949,217.052797965551,216.20647348243,213.51592806745,210.574893080144,206.052630693567,199.278835282909,
12.9099999999996,,,,,,,,,,,,,,,,200.690075815305
12.9199999999996,,,,,,,,,,,,,,,,200.429614284291
12.9299999999996,,,,,,,,,,,,,,,,199.891341187326
12.9399999999996,,,,,,,,,,,,,,,,198.863939956749
12.9499999999996,,,,,,,,,,,,,,,,197.111202844683
12.9599999999996,,,,,,,,,,,,,,,,197.628195703962
12.9699999999996,,,,,,,,,,,,,,,,197.919288748982
12.9799999999996,,,,,,,,,,,,,,,,197.809098553958
12.9899999999996,,,,,,,,,,,,,,,,197.231807522401
12.9999999999996,,,,,,,,,,,,,,,,196.594187073944
13,220.02506997457,219.90820313981,219.513600887707,219.687094671851,218.957736446584,218.279854502233,217.25054527183,215.922324526614,214.439404678726,212.719173118531,212.004965625069,210.484927611094,207.369712044937,203.009892620401,196.271234481869,
13.0099999999996,,,,,,,,,,,,,,,,195.805861035145
13.0199999999996,,,,,,,,,,,,,,,,196.421734983825
13.0299999999996,,,,,,,,,,,,,,,,196.150013544631
13.0399999999996,,,,,,,,,,,,,,,,196.096055201013
13.0499999999996,,,,,,,,,,,,,,,,195.89717521576
13.0599999999996,,,,,,,,,,,,,,,,194.6514700831
13.0699999999996,,,,,,,,,,,,,,,,194.265541191138
13.0799999999996,,,,,,,,,,,,,,,,193.823708826162
13.0899999999996,,,,,,,,,,,,,,,,193.473600197532
13.0999999999996,,,,,,,,,,,,,,,,193.342035073066
13.1,215.143761525143,215.041319775584,214.221002972398,214.747596954501,214.030664627891,212.978291929699,212.079523688068,211.118171390301,210.293213319283,209.086288141046,208.266029360892,205.556700817338,202.196697098516,198.836241467212,192.338738200369,
13.1099999999996,,,,,,,,,,,,,,,,193.073345901001
13.1199999999996,,,,,,,,,,,,,,,,192.794363258289
13.1299999999996,,,,,,,,,,,,,,,,192.402259530061
13.1399999999996,,,,,,,,,,,,,,,,192.071957865109
13.1499999999996,,,,,,,,,,,,,,,,191.618217846845
13.1599999999996,,,,,,,,,,,,,,,,190.231680437647
13.1699999999996,,,,,,,,,,,,,,,,186.311768303743
13.1799999999996,,,,,,,,,,,,,,,,186.56367644585
13.1899999999996,,,,,,,,,,,,,,,,186.739724450599
13.1999999999996,,,,,,,,,,,,,,,,186.632899035324
13.2,210.935110254879,210.516531498749,209.815022298307,210.132520770667,209.702073924413,209.28731408234,208.6620943258,207.848185115051,206.499928274179,204.852199450971,203.844896687325,200.973076722141,198.039761508791,194.406617973797,188.094367554982,
13.2099999999996,,,,,,,,,,,,,,,,186.229731564139
13.2199999999996,,,,,,,,,,,,,,,,185.739838770135
13.2299999999996,,,,,,,,,,,,,,,,184.977469394251
13.2399999999996,,,,,,,,,,,,,,,,184.341119906753
13.2499999999996,,,,,,,,,,,,,,,,183.952886203417
13.2599999999996,,,,,,,,,,,,,,,,183.671652162459
13.2699999999996,,,,,,,,,,,,,,,,183.002849065647
13.2799999999996,,,,,,,,,,,,,,,,181.570655161656
13.2899999999996,,,,,,,,,,,,,,,,181.068775730517
13.2999999999996,,,,,,,,,,,,,,,,180.417599852772
13.3,206.397338822512,206.364919955628,206.006948605287,206.515523096473,205.706088884287,204.766191347095,203.680442781504,202.453513296568,200.890806560434,198.971705837799,198.156724437311,196.202285215608,192.840805170476,188.441919570107,182.224608950729,
13.3099999999996,,,,,,,,,,,,,,,,179.789989262397
13.3199999999996,,,,,,,,,,,,,,,,179.491798090764
13.3299999999996,,,,,,,,,,,,,,,,178.6918127932
13.3399999999996,,,,,,,,,,,,,,,,178.607152162866
13.3499999999996,,,,,,,,,,,,,,,,178.659559041269
13.3599999999996,,,,,,,,,,,,,,,,178.595615829885
13.3699999999996,,,,,,,,,,,,,,,,178.352338287938
13.3799999999996,,,,,,,,,,,,,,,,175.973666370838
13.3899999999996,,,,,,,,,,,,,,,,171.472696669422
13.3999999999996,,,,,,,,,,,,,,,,172.192987854247
13.4,201.945430050495,201.285512773698,200.516397092244,200.943134729774,200.204492995525,199.409665551593,198.514810348291,197.412529611173,196.220386813714,194.722711857797,193.33817479687,190.445053439265,186.729911026995,182.41712667538,175.672836257916,
13.4099999999996,,,,,,,,,,,,,,,,172.727939012932
13.4199999999996,,,,,,,,,,,,,,,,172.795680875629
13.4299999999996,,,,,,,,,,,,,,,,172.269140178369
13.4399999999996,,,,,,,,,,,,,,,,171.134151014421
13.4499999999996,,,,,,,,,,,,,,,,169.844535821304
13.4599999999996,,,,,,,,,,,,,,,,168.853972203115
13.4699999999996,,,,,,,,,,,,,,,,168.211378058059
13.4799999999996,,,,,,,,,,,,,,,,167.796587747801
13.4899999999996,,,,,,,,,,,,,,,,167.219593966464
13.4999999999996,,,,,,,,,,,,,,,,166.302870073959
13.5,196.043340963162,195.37528101181,194.707852769996,195.169885591284,194.257607140699,193.209222642919,192.04965690278,190.729898060658,189.097263199286,187.191990716405,185.514121693705,182.755888972796,179.141273988376,175.043338577441,168.795231733761,
13.5099999999996,,,,,,,,,,,,,,,,165.694389361284
13.5199999999996,,,,,,,,,,,,,,,,164.742834590617
13.5299999999996,,,,,,,,,,,,,,,,163.900667373615
13.5399999999996,,,,,,,,,,,,,,,,163.073510691197
13.5499999999996,,,,,,,,,,,,,,,,161.97001741052
13.5599999999996,,,,,,,,,,,,,,,,161.679930579278
13.5699999999996,,,,,,,,,,,,,,,,161.698359324106
13.5799999999996,,,,,,,,,,,,,,,,161.62959864067
13.5899999999996,,,,,,,,,,,,,,,,161.287727201467
13.5999999999996,,,,,,,,,,,,,,,,158.586070961403
13.6,186.775059392272,186.760833814837,185.606945094234,185.948549277015,185.164553723412,184.275929107726,183.267617930893,182.06226544229,180.617817247836,178.916764242666,177.347174564831,174.858334178126,171.46506444344,167.741859150606,161.737963006855,
13.6099999999996,,,,,,,,,,,,,,,,154.903074096802
13.6199999999996,,,,,,,,,,,,,,,,155.468093610717
13.6299999999996,,,,,,,,,,,,,,,,155.881700743277
13.6399999999996,,,,,,,,,,,,,,,,155.851882906605
13.6499999999996,,,,,,,,,,,,,,,,155.185702056485
13.6599999999996,,,,,,,,,,,,,,,,153.717166071546
13.6699999999996,,,,,,,,,,,,,,,,152.372883041407
13.6799999999996,,,,,,,,,,,,,,,,151.201524256456
13.6899999999996,,,,,,,,,,,,,,,,150.367500241752
13.6999999999996,,,,,,,,,,,,,,,,149.85063762632
13.7,173.515534617172,172.966832475024,172.930373722154,173.229946889508,172.650445508811,171.992080506832,171.909170566318,170.305712124732,169.19980640431,167.869987839744,167.053240476142,164.494115213581,161.813745741808,158.293157180782,152.745683916631,
13.7099999999996,,,,,,,,,,,,,,,,149.230171464676
13.7199999999996,,,,,,,,,,,,,,,,148.432475860782
13.7299999999996,,,,,,,,,,,,,,,,147.597583741418
13.7399999999996,,,,,,,,,,,,,,,,146.554699913323
13.7499999999996,,,,,,,,,,,,,,,,145.507292013589
13.7599999999996,,,,,,,,,,,,,,,,144.629309259256
13.7699999999996,,,,,,,,,,,,,,,,143.966651105118
13.7799999999996,,,,,,,,,,,,,,,,143.112655979682
13.7899999999996,,,,,,,,,,,,,,,,142.568143443084
13.7999999999996,,,,,,,,,,,,,,,,142.008719012848
13.8,159.691027474313,160.032064726584,159.797315996496,160.026854052476,159.687472183023,160.421990783726,158.229531852026,158.440866767855,157.714384636416,156.791670513608,155.653055772932,154.57339191058,151.970452352377,150.02957636552,144.62757504595,
13.8099999999996,,,,,,,,,,,,,,,,141.372945696494
13.8199999999996,,,,,,,,,,,,,,,,139.236453986655
13.8299999999996,,,,,,,,,,,,,,,,136.821151290228
13.8399999999996,,,,,,,,,,,,,,,,136.779560734626
13.8499999999996,,,,,,,,,,,,,,,,136.465715792011
13.8599999999996,,,,,,,,,,,,,,,,135.694805015249
13.8699999999996,,,,,,,,,,,,,,,,134.660311922932
13.8799999999996,,,,,,,,,,,,,,,,133.994830178899
13.8899999999996,,,,,,,,,,,,,,,,132.608880097757
13.8999999999996,,,,,,,,,,,,,,,,131.16607918528
13.9,145.650463667024,146.155383862197,146.078720480423,146.18313484206,146.045959571427,144.863399693404,146.850773701239,146.562894287493,146.050072327114,144.481190175785,144.347189907735,143.385965314509,141.714449131434,139.218463495928,135.251756540691,
13.9099999999996,,,,,,,,,,,,,,,,130.135874418491
13.9199999999996,,,,,,,,,,,,,,,,129.191934094136
13.9299999999996,,,,,,,,,,,,,,,,128.561946911748
13.9399999999996,,,,,,,,,,,,,,,,127.852671082085
13.9499999999996,,,,,,,,,,,,,,,,126.857363841226
13.9599999999996,,,,,,,,,,,,,,,,125.604922928385
13.9699999999996,,,,,,,,,,,,,,,,124.215334446709
13.9799999999996,,,,,,,,,,,,,,,,122.933864481861
13.9899999999996,,,,,,,,,,,,,,,,121.552407442022
13.9999999999996,,,,,,,,,,,,,,,,120.770807022608
14,132.98376070254,133.445667477147,133.417139096101,133.496919546024,134.390196219579,133.313678518059,132.038217738323,131.792336687905,131.650574733411,132.3394468018,132.611128038739,131.887781464191,130.714889948783,128.70328635911,125.185813935609,
14.0099999999996,,,,,,,,,,,,,,,,120.078898456166
14.0199999999996,,,,,,,,,,,,,,,,119.470140907468
14.0299999999996,,,,,,,,,,,,,,,,118.909196910977
14.0399999999996,,,,,,,,,,,,,,,,116.671885737835
14.0499999999996,,,,,,,,,,,,,,,,114.92157632681
14.0599999999996,,,,,,,,,,,,,,,,114.74675970487
14.0699999999996,,,,,,,,,,,,,,,,114.517138579395
14.0799999999996,,,,,,,,,,,,,,,,113.706103973943
14.0899999999996,,,,,,,,,,,,,,,,112.391858951327
14.0999999999996,,,,,,,,,,,,,,,,111.001333817667
14.1,122.135529500652,122.480850871658,122.389962358636,122.445951407428,121.42363545744,122.305832187042,122.141695172275,121.94751226692,121.749435957548,121.383421891217,121.540707770516,120.857315115536,120.503089794025,118.120541802137,115.312225700704,
14.1099999999996,,,,,,,,,,,,,,,,109.12458323965
14.1199999999996,,,,,,,,,,,,,,,,107.487889203145
14.1299999999996,,,,,,,,,,,,,,,,106.247689227767
14.1399999999996,,,,,,,,,,,,,,,,105.044281078509
14.1499999999996,,,,,,,,,,,,,,,,104.606834878579
14.1599999999996,,,,,,,,,,,,,,,,103.974932440187
14.1699999999996,,,,,,,,,,,,,,,,102.759841743272
14.1799999999996,,,,,,,,,,,,,,,,101.052148876324
14.1899999999996,,,,,,,,,,,,,,,,99.596603623231
14.1999999999996,,,,,,,,,,,,,,,,98.3737729960188
14.2,111.18041404626,111.547738954365,111.452992603205,111.586700650775,111.427334600466,111.208024103117,110.955607121516,110.596361911218,110.30079988559,109.827145509646,109.68210284385,108.783248014022,107.835818758094,106.291981909948,103.334492835647,
14.2099999999996,,,,,,,,,,,,,,,,97.8588061678332
14.2199999999996,,,,,,,,,,,,,,,,96.5934897932397
14.2299999999996,,,,,,,,,,,,,,,,95.4251903870995
14.2399999999996,,,,,,,,,,,,,,,,94.3796807800712
14.2499999999996,,,,,,,,,,,,,,,,93.4483516529083
