"Time [ms]","Moving1.Torque [NewtonMeter] - a='0mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='5mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='10mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='15mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='20mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='25mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='30mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='35mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='40mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='45mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='50mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='55mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='60mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='65mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='70mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='60mm' b='0.7'"
0,0.0197018298750689,-0.47710166508362,-0.303725206831894,-0.303570652066999,-0.202572311222275,-0.0347006105053923,-0.0475979282288857,-0.0486551121546792,0.112381474800996,0.109385136962712,-0.0473215816252728,-0.0582495332950243,-0.126457495655946,0.128586396485644,-0.0165417157525478,-0.0597287121966398
0.01,-0.475011779647808,,,,,,,,,,,,,,,-0.0995372875364439
0.02,-0.51098891638498,,,,,,,,,,,,,,,-0.128141454201512
0.03,-0.507389757885091,,,,,,,,,,,,,,,-0.151719021143374
0.04,-0.442289227160796,,,,,,,,,,,,,,,-0.18260262457852
0.05,-0.300488107869196,,,,,,,,,,,,,,,-0.231790605571239
0.06,-0.137379797218967,,,,,,,,,,,,,,,-0.291955353209223
0.07,0.0377462472435301,,,,,,,,,,,,,,,-0.357330798499303
0.08,0.281560197024104,,,,,,,,,,,,,,,-0.415284108455715
0.09,0.574591989658392,,,,,,,,,,,,,,,-0.450639067815524
0.1,1.23474582672031,0.761336060201643,0.842188017368092,1.48716344292323,1.60817349359988,1.74166716741791,1.76121316102842,1.7248481677423,1.96589392241698,2.04322273186738,-0.222302338793802,-0.587825410204873,-1.10965221716884,0.871064736127265,0.0335748924276736,-0.458626697706359
0.11,1.19151744449026,,,,,,,,,,,,,,,-0.445964571088506
0.12,1.40954134453013,,,,,,,,,,,,,,,-0.493355377484486
0.13,1.67524369315531,,,,,,,,,,,,,,,-0.502960538440773
0.14,1.97517394850927,,,,,,,,,,,,,,,-0.474825233405759
0.15,2.28524664289081,,,,,,,,,,,,,,,-0.425531670291193
0.16,2.56422050119131,,,,,,,,,,,,,,,-0.381121454663902
0.17,2.78004055263601,,,,,,,,,,,,,,,-0.394821239871002
0.18,2.92920901555563,,,,,,,,,,,,,,,-0.442610808506547
0.19,3.00426908320122,,,,,,,,,,,,,,,-0.488909236976558
0.2,3.73200234031275,2.81010902966094,2.75688247939067,3.28356853468652,3.28332376433799,3.46704423798649,3.31643624546216,3.10169220021449,3.17560572339698,3.13797086785453,-0.41972478663671,-0.80758325771364,-1.40977289665462,0.992066959177779,-0.0363418414524518,-0.534319929748752
0.21,2.94013826123873,,,,,,,,,,,,,,,-0.585466492214719
0.22,2.8464930252352,,,,,,,,,,,,,,,-0.638153957469928
0.23,3.02480241217799,,,,,,,,,,,,,,,-0.548864828521557
0.24,3.14632682221042,,,,,,,,,,,,,,,-0.496076327890296
0.25,3.22542927374227,,,,,,,,,,,,,,,-0.465156754637014
0.26,3.28582943204816,,,,,,,,,,,,,,,-0.435711411496525
0.27,3.35199227001699,,,,,,,,,,,,,,,-0.403683460839752
0.28,3.37652965617071,,,,,,,,,,,,,,,-0.395071645123428
0.29,3.35417864891912,,,,,,,,,,,,,,,-0.419828026889956
0.3,4.04554818695841,3.10153686279472,3.04603158377106,3.40226052827772,3.28730883138144,3.45318959727181,3.12360304592781,2.79472457265895,2.7498872121935,2.74048679288658,-0.195519803064791,-0.54520508335274,-1.012306898619,0.608606697139941,0.102034250483285,-0.452224403660866
0.31,3.30947194643996,,,,,,,,,,,,,,,-0.478822830729312
0.32,3.2773916246633,,,,,,,,,,,,,,,-0.495082344589931
0.33,3.21757271742052,,,,,,,,,,,,,,,-0.477551360600819
0.34,3.07197482510606,,,,,,,,,,,,,,,-0.447936494843165
0.35,2.91986575241299,,,,,,,,,,,,,,,-0.44158277032792
0.36,2.74493417638321,,,,,,,,,,,,,,,-0.42490524916325
0.37,2.52338204916717,,,,,,,,,,,,,,,-0.410954726224066
0.38,2.23173895802168,,,,,,,,,,,,,,,-0.404746365466262
0.39,1.86558419134553,,,,,,,,,,,,,,,-0.376486641971025
0.4,1.91757047438487,1.35154091179481,1.38118095136628,1.26449077675596,1.2051339742752,1.32308221090256,1.10139321886418,0.918746050754132,0.94715615749815,0.989537633617632,0.203619992788442,0.130872278141553,0.0723657740609283,-0.0348949808449529,0.134781470822156,-0.322990775413193
0.41,0.911792251226892,,,,,,,,,,,,,,,-0.261778165586936
0.42,0.347839958870374,,,,,,,,,,,,,,,-0.21074922175983
0.43,-0.232246329330789,,,,,,,,,,,,,,,-0.186096250278549
0.440000000000001,-0.763561497545919,,,,,,,,,,,,,,,-0.17871091038865
0.450000000000001,-1.11133235796843,,,,,,,,,,,,,,,-0.113633951521408
0.460000000000001,-1.43127015400682,,,,,,,,,,,,,,,-0.0876648042170855
0.470000000000001,-1.70279726207299,,,,,,,,,,,,,,,-0.0714814952413705
0.480000000000001,-1.90907162368699,,,,,,,,,,,,,,,-0.0409592196141908
0.490000000000001,-2.0502824342016,,,,,,,,,,,,,,,0.00870570634460649
0.5,-2.52115025805247,-1.87752964469901,-1.48192351744674,-1.8995600484818,-1.88023990568288,-1.47372267878348,-1.61368721557198,-1.57267454686966,-1.51776811318104,-1.29925441971339,0.621713119893704,0.894076552487073,1.11683063904897,-0.538871664671138,0.124458208916098,0.0557892091122139
0.510000000000001,-2.25458893832339,,,,,,,,,,,,,,,0.0829527085529991
0.520000000000001,-2.32394069918865,,,,,,,,,,,,,,,0.110830155437585
0.530000000000001,-2.3702101560274,,,,,,,,,,,,,,,0.158863642293436
0.540000000000001,-2.39451534310168,,,,,,,,,,,,,,,0.227761574056711
0.550000000000001,-2.41288859246408,,,,,,,,,,,,,,,0.30122805642214
0.560000000000001,-2.47549108362527,,,,,,,,,,,,,,,0.32676319382004
0.570000000000001,-2.54140681909818,,,,,,,,,,,,,,,0.367363161948532
0.580000000000001,-2.61522531402961,,,,,,,,,,,,,,,0.42286482618226
0.590000000000001,-2.6927350708167,,,,,,,,,,,,,,,0.486286741375421
0.6,-2.98587854503568,-2.5146816960794,-2.14397809452945,-3.2188097507425,-3.1930488436565,-2.89245164583001,-3.14541924388531,-3.09618510962666,-3.02341366113333,-2.76326523174347,0.455239769121657,1.00614660638666,1.47700418163209,-0.739566495824657,0.0730210420384521,0.550554378991952
0.610000000000001,-2.79737356455931,,,,,,,,,,,,,,,0.617903846841313
0.620000000000001,-2.84191470644535,,,,,,,,,,,,,,,0.670747121319353
0.630000000000001,-2.8901243301231,,,,,,,,,,,,,,,0.693432423199656
0.640000000000001,-2.92656169944211,,,,,,,,,,,,,,,0.684811125404677
0.650000000000001,-2.93922414553048,,,,,,,,,,,,,,,0.650856451604279
0.660000000000001,-2.95920078968447,,,,,,,,,,,,,,,0.629083806594135
0.670000000000001,-3.05049956491596,,,,,,,,,,,,,,,0.68159415919057
0.680000000000001,-3.02490959652048,,,,,,,,,,,,,,,0.69426345685282
0.690000000000001,-2.8838884237125,,,,,,,,,,,,,,,0.688685045649519
0.7,-3.141942583084,-2.38211314914349,-2.16249599020179,-3.02798826749134,-3.03352164892029,-2.84495340152104,-3.07545672804885,-2.9555841867195,-2.89986381965826,-2.52313296526054,0.187182642608616,0.770334033987277,1.08246297124189,-0.423977317669691,0.0306107915265002,0.676104538969623
0.710000000000001,-2.38157533652834,,,,,,,,,,,,,,,0.661056902993345
0.720000000000001,-2.04877261652882,,,,,,,,,,,,,,,0.659718514157073
0.730000000000001,-1.70820863035088,,,,,,,,,,,,,,,0.670037269407065
0.740000000000001,-1.43192167548954,,,,,,,,,,,,,,,0.675659938246114
0.750000000000001,-1.28876276987501,,,,,,,,,,,,,,,0.665096268120692
0.760000000000001,-1.23574233352131,,,,,,,,,,,,,,,0.629066097517795
0.770000000000001,-1.1989037955045,,,,,,,,,,,,,,,0.582520725259364
0.780000000000001,-1.10218768143795,,,,,,,,,,,,,,,0.566362855603291
0.790000000000001,-1.09236479819857,,,,,,,,,,,,,,,0.518655190764688
0.8,-1.48595017371377,-1.09385884419787,-1.43357164433216,-1.36543422616212,-1.35535100119672,-1.55080758343873,-1.07678854398597,-1.03033337187307,-0.976304877845462,-0.940665084136644,-0.114475900530154,0.129994170173004,0.239443392169557,0.0334805750075744,-0.0362563177441825,0.442992739482212
0.810000000000001,-1.22437523347895,,,,,,,,,,,,,,,0.352392979820961
0.820000000000002,-1.33488551794854,,,,,,,,,,,,,,,0.271454512869358
0.830000000000002,-1.30807710968534,,,,,,,,,,,,,,,0.227125913325018
0.840000000000002,-1.1852613664848,,,,,,,,,,,,,,,0.200825454674348
0.850000000000002,-0.957256440766173,,,,,,,,,,,,,,,0.183539568070264
0.860000000000002,-0.61865570567726,,,,,,,,,,,,,,,0.175153998712376
0.870000000000002,-0.19151111690341,,,,,,,,,,,,,,,0.173820678322406
0.880000000000002,0.139219459749321,,,,,,,,,,,,,,,0.153404943912379
0.890000000000002,0.121844665277126,,,,,,,,,,,,,,,0.0765735246193457
0.9,0.184414888511025,0.136026959048156,0.0233036649395649,0.816808807783552,0.874499389751773,0.842810098374265,1.10625561828167,1.22957316847412,1.23926045969914,1.23696141025036,-0.0631897529454904,-0.274697395535604,-0.440382147058548,0.644849179900225,0.0841798662318356,0.0103756851330214
0.910000000000002,0.287406565072277,,,,,,,,,,,,,,,-0.0493156203148254
0.920000000000002,0.495151720685633,,,,,,,,,,,,,,,-0.104147638944376
0.930000000000002,0.780848024503672,,,,,,,,,,,,,,,-0.154687603227955
0.940000000000002,1.09698395494785,,,,,,,,,,,,,,,-0.175551081245756
0.950000000000002,1.4655767982229,,,,,,,,,,,,,,,-0.191437083119096
0.960000000000002,1.84636599763768,,,,,,,,,,,,,,,-0.215009732138304
0.970000000000002,2.19064296746708,,,,,,,,,,,,,,,-0.24378833691273
0.980000000000002,2.47861390820808,,,,,,,,,,,,,,,-0.267823428331511
0.990000000000002,2.72040974917178,,,,,,,,,,,,,,,-0.290475134662335
1,4.07046052459822,2.72854225699318,2.64363469132339,3.10368627892867,3.00637002151467,2.86398282506784,2.85164851659153,2.83255529412712,2.73766665471835,2.67145418949758,-0.43262640313066,-0.761660202239581,-1.03851593380079,1.06792652344982,0.0790537487410624,-0.333053740631633
1.01,3.12566120017445,,,,,,,,,,,,,,,-0.370479639531459
1.02,3.27522385201168,,,,,,,,,,,,,,,-0.390079927471577
1.03,3.39467911032257,,,,,,,,,,,,,,,-0.383610912977762
1.04,3.49625760956034,,,,,,,,,,,,,,,-0.359218152790938
1.05,3.51709412622367,,,,,,,,,,,,,,,-0.306955679095449
1.06,3.50697309156399,,,,,,,,,,,,,,,-0.271265014353153
1.07,3.47554848326719,,,,,,,,,,,,,,,-0.275737342320778
1.08,3.41772794780517,,,,,,,,,,,,,,,-0.321045158997068
1.09,3.33451066951865,,,,,,,,,,,,,,,-0.394713374206738
1.1,4.03617904512655,3.22013681584937,3.08716366609182,3.28486769378201,3.08924121140207,3.00253973410673,2.91844053424022,2.95240521167501,2.80166173609273,2.67185413326666,-0.318604514300574,-0.6509134798744,-0.956669528074711,0.863578774966793,0.0721208800536567,-0.417259407711033
1.11,3.55406158978368,,,,,,,,,,,,,,,-0.336270005004175
1.12,3.71372813093129,,,,,,,,,,,,,,,-0.269085266875681
1.13,3.8166182504766,,,,,,,,,,,,,,,-0.237129282566462
1.14,3.85630808172463,,,,,,,,,,,,,,,-0.250152683897566
1.15,3.83540392097686,,,,,,,,,,,,,,,-0.29590310514561
1.16,3.7364938287119,,,,,,,,,,,,,,,-0.313302928325106
1.17,3.60219623510284,,,,,,,,,,,,,,,-0.312406189922378
1.18,3.43059384661789,,,,,,,,,,,,,,,-0.313956615276041
1.19,3.22930178839583,,,,,,,,,,,,,,,-0.298328189540315
1.2,3.75232773723829,2.86828612322704,2.66875948794142,2.68839409553721,2.41174457380275,2.27430852807792,2.02231989246558,1.98628275408985,1.63412376517194,1.52420651205692,0.196142382546185,-0.0270088978466533,-0.366189606890815,0.29673632800066,0.0411296733991414,-0.264759333494833
1.21,2.70271069537959,,,,,,,,,,,,,,,-0.234635916638444
1.22,,,,,,,,,,,,,,,,-0.222708704832351
1.23,,,,,,,,,,,,,,,,-0.195823103292814
1.24,,,,,,,,,,,,,,,,-0.154023774239609
1.25,,,,,,,,,,,,,,,,-0.0989471089573672
1.26,,,,,,,,,,,,,,,,-0.0426005607215219
1.27,,,,,,,,,,,,,,,,-0.0175608838192457
1.28,,,,,,,,,,,,,,,,-0.00214814812029622
1.29,,,,,,,,,,,,,,,,0.00118468793609122
1.3,-1.52062858791992,-1.02041075034678,-0.753129224313194,-0.90229118624377,-0.879752686806404,-0.712726904563812,-0.698264766756743,-0.461130261823895,-0.651909418812788,-0.571123124292011,0.662659895929254,0.747151332677212,0.747455951636622,-0.207783329078173,0.0479316246650439,0.000578715009716974
1.31,,,,,,,,,,,,,,,,0.0223860421490341
1.32,,,,,,,,,,,,,,,,0.0746912379331317
1.33,,,,,,,,,,,,,,,,0.153693790602195
1.34,,,,,,,,,,,,,,,,0.234636936583301
1.35,,,,,,,,,,,,,,,,0.303785894483182
1.36,,,,,,,,,,,,,,,,0.356423368241458
1.37,,,,,,,,,,,,,,,,0.395159080930066
1.38,,,,,,,,,,,,,,,,0.407427792439066
1.39,,,,,,,,,,,,,,,,0.43473609271434
1.4,-2.63093061291691,-1.99611372657632,-1.92168853499733,-2.38160932510972,-2.53023082215631,-2.45190198274061,-2.44647053133935,-2.14486464533537,-2.38435781517055,-2.25910665390714,0.82527306342764,1.26240212562381,1.67302213733707,-0.429529358834064,0.0328887942033857,0.485550011447769
1.41,,,,,,,,,,,,,,,,0.554056774419242
1.42,,,,,,,,,,,,,,,,0.631750597963799
1.43,,,,,,,,,,,,,,,,0.687776385482251
1.44,,,,,,,,,,,,,,,,0.728071683010751
1.45,,,,,,,,,,,,,,,,0.7886767881153
1.46,,,,,,,,,,,,,,,,0.861638635592406
1.47,,,,,,,,,,,,,,,,0.936858575784917
1.48,,,,,,,,,,,,,,,,1.00003155772529
1.49,,,,,,,,,,,,,,,,1.05405718961187
1.5,-2.61707375385234,-1.89205689701868,-1.83764029759222,-2.53140976912481,-2.76012173471236,-2.72186004901811,-2.76819679993898,-2.50024380509186,-2.78572032669291,-2.57773497273642,0.637486823567514,1.10814350053668,1.57502870604341,-0.560895452673259,0.166471918612646,1.08141101003084
1.51,,,,,,,,,,,,,,,,1.08259599070314
1.52,,,,,,,,,,,,,,,,1.05056247276751
1.53,,,,,,,,,,,,,,,,0.984335607908507
1.54,,,,,,,,,,,,,,,,0.990746542430413
1.55,,,,,,,,,,,,,,,,1.05484200178527
1.56,,,,,,,,,,,,,,,,1.05945033486068
1.57,,,,,,,,,,,,,,,,1.01125113521656
1.58,,,,,,,,,,,,,,,,0.943232465969346
1.59,,,,,,,,,,,,,,,,0.884460831916991
1.6,-1.78718933669363,-1.84009611485837,-1.78286090748963,-2.12811558935581,-1.57601038541894,-1.54161772910353,-1.5665584197953,-1.60480913617926,-1.5393346793683,-1.30212966868437,0.227874235196287,0.473928691971147,0.685117893450736,-0.224936808181913,0.321689830696269,0.86799142744715
1.61,,,,,,,,,,,,,,,,0.850912690758631
1.62,,,,,,,,,,,,,,,,0.828739662328528
1.63,,,,,,,,,,,,,,,,0.797654368242343
1.64,,,,,,,,,,,,,,,,0.757978545257465
1.65,,,,,,,,,,,,,,,,0.730473617004704
1.66,,,,,,,,,,,,,,,,0.712649005575554
1.67,,,,,,,,,,,,,,,,0.667935831131272
1.68,,,,,,,,,,,,,,,,0.593070542324209
1.69,,,,,,,,,,,,,,,,0.495399149018259
1.7,-1.06383767845917,-1.10821855649641,-0.985479689807317,-0.521416492352223,-0.00310519508883538,0.142100611570924,0.280004510824238,0.365658195858232,0.532062732232808,0.775821681634198,0.0383946306749106,-0.0855516581448904,-0.181117509639763,0.512018291448078,0.163981943907692,0.407918751271475
1.71,,,,,,,,,,,,,,,,0.339121637002163
1.72,,,,,,,,,,,,,,,,0.278061244894281
1.73,,,,,,,,,,,,,,,,0.233848249067866
1.74,,,,,,,,,,,,,,,,0.20626402971095
1.75,,,,,,,,,,,,,,,,0.184711106184602
1.76,,,,,,,,,,,,,,,,0.111464217932409
1.77,,,,,,,,,,,,,,,,0.0144149174566111
1.78,,,,,,,,,,,,,,,,-0.0596436919580897
1.79,,,,,,,,,,,,,,,,-0.108510895966295
1.8,2.58417108574657,1.64268201308534,1.57147110033564,2.19471571742397,2.42925955970316,2.39817084874136,2.39134818649132,2.42142135734774,2.40694873194873,2.53503047292117,-0.201975089237007,-0.612108622438474,-0.864566389233962,1.08907143288788,0.057520515435542,-0.137116358780951
1.81,,,,,,,,,,,,,,,,-0.157180144897935
1.82,,,,,,,,,,,,,,,,-0.17408530291275
1.83,,,,,,,,,,,,,,,,-0.192034841566394
1.84,,,,,,,,,,,,,,,,-0.227746979916987
1.85,,,,,,,,,,,,,,,,-0.275099032251165
1.86,,,,,,,,,,,,,,,,-0.319497536815345
1.87,,,,,,,,,,,,,,,,-0.368670989408992
1.88,,,,,,,,,,,,,,,,-0.427562488962529
1.89,,,,,,,,,,,,,,,,-0.472347409112564
1.9,4.42193519739616,3.511764312411,3.32012935943707,3.66061536319146,3.66088965100014,3.56700899061143,3.41934666334017,3.30212513415137,3.15176110926907,3.11342983052363,-0.349714582572056,-0.834916773362325,-1.11487377962705,1.19894246157459,0.00455546261126673,-0.491891285090309
1.91,,,,,,,,,,,,,,,,-0.493792710382051
1.92,,,,,,,,,,,,,,,,-0.490514561251123
1.93,,,,,,,,,,,,,,,,-0.46764598770704
1.94,,,,,,,,,,,,,,,,-0.463673760585125
1.95,,,,,,,,,,,,,,,,-0.480490567875566
1.96,,,,,,,,,,,,,,,,-0.527658373717195
1.97,,,,,,,,,,,,,,,,-0.604644051683851
1.98,,,,,,,,,,,,,,,,-0.578302031247725
1.99,,,,,,,,,,,,,,,,-0.498305976214492
2,4.58815782874234,3.60747614368844,3.3595651173038,3.26947386962677,3.20296549523532,3.03560297806658,2.79344884703161,2.58860409835133,2.37693208827322,2.2891052432897,0.0530616228585947,-0.357885758441681,-0.64758302689384,0.782433806855809,0.14369570767045,-0.427536586221406
2.01,,,,,,,,,,,,,,,,-0.395841854883374
2.02,,,,,,,,,,,,,,,,-0.400035303343273
2.03,,,,,,,,,,,,,,,,-0.412592192148327
2.04,,,,,,,,,,,,,,,,-0.40038240309866
2.05,,,,,,,,,,,,,,,,-0.367400762371152
2.06,,,,,,,,,,,,,,,,-0.315142051823816
2.07,,,,,,,,,,,,,,,,-0.253495425580765
2.08,,,,,,,,,,,,,,,,-0.191989933936379
2.09,,,,,,,,,,,,,,,,-0.137325057708644
2.1,1.05879140332728,0.813281085766167,0.777272433285974,0.489332942476589,0.524114205013547,0.481998934597838,0.399099616152932,0.286764510789521,0.18482844128876,0.169334615663504,0.637334716069331,0.531804267767719,0.446867621829686,0.115218615532937,0.360943553228445,-0.0883639791848237
2.11,,,,,,,,,,,,,,,,-0.0519068827808925
2.12,,,,,,,,,,,,,,,,-0.0285590425843311
2.13,,,,,,,,,,,,,,,,-0.0023736801612042
2.14,,,,,,,,,,,,,,,,0.0498613942224395
2.15,,,,,,,,,,,,,,,,0.12220362225269
2.16,,,,,,,,,,,,,,,,0.214074825514033
2.17,,,,,,,,,,,,,,,,0.331486710458483
2.18,,,,,,,,,,,,,,,,0.471990988651075
2.19,,,,,,,,,,,,,,,,0.627122363909177
2.2,-2.46496790071292,-2.03579528136958,-1.91042688670858,-2.35091076594285,-2.23111192812466,-2.10104558656239,-2.0238143380282,-2.0004555942746,-1.94364227580708,-1.87641530398997,0.866620975970413,1.16777724231651,1.5697686974879,-0.548192660948279,0.377609174712636,0.642275781397235
2.21,,,,,,,,,,,,,,,,0.635749466835421
2.22000000000001,,,,,,,,,,,,,,,,0.670925376511389
2.23000000000001,,,,,,,,,,,,,,,,0.732844175964076
2.24000000000001,,,,,,,,,,,,,,,,0.804333615856449
2.25000000000001,,,,,,,,,,,,,,,,0.872695908042126
2.26000000000001,,,,,,,,,,,,,,,,0.941191386358717
2.27000000000001,,,,,,,,,,,,,,,,0.999564021886917
2.28000000000001,,,,,,,,,,,,,,,,1.03645147085163
2.29000000000001,,,,,,,,,,,,,,,,1.0554748190399
2.3,-3.82746425102981,-3.02185238644915,-2.85970361671245,-3.46332676694356,-3.29749837402128,-3.19081566216578,-3.12077430524911,-3.05984384797238,-3.03188358584221,-2.88402557392358,0.630538320408592,1.12402820828512,1.8178015333185,-0.699685407321641,0.517881136877338,1.06784406007165
2.31000000000001,,,,,,,,,,,,,,,,1.06909538671207
2.32000000000001,,,,,,,,,,,,,,,,1.06101715227025
2.33000000000001,,,,,,,,,,,,,,,,1.05717268995132
2.34000000000001,,,,,,,,,,,,,,,,1.06962436194466
2.35000000000001,,,,,,,,,,,,,,,,1.09253973026248
2.36000000000001,,,,,,,,,,,,,,,,1.10480111034357
2.37000000000001,,,,,,,,,,,,,,,,1.13102669169189
2.38000000000001,,,,,,,,,,,,,,,,1.12932058358775
2.39000000000001,,,,,,,,,,,,,,,,1.08823135397117
2.4,-1.69642418574365,-1.5357258998481,-1.51446702629402,-2.09275561242776,-1.9856446641703,-2.02946890268702,-2.00530258053694,-1.91231091710829,-1.80233558034501,-1.66530989109717,0.486101628789649,0.903230093729156,1.34928794203836,-0.354640689275963,0.625050261230501,1.00225449187014
2.41000000000001,,,,,,,,,,,,,,,,0.893449867201433
2.42000000000001,,,,,,,,,,,,,,,,0.882667435435407
2.43000000000001,,,,,,,,,,,,,,,,0.898651073250744
2.44000000000001,,,,,,,,,,,,,,,,0.891068394724644
2.45000000000001,,,,,,,,,,,,,,,,0.849362373105332
2.46000000000001,,,,,,,,,,,,,,,,0.778852569489539
2.47000000000001,,,,,,,,,,,,,,,,0.695364135086572
2.48000000000001,,,,,,,,,,,,,,,,0.596512807920052
2.49000000000001,,,,,,,,,,,,,,,,0.510424039168068
2.5,-0.309829162880165,-0.817654246969584,-0.732754566241977,-0.472348915046241,-0.318863522417255,-0.322070441197757,-0.193600668089133,0.0217735137171552,0.209429488283335,0.221939128586353,0.113508837741044,0.232426210351706,0.323688932059525,0.265220188832589,0.481514229681177,0.448645665284919
2.51000000000001,,,,,,,,,,,,,,,,0.405984310828556
2.52000000000001,,,,,,,,,,,,,,,,0.37152554770835
2.53000000000001,,,,,,,,,,,,,,,,0.326590758066728
2.54000000000001,,,,,,,,,,,,,,,,0.291978131181256
2.55000000000001,,,,,,,,,,,,,,,,0.262163925297765
2.56000000000001,,,,,,,,,,,,,,,,0.22774443990381
2.57000000000001,,,,,,,,,,,,,,,,0.175572448609289
2.58000000000001,,,,,,,,,,,,,,,,0.111788773360173
2.59000000000001,,,,,,,,,,,,,,,,0.0580252947592738
2.6,0.72113529937652,0.251049338979965,0.286280691219776,0.965448248934112,1.19826206615401,1.18839348101598,1.33024643591855,1.51149787171261,1.75768622119795,1.85327089115735,-0.461054102510471,-0.530752584555398,-0.698541279084434,0.922435404184199,0.281727563093098,0.0128954318153933
2.61000000000001,,,,,,,,,,,,,,,,-0.0246183394934113
2.62000000000001,,,,,,,,,,,,,,,,-0.0600167783618822
2.63000000000001,,,,,,,,,,,,,,,,-0.0953848253974591
2.64000000000001,,,,,,,,,,,,,,,,-0.130011108155238
2.65000000000001,,,,,,,,,,,,,,,,-0.182262059787671
2.66000000000001,,,,,,,,,,,,,,,,-0.238957589360308
2.67000000000001,,,,,,,,,,,,,,,,-0.280933162168154
2.68000000000001,,,,,,,,,,,,,,,,-0.298965046501242
2.69000000000001,,,,,,,,,,,,,,,,-0.296756414637427
2.7,2.66381776661696,1.74610935906826,1.71510344596341,2.48145676540977,2.60752681384771,2.5090596741183,2.58464808497162,2.63490155799422,2.74567933938159,2.66616632630926,-0.861118577595281,-1.05348440278507,-1.34496776299742,1.17116305939197,0.193663990266135,-0.26283187296361
2.71000000000001,,,,,,,,,,,,,,,,-0.231512966224048
2.72000000000001,,,,,,,,,,,,,,,,-0.21522163296791
2.73000000000001,,,,,,,,,,,,,,,,-0.213206894290061
2.74000000000001,,,,,,,,,,,,,,,,-0.237201623754988
2.75000000000001,,,,,,,,,,,,,,,,-0.207097958203975
2.76000000000001,,,,,,,,,,,,,,,,-0.188798061323419
2.77000000000001,,,,,,,,,,,,,,,,-0.196729682231112
2.78000000000001,,,,,,,,,,,,,,,,-0.227310182801403
2.79000000000001,,,,,,,,,,,,,,,,-0.261205320394432
2.8,4.14196386628574,2.96046115589564,2.72039834652304,3.06172376084706,2.90447475129018,2.63703456108031,2.52723786963889,2.43096929464083,2.46171538464855,2.24353200913758,-0.474967833702964,-0.762359061268045,-1.22966330555904,0.883134414324245,0.0714475916525076,-0.268984061517616
2.81000000000001,,,,,,,,,,,,,,,,-0.264117994739191
2.82000000000001,,,,,,,,,,,,,,,,-0.24286795848965
2.83000000000001,,,,,,,,,,,,,,,,-0.213671119682717
2.84000000000001,,,,,,,,,,,,,,,,-0.191069898328146
2.85000000000001,,,,,,,,,,,,,,,,-0.193054427987416
2.86000000000001,,,,,,,,,,,,,,,,-0.189905273491083
2.87000000000001,,,,,,,,,,,,,,,,-0.183574116649613
2.88000000000001,,,,,,,,,,,,,,,,-0.168448408356825
2.89000000000001,,,,,,,,,,,,,,,,-0.143263906156172
2.9,1.53444573370747,1.0107743100613,0.96533061506332,1.03785650185736,0.878926044430078,0.818393167207854,0.725444413859417,0.742534590271446,0.825842870302807,0.628705163617096,0.309956788334954,0.219953347686843,-0.105496465636845,0.309410824594742,0.0256041763249888,-0.114461267487292
2.91000000000001,,,,,,,,,,,,,,,,-0.0879643321189499
2.92000000000001,,,,,,,,,,,,,,,,-0.0512101637216513
2.93000000000001,,,,,,,,,,,,,,,,-0.0166134127894573
2.94000000000001,,,,,,,,,,,,,,,,0.0100433232021567
2.95000000000001,,,,,,,,,,,,,,,,0.0309375180798349
2.96000000000001,,,,,,,,,,,,,,,,0.0448012117175949
2.97000000000001,,,,,,,,,,,,,,,,0.0581199660940855
2.98000000000001,,,,,,,,,,,,,,,,0.0547512921489383
2.99000000000001,,,,,,,,,,,,,,,,0.0442806764033544
3,-2.95140264686747,-1.97172420218222,-1.78838127773925,-1.83220650019185,-1.8211127110185,-1.6677787424934,-1.50632462970726,-1.46697903765151,-1.30504903321362,-1.4067815963555,0.894800547844321,1.08762814885528,1.11879455687499,-0.480658332057502,-0.11323395009485,0.0340996268042615
3.01000000000001,,,,,,,,,,,,,,,,0.0281025805024997
3.02000000000001,,,,,,,,,,,,,,,,0.0665564612707681
3.03000000000001,,,,,,,,,,,,,,,,0.131449277302282
3.04000000000001,,,,,,,,,,,,,,,,0.209892949324391
3.05000000000001,,,,,,,,,,,,,,,,0.296685141660364
3.06000000000001,,,,,,,,,,,,,,,,0.372162285251387
3.07000000000001,,,,,,,,,,,,,,,,0.422396761553439
3.08000000000001,,,,,,,,,,,,,,,,0.454951220310565
3.09000000000001,,,,,,,,,,,,,,,,0.472705584664492
