Time [ms],Moving1.Torque [NewtonMeter] - a='15mm',Moving1.Torque [NewtonMeter] - a='20mm',Moving1.Torque [NewtonMeter] - a='25mm',Moving1.Torque [NewtonMeter] - a='30mm',Moving1.Torque [NewtonMeter] - a='35mm',Moving1.Torque [NewtonMeter] - a='40mm',Moving1.Torque [NewtonMeter] - a='45mm',Moving1.Torque [NewtonMeter] - a='50mm',Moving1.Torque [NewtonMeter] - a='55mm',Moving1.Torque [NewtonMeter] - a='60mm',Moving1.Torque [NewtonMeter] - a='65mm',Moving1.Torque [NewtonMeter] - a='70mm',Moving1.Torque [NewtonMeter] - a='75mm'
6.79,189.4524689,188.0884371,186.5575631,184.7229061,182.5892022,180.206723,177.143831,172.1575743,167.1996899,160.7284557,155.2058666,143.1748094,123.2463212
6.8,189.1146898,187.7197507,186.1844241,184.3362016,182.1646651,179.7509675,176.6717892,171.5603586,166.6007316,160.0933618,154.6682093,142.602705,122.6898376
6.81,188.6966144,187.2867886,185.7241655,183.9304942,181.7341404,179.3369875,176.2599132,170.9930183,165.9965818,159.5262868,154.2738198,142.0987217,122.1748062
6.82,188.2428478,186.8219794,185.235931,183.4886313,181.274584,178.8742091,175.798405,170.4243093,165.4065517,158.9580521,153.8373878,141.5879435,121.6714218
6.83,187.7660359,186.3387059,184.7361515,183.025581,180.7940318,178.3775203,175.3024441,169.8270289,164.8188291,158.3850784,153.3368648,141.0621363,121.1596503
6.84,187.2800765,185.8500585,184.2396636,182.5511241,180.3008647,177.8641026,174.7885188,169.2367914,164.238389,157.8050901,152.8156098,140.5267681,120.6324027
6.85,186.7945284,185.362531,183.7536961,182.0622982,179.8000966,177.3480283,174.2679044,168.6583731,163.6682104,157.2215372,152.2804891,139.9896821,120.1117571
6.86,186.2801388,184.8447531,183.2423626,181.5410761,179.2739049,176.8060521,173.7250065,168.0720593,163.0893834,156.6315739,151.7285441,139.4430504,119.5768311
6.87,185.7566679,184.3179572,182.7244303,181.0029432,178.7331639,176.2500566,173.1662738,167.4921756,162.5200702,156.0546837,151.1784734,138.9017148,119.0572633
6.88,185.2279123,183.7892923,182.2026371,180.4586234,178.1849026,175.696009,172.6019898,166.9200401,161.9611401,155.4973699,150.6440425,138.3714258,118.5414712
6.89,184.6823951,183.2452181,181.6619267,179.9009627,177.6284867,175.1353751,172.0284186,166.3597199,161.403883,154.9563884,150.1217142,137.8443475,118.0279536
6.9,184.1116754,182.6772363,181.0922971,179.3210424,177.0545414,174.5585584,171.4421991,165.8151585,160.8610206,154.4261109,149.6027137,137.3153085,117.5201151
6.91,183.5155971,182.0848952,180.4966451,178.7139094,176.459697,173.9598972,170.8369978,165.2792332,160.3279439,153.9060287,149.074771,136.7984475,117.0188342
6.92,182.9063121,181.4892233,179.9067049,178.1037229,175.8452311,173.3490879,170.216646,164.7253892,159.7865144,153.3984369,148.5232654,136.2783608,116.5084921
6.93,182.2857212,180.8641879,179.2973407,177.4780991,175.219528,172.7277412,169.5868562,164.1925382,159.2638647,152.900183,147.9792721,135.7633532,116.0043421
6.94,181.6709163,180.2471648,178.6839105,176.8508105,174.595005,172.1020026,168.9564428,163.6921328,158.7682912,152.4123489,147.4487496,135.2510739,115.5113508
6.95,181.0707598,179.642367,178.0540399,176.2240553,173.9766775,171.4746925,168.3251456,163.2287337,158.3044712,151.9348801,146.9391644,134.7695507,115.0328436
6.96,180.4737891,179.0364088,177.430918,175.5685195,173.3558295,170.8375589,167.6856194,162.7850191,157.8632214,151.4707331,146.4241326,134.2866528,114.5602683
6.97,179.838814,178.3890815,176.7767966,174.8847287,172.7041935,170.1739041,167.0223311,162.3255104,157.4140753,151.0061642,145.9140799,133.8012504,114.0883805
6.98,179.1673634,177.709848,176.0947725,174.1799279,172.0155733,169.4945437,166.3462315,161.844917,156.9522676,150.5569064,145.3969822,133.312896,113.6173608
6.99,178.4535893,176.9889874,175.3749068,173.4542656,171.3052582,168.7986822,165.6578086,161.3294028,156.4684003,150.1292043,144.8606269,132.8120777,113.1397204
7,177.6932847,176.2233818,174.6223499,172.6989757,170.560617,168.0690387,164.9494551,160.778472,155.9635758,149.7138392,144.3025489,132.3056528,112.6577643
7.01,176.8955951,175.4226516,173.8437155,171.9232967,169.7882561,167.3090966,164.212863,160.2071263,155.4496274,149.2977729,143.7254229,131.804104,112.2225626
7.02,176.1117576,174.6401729,173.0774536,171.1683185,169.0282905,166.5552794,163.4800033,159.6949508,154.9890169,148.8928595,143.1685354,131.326728,111.7855038
7.03,175.4047288,173.9449802,172.3691432,170.4889556,168.3410831,165.8842801,162.8025258,159.360335,154.6625937,148.5296335,142.6948664,130.882496,111.3508316
7.04,174.6588265,173.214616,171.6349289,169.7690033,167.628415,165.1693767,162.0897135,159.0045319,154.3164646,148.1499738,142.1855097,130.434048,110.9193823
7.05,173.8649482,172.4404499,170.8678117,169.0116936,166.8916037,164.4226787,161.3531472,158.6060048,153.9435003,147.7634946,141.6486988,129.9762974,110.4834906
7.06,173.0240092,171.6243715,170.0688818,168.228426,166.1328638,163.6620423,160.6084353,158.1727739,153.5436019,147.3829679,141.0894669,129.5089316,110.0411348
7.07,172.1448265,170.7734912,169.2453093,167.4317642,165.3551023,162.8960078,159.8690231,157.7113352,153.1262577,147.0161404,140.5159787,129.0382436,109.5972405
7.08,171.2648772,169.9219912,168.4247838,166.6415497,164.5825262,162.1419522,159.1422042,157.223858,152.6966723,146.6528413,139.9574705,128.5720626,109.1679064
7.09,170.3913155,169.0734035,167.6108942,165.8648007,163.8086795,161.398053,158.4190911,156.7448155,152.2743232,146.299019,139.4058474,128.1185123,108.7540064
7.1,169.5271253,168.2297488,166.8021834,165.0949407,163.0335186,160.6509417,157.694811,156.2901768,151.8731558,145.9507802,138.8681613,127.6782404,108.3520804
7.11,168.6671729,167.3906732,165.992085,164.3226933,162.273039,159.9028879,156.9713296,155.8593029,151.489514,145.6028592,138.3403562,127.2671305,107.9487703
7.12,167.8108906,166.5552128,165.1787265,163.5577867,161.5153539,159.1559121,156.2457762,155.4464681,151.1170268,145.254869,137.8159996,126.8430374,107.5331731
7.13,166.9877171,165.7551731,164.398396,162.8007947,160.7741097,158.4225839,155.5442607,155.0300478,150.7262093,144.9051437,137.2866396,126.41376,107.1166417
7.14,166.242748,165.0203076,163.6820642,162.0971232,160.0607771,157.7226198,154.8566556,154.5978828,150.324138,144.5478704,136.7585465,125.987398,106.7291359
7.15,165.5219469,164.300826,162.9756261,161.3997415,159.3643584,157.0332418,154.1829775,154.1890702,149.9353996,144.1929349,136.2416769,125.559539,106.3269012
7.16,164.818369,163.598022,162.2800757,160.7120924,158.6941618,156.361839,153.5267318,153.7901443,149.5643575,143.8514156,135.7461611,125.130871,105.9146785
7.17,164.1412539,162.917103,161.6008792,160.0399575,158.0416494,155.7073134,152.8857632,153.3974205,149.1993752,143.5135044,135.25076,124.7027302,105.4894007
7.18,163.4965964,162.2628832,160.9425385,159.3951078,157.4062536,155.0641417,152.254065,153.0031299,148.834701,143.1785974,134.750975,124.2735489,105.0578292
7.19,162.8791799,161.6361781,160.3243266,158.7598287,156.791953,154.4377195,151.6394844,152.5967066,148.4593186,142.8318377,134.2482383,123.8464856,104.6279279
7.2,162.2895661,161.0502422,159.7279772,158.14962,156.197566,153.8323933,151.0435935,152.1717086,148.0555847,142.4482707,133.7419002,123.4131707,104.197834
7.21,161.7318123,160.4885405,159.1624264,157.5730056,155.6226377,153.2516384,150.4688983,151.7200873,147.6236316,142.0425832,133.2145879,122.9805608,103.7663068
7.22,161.2178111,159.9684113,158.6397947,157.0376587,155.0716232,152.6924672,149.9110093,151.2420286,147.1620187,141.5935652,132.6888019,122.5480813,103.3377578
7.23,160.7641408,159.5069252,158.177613,156.549928,154.552972,152.1382503,149.3599075,150.7460009,146.6834108,141.1149395,132.1668899,122.1172637,102.9143504
7.24,160.3259,159.0616961,157.7292616,156.0759041,154.0651468,151.6276846,148.8467836,150.3236148,146.2848399,140.7046474,131.677759,121.7004768,102.5063882
7.25,159.8054577,158.540329,157.1992567,155.5564277,153.5812271,151.1951606,148.4013487,150.022207,145.9792297,140.4391258,131.2355956,121.2906152,102.091964
7.26,159.3261993,158.0514461,156.7049182,155.0614654,153.1154975,150.742033,147.9390586,149.6607188,145.6186487,140.1147579,130.7610518,120.8661569,101.6619195
7.27,158.8661669,157.588751,156.2388766,154.5997931,152.6747061,150.286865,147.4777964,149.2546804,145.2122902,139.7337485,130.2749969,120.431086,101.22176
7.28,158.4332166,157.1587006,155.8054543,154.1611353,152.2480199,149.8466925,147.0402992,148.8264557,144.7763513,139.30594,129.7872275,119.9967389,100.7787899
7.29,158.0364068,156.7629289,155.4057704,153.7585554,151.8427258,149.4352871,146.6238372,148.3902765,144.3365807,138.8485306,129.3144869,119.5362139,100.3458483
7.3,157.6814364,156.4076801,155.0478806,153.4029531,151.4763068,149.0620509,146.2509751,147.9689,143.9120266,138.4043479,128.878218,119.1219802,99.92690802
7.31,157.3816029,156.1057998,154.7391128,153.0900708,151.1402393,148.716237,145.9003444,147.5615967,143.5010005,137.9639619,128.4633778,118.7239883,99.5175428
7.32,157.1299527,155.8468283,154.4684662,152.8082954,150.8315692,148.397825,145.5696712,147.1690139,143.1005221,137.5342755,128.0684464,118.3331508,99.11239389
7.33,156.9031758,155.6096408,154.2161342,152.5421443,150.5453413,148.1054895,145.2898207,146.7840156,142.6974801,137.1059675,127.6991426,117.9526179,98.70887636
7.34,156.6071991,155.3838885,153.9684944,152.2828088,150.2777596,147.8534974,145.016888,146.3903573,142.2746698,136.6654856,127.3319312,117.5551345,98.33236791
7.35,156.3609181,155.0942623,153.747743,152.0493137,150.0325027,147.6100267,144.7573982,145.9851959,141.8434426,136.2105797,126.960306,117.1500285,97.94361522
7.36,156.182084,154.9027535,153.4964493,151.8788428,149.8436601,147.3928662,144.5219592,145.6004063,141.4291914,135.7575117,126.5894943,116.7565535,97.55611515
7.37,156.0373964,154.7420152,153.3157022,151.628993,149.6771287,147.2116202,144.3184721,145.2209479,141.0136416,135.3109165,126.2366438,116.3656797,97.18167665
7.38,155.9063576,154.5945875,153.1496868,151.4584564,149.441415,147.0520332,144.1343536,144.8355918,140.5915545,134.8619017,125.8985944,115.9743639,96.76450306
7.39,155.7663229,154.4402013,152.9769539,151.28266,149.2569786,146.8355157,143.9475947,144.4272235,140.15257,134.4035004,125.5614805,115.5752019,96.36989978
7.4,155.6097013,154.2583075,152.8015556,151.0888337,149.0570248,146.617889,143.7396304,143.9892023,139.6910365,133.9231168,125.2094103,115.1628694,95.97321514
7.41,155.4034684,154.0557253,152.5777383,150.8538595,148.8098655,146.3548295,143.4556204,143.5002575,139.1880641,133.3869095,124.8160362,114.7191865,95.53511711
7.42,155.1804932,153.8305595,152.3445915,150.6117733,148.553724,146.0997367,143.1877899,143.0173023,138.6863462,132.8555776,124.4275314,114.2759457,95.08549182
7.43,154.9661033,153.6163965,152.1272249,150.3843279,148.3096745,145.8682163,142.9425943,142.5615765,138.2053784,132.3414339,124.0568533,113.8529914,94.63378589
7.44,154.7896144,153.4410881,151.9525717,150.197657,148.0955884,145.6573483,142.727457,142.1215805,137.7420561,131.8368129,123.7065129,113.4538617,94.18731114
7.45,154.6735129,153.3257144,151.8424051,150.0650874,147.9295014,145.462364,142.5280869,141.6874508,137.2858535,131.32867,123.3540268,113.0692692,93.76374794
7.46,154.5343287,153.1853056,151.7002471,149.9119429,147.7613283,145.2806563,142.3382155,141.2432052,136.8291928,130.8251959,123.0225129,112.6716497,93.3694186
7.47,154.2813247,152.9363849,151.4406137,149.6640563,147.5425264,145.0859685,142.1305233,140.75823,136.3507245,130.3212081,122.7128873,112.2389291,93.01607709
7.48,154.0116809,152.6923049,151.1921784,149.4245804,147.3298095,144.8559706,141.8939606,140.2461061,135.8527174,129.7942088,122.3810995,111.8039879,92.67303764
7.49,153.6535996,152.4204954,150.9395784,149.1799606,147.1098986,144.6067541,141.6476648,139.7393798,135.3093243,129.265844,122.0430634,111.3904899,92.32482878
7.5,153.2997293,152.0613158,150.6595428,148.9184727,146.8734315,144.3524259,141.4018084,139.2556245,134.8063219,128.7539547,121.7244152,111.0029458,91.98378268
7.51,152.9355033,151.7137762,150.3145119,148.6430144,146.6177084,144.0914639,141.1538281,138.7820718,134.3110175,128.2600424,121.416053,110.6461128,91.64397277
7.52,152.5758325,151.3703285,149.9832754,148.3511041,146.3493785,143.8169709,140.8898976,138.2932411,133.7958967,127.7264629,121.0798073,110.2690037,91.2637894
7.53,152.2245181,151.0345401,149.6574471,148.0086666,146.0704508,143.530337,140.6084761,137.7959976,133.2715126,127.1667011,120.7339445,109.883277,90.8870259
7.54,151.8931778,150.7141717,149.343146,147.7060061,145.7850494,143.2450814,140.323058,137.2899208,132.7406612,126.6134816,120.3781208,109.4881085,90.51337944
7.55,151.5758201,150.4096625,149.0403791,147.4087877,145.4656629,142.969686,140.0479742,136.7759641,132.2033788,126.0619216,120.0243253,109.0790869,90.14393009
7.56,151.2609938,150.1069322,148.7326934,147.1101708,145.1654633,142.7047538,139.7844956,136.2534754,131.6584838,125.517478,119.6711016,108.6519758,89.77626179
7.57,150.9551305,149.7970558,148.4198211,146.8030803,144.8645021,142.4199037,139.5041562,135.7292745,131.129939,124.9707972,119.3132511,108.2413671,89.40920931
7.58,150.6363762,149.476619,148.1028218,146.4862026,144.5444718,142.0611871,139.1992124,135.2242793,130.6073763,124.4314957,118.9497972,107.8550493,89.05548689
7.59,150.3320794,149.1628418,147.7815686,146.1692236,144.2241201,141.7226882,138.8917535,134.7133725,130.0850703,123.8986115,118.5876663,107.4593451,88.69417691
7.6,150.0412708,148.8586063,147.4674248,145.8626721,143.914624,141.4008796,138.5948526,134.2045614,129.5645777,123.3781547,118.2305166,107.053693,88.33149723
7.61,149.7612573,148.5583488,147.1537276,145.561011,143.6070514,141.0824552,138.2650458,133.6920622,129.0405614,122.8591395,117.8563496,106.6157611,87.96200589
7.62,149.4632795,148.2407534,146.8223643,145.2394826,143.2788451,140.7472376,137.9252658,133.1693415,128.5061755,122.3343189,117.4733878,106.1809495,87.55779671
7.63,149.1001108,147.8693438,146.4460042,144.8693843,142.9095693,140.3603537,137.5421012,132.6265449,127.9530713,121.794286,117.0551818,105.7544939,87.16197632
7.64,148.7337379,147.4965414,146.0704407,144.4850287,142.5225444,139.9625544,137.1470682,132.0950735,127.4134039,121.2469569,116.6371436,105.3329676,86.76072603
7.65,148.3623447,147.1294321,145.7027096,144.092102,142.1213382,139.5556421,136.742306,131.5537967,126.8915359,120.6896918,116.2178944,104.9320123,86.35648644
7.66,148.0002071,146.7722933,145.3485943,143.6990562,141.7139698,139.1373448,136.3259157,131.0415533,126.3835035,120.1203667,115.8001301,104.5321639,85.95111345
7.67,147.6518152,146.4160327,145.0117303,143.3159539,141.3104543,138.7020791,135.8919843,130.529476,125.8767876,119.5359318,115.3739477,104.1287711,85.54433297
7.68,147.2294991,145.9945694,144.599321,142.8968881,140.8858919,138.2693435,135.4616009,130.0198972,125.3798538,119.0327308,114.9662468,103.7204203,85.15260514
7.69,146.705223,145.4797283,144.0670721,142.4186989,140.4217598,137.8296242,135.0259706,129.5130463,124.8902459,118.6247742,114.5644146,103.3084262,84.80936024
7.7,146.1852987,144.9685382,143.5467689,141.9371703,139.9498547,137.3625625,134.5645877,129.0042403,124.3937804,118.2004816,114.1465522,102.8898336,84.45080412
7.71,145.6772368,144.4667508,143.038052,141.4297931,139.4695562,136.8831181,134.0906347,128.5107854,123.8994899,117.7721429,113.7202611,102.4753733,84.11294607
7.72,145.1850197,143.9763446,142.5422544,140.9271887,138.9768358,136.3967066,133.6085217,128.0424213,123.4353882,117.341081,113.2906535,102.0721447,83.77152255
7.73,144.7053379,143.492941,142.0552835,140.4190885,138.4488728,135.9013161,133.1121589,127.5940606,122.993227,116.9156702,112.8588032,101.6668098,83.4327296
7.74,144.2203345,142.9964885,141.5463393,139.8912859,137.9060969,135.3764239,132.589611,127.1236316,122.5300135,116.4514376,112.4055805,101.2455954,83.06805171
7.75,143.7341051,142.4922619,141.0299398,139.35719,137.3550166,134.814041,132.0491713,126.6597754,122.0775737,115.9988467,111.9537634,100.8230887,82.70522307
7.76,143.2439921,141.9794872,140.5052763,138.8211794,136.8032655,134.2576069,131.5007714,126.2041817,121.6361362,115.5747805,111.4987277,100.3948252,82.34588161
7.77,142.7370479,141.4490742,139.9645801,138.2726792,136.2455995,133.7023517,130.9465646,125.761815,121.2059505,115.1753907,111.0398914,99.96043718,81.99227037
7.78,142.1981781,140.892748,139.3972582,137.7029613,135.6737004,133.1376331,130.3655966,125.3294096,120.7863485,114.786588,110.5773154,99.5393583,81.64747607
7.79,141.6569163,140.3308169,138.8249086,137.126714,135.0892811,132.5516241,129.7738096,124.9016637,120.3724871,114.3929002,110.1109413,99.1232644,81.30304526
7.8,141.1207602,139.7721309,138.2535118,136.5510427,134.4961131,131.9440305,129.1630395,124.4771995,119.9641289,113.9973105,109.6373615,98.70802859,80.95102775
7.81,140.5650829,139.1925432,137.6643814,135.9526577,133.8933686,131.3291685,128.5470255,124.0661587,119.5702202,113.631034,109.1632667,98.29431658,80.60730437
7.82,139.9901095,138.5975614,137.0589607,135.3379932,133.2829722,130.7134696,127.9276854,123.6599511,119.1911621,113.2799849,108.6953987,97.90737721,80.27833614
7.83,139.3998545,137.9857607,136.4386644,134.7090037,132.6665794,130.0963275,127.3064093,123.2718279,118.8254821,112.9300262,108.2425715,97.51769172,79.96186577
7.84,138.7817806,137.3567405,135.8000388,134.0644029,132.0385292,129.4701134,126.6773473,122.8906833,118.466416,112.5758773,107.7808766,97.12295431,79.64403187
7.85,138.1105736,136.6920142,135.1411595,133.4001308,131.3984007,128.8347448,126.0423584,122.5328119,118.1387169,112.2541151,107.3179548,96.74442361,79.32772869
7.86,137.3834133,135.977785,134.4411349,132.7078851,130.7096095,128.1664006,125.3773103,122.1605154,117.7984488,111.9477457,106.8537805,96.35595566,79.03979269
7.87,136.6060555,135.2182946,133.703379,131.9873882,129.9717523,127.4587911,124.6776341,121.7694644,117.4397436,111.6618755,106.365766,95.95570766,78.74732962
7.88,135.8009931,134.4309439,132.9456936,131.25484,129.2062538,126.7208308,123.9490826,121.3613495,117.0698282,111.3958096,105.8741308,95.54518291,78.44874413
7.89,134.9900513,133.6402869,132.1911265,130.5310707,128.4408475,125.9629858,123.2044282,120.9395766,116.6881069,111.1147227,105.3821888,95.12683572,78.14054463
7.9,134.1505391,132.8385692,131.4181182,129.7876914,127.7207667,125.2640889,122.5141317,120.5750154,116.3586648,110.8414496,104.9272831,94.75164985,77.84539088
7.91,133.2755774,132.0115309,130.6157773,129.0135664,127.0254827,124.5945873,121.8632476,120.2486227,116.0607304,110.5486259,104.5051879,94.40464182,77.56807258
7.92,132.4126518,131.1884274,129.823237,128.2493392,126.3303512,123.9111203,121.1975486,119.9058527,115.7534511,110.2291757,104.0630701,94.03651072,77.28883289
